{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Number,Item Name,Buy,Sell,Inventory,Asset Acct,Income Acct,Expense/COS Acct,Description,Use Desc. On Invoice,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Primary Supplier,Supplier Item Number,Tax Code When Bought,Buy Unit Measure,No. Items/Buy Unit,Reorder Quantity,Minimum Level,Selling Price,Sell Unit Measure,Tax Code When Sold,Sell Price Inclusive,Sales Tax Calc. Method,No. Items/Sell Unit,Quantity Break 1,Quantity Break 2,Quantity Break 3,Quantity Break 4,Quantity Break 5,"Price Level A, Qty Break 1","Price Level B, Qty Break 1","Price Level C, Qty Break 1","Price Level D, Qty Break 1","Price Level E, Qty Break 1","Price Level F, Qty Break 1","Price Level A, Qty Break 2","Price Level B, Qty Break 2","Price Level C, Qty Break 2","Price Level D, Qty Break 2","Price Level E, Qty Break 2","Price Level F, Qty Break 2","Price Level A, Qty Break 3","Price Level B, Qty Break 3","Price Level C, Qty Break 3","Price Level D, Qty Break 3","Price Level E, Qty Break 3","Price Level F, Qty Break 3","Price Level A, Qty Break 4","Price Level B, Qty Break 4","Price Level C, Qty Break 4","Price Level D, Qty Break 4","Price Level E, Qty Break 4","Price Level F, Qty Break 4","Price Level A, Qty Break 5","Price Level B, Qty Break 5","Price Level C, Qty Break 5","Price Level D, Qty Break 5","Price Level E, Qty Break 5","Price Level F, Qty Break 5",Inactive Item,Standard Cost,Default Ship/Sell Location,Default Recvd/Auto Location
ZZZ2006,3M Lapping Film (pack 10),B,S,I,11201,43003,50001,,,,,,200,,,R.S. Hughes,,N-T,1,1,0,200,£50.00,1,GST,,0,1,0,0,0,0,0,50,40,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£2.09,,
ZZZ2007,P400 Paper (Pack 10),B,S,I,11201,43003,50001,,,,,,50,,,Northern Abrasives & Tools,10023485,GST,,1,0,50,£20.00,,GST,,0,1,0,0,0,0,0,20,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.06,,
ZZZ324,Conditioning Board Feet,B,S,I,11201,43003,50001,,,,,,12,,,Clark Rubber,,GST,1,1,0,12,£2.50,1,GST,,0,1,0,0,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.40,,
ZZZ325,Conditioning Board Plates,B,S,I,11201,43003,50001,,,,,,3,,,Action Aluminium QLD Pty Ltd,,GST,1,1,0,3,£60.00,1,GST,,0,1,0,0,0,0,0,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£10.00,,
ZZZ326,Dry Control Testing BoardPlate,B,S,I,11201,43003,50001,,,,,,1,,,Action Aluminium QLD Pty Ltd,,GST,1,1,0,1,£19.80,1,GST,,0,1,0,0,0,0,0,19.8,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£20.00,,
ZZZ304,Digital Site Thermometer,B,S,I,11201,43003,50001,,,,,,5,,,ebay,,GST,1,1,0,5,£30.00,1,GST,,0,1,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£10.35,,
ZZZ307,Digital Site Level,B,S,I,11201,43003,50001,,,,,,3,,,Get Tools Direct,,GST,1,1,0,3,£185.00,1,GST,,0,1,0,0,0,0,0,185,140,140,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£144.54,,
ZZZ306,Spray Bottle,B,S,I,11201,43003,50001,,,,,,6,,,Bunnings Warehouse,,GST,1,1,0,6,£5.00,1,GST,,0,1,0,0,0,0,0,5,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£3.20,,
ZZZ313,Wet Floor Sign,B,S,I,11201,43003,50001,,,,,,3,,,Bunnings Warehouse,,GST,1,1,0,3,£20.00,1,GST,,0,1,0,0,0,0,0,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£7.60,,
ZZZ311,Blue Mop Head,B,S,I,11201,43003,50001,,,,,,3,,,Bunnings Warehouse,,GST,1,1,0,3,£22.00,1,GST,,0,1,0,0,0,0,0,22,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£17.41,,
ZZZ312,Telescopic Mop Handle,B,S,I,11201,43003,50001,,,,,,3,,,Bunnings Warehouse,,GST,1,1,0,3,£20.00,1,GST,,0,1,0,0,0,0,0,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£11.00,,
ZZZ301,Clipboard A4 (Dry),B,S,I,11201,43003,50001,,,,,,6,,,Office Works,,GST,1,1,0,6,£10.00,1,GST,,0,1,0,0,0,0,0,10,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£3.84,,
ZZZ302,Clipboard A4 (Wet),B,S,I,11201,43003,50001,,,,,,6,,,Office Works,,GST,1,1,0,6,£8.00,1,GST,,0,1,0,0,0,0,0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£4.50,,
ZZZ303,Microfibre Dry Testing Cloth,B,S,I,11201,43003,50001,,,,,,12,,,Bunnings Warehouse,,GST,1,1,0,12,£12.00,1,GST,,0,1,0,0,0,0,0,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£8.50,,
ZZZ316,Step Testing Jack,B,S,I,11201,43003,50001,,,,,,5,,,Craig Lowrey,,GST,1,1,0,5,£100.00,1,GST,,0,1,0,0,0,0,0,100,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£70.00,,
ZZZ305,Testing Stool,B,S,I,11201,43003,50001,,,,,,4,,,Anaconda Group Pty Ltd,,GST,1,1,0,4,£35.00,1,GST,,0,1,0,0,0,0,0,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£19.99,,
ZZZ315,Traffic Cone,B,S,I,11201,43003,50001,,,,,,3,,,Bunnings Warehouse,,GST,1,1,0,3,£20.00,1,GST,,0,1,0,0,0,0,0,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£13.13,,
ZZZ314,Traffic Cone 'Keep Out' Collar,B,S,I,11201,43003,50001,,,,,,10,,,Adelaide Safety Supplies,,GST,1,1,0,10,£6.00,1,GST,,0,1,0,0,0,0,0,6,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£9.63,,
ZZZ809,Digital Inclinometer,B,S,I,11201,43003,50001,,,,,,1,,,Bunnings Warehouse,,GST,1,1,0,1,£63.00,1,GST,,0,1,0,0,0,0,0,63,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£45.00,,
ZZZ308,Doorstop,B,S,I,11201,43003,50001,,,,,,4,,,Bunnings Warehouse,,GST,1,1,0,4,£2.00,1,GST,,0,1,0,0,0,0,0,2,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.55,,
ZZZ502,Cal Temp Label - Pendulum,B,S,I,11201,43003,50001,,,,,,20,,,Tork Signs,,GST,1,1,0,20,£2.00,1,GST,,0,1,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.50,,
ZZZ504,Sticker - GPC Sample Label,B,S,I,11201,43003,50001,,,,,,50,,,Tork Signs,,GST,1,1,0,50,£3.50,1,GST,,0,1,0,0,0,0,0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£2.50,,
ZZZ507,Sticker - General Equipment,B,S,I,11201,43003,50001,,,,,,50,,,Tork Signs,,GST,1,1,0,50,£2.00,1,GST,,0,1,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.50,,
ZZZ506,Sticker - Trolley Box,B,S,I,11201,43003,50001,,,,,,10,,,Tork Signs,,GST,1,1,0,10,£15.00,1,GST,,0,1,0,0,0,0,0,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£15.00,,
ZZZ803,Wet Floor Sign Sticker,B,S,I,11201,43003,50001,,,,,,10,,,Tork Signs,,GST,1,1,0,10,£15.00,1,GST,,0,1,0,0,0,0,0,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£8.00,,
ZZZ310,Trolley Storage Box,B,S,I,11201,43003,50001,,,,,,3,,,AE Works,,GST,1,1,0,3,£200.00,1,GST,,0,1,0,0,0,0,0,200,200,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£150.00,,
ZZZ320,Trolley Base Cups (Small),B,S,I,11201,43003,50001,,,,,,15,,,Bunnings Warehouse,,GST,1,1,0,15,£5.00,1,GST,,0,1,0,0,0,0,0,5,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.40,,
ZZZ321,Trolley Base Cups (Large),B,S,I,11201,43003,50001,,,,,,15,,,Bunnings Warehouse,,GST,1,1,0,15,£5.00,1,GST,,0,1,0,0,0,0,0,5,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£3.25,,
ZZZ322,Trolley Cup Bolt M8x40mm,B,S,I,11201,43003,50001,,,,,,15,,,Bunnings Warehouse,,GST,1,1,0,15,£1.00,1,GST,,0,1,0,0,0,0,0,1,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.45,,
ZZZ323,Trolley Cup Lock Nut M8,B,S,I,11201,43003,50001,,,,,,15,,,Bunnings Warehouse,,GST,1,1,0,15,£3.00,1,GST,,0,1,0,0,0,0,0,3,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.13,,
ZZZ327,Wet Ancillary Kit Hard Case,B,S,I,11201,43003,50001,,,,,,1,,,Luggage Direct,,GST,1,1,0,0,£550.00,1,GST,,0,1,0,0,0,0,0,550,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£389.00,,
ZZZ318,Dry Ancillary Kit Strap,B,S,I,11201,43003,50001,,,,,,3,,,ebay,,GST,1,1,0,0,£15.00,1,GST,,0,1,0,0,0,0,0,15,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£9.90,,
ZZZ807,Packaging Bag (Lapping),B,S,I,11201,43003,50001,,,,,,10,,,Office Works,,GST,1,1,0,10,£2.50,1,GST,,0,1,0,0,0,0,0,2.5,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.60,,
ZZZ815,Packaging Bag (Slider),B,S,I,11201,43003,50001,,,,,,10,,,Office Works,,GST,1,1,0,10,£3.50,1,GST,,0,1,0,0,0,0,0,3.5,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£2.50,,
ZZZ806,Packaging Bag (Post Pack),B,S,I,11201,43003,50001,,,,,,10,,,Post Shop,,GST,1,1,0,10,£4.00,1,GST,,0,1,0,0,0,0,0,4,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£3.00,,
ZZZ328,Cotton Calibration Gloves,B,S,I,11201,43003,50001,,,,,,3,,,Office Works,,GST,1,1,0,3,£16.00,1,GST,,0,1,0,0,0,0,0,16,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£11.18,,
ZZZ309,Digital Inclinometer,B,S,I,11201,43003,50001,,,,,,1,,,ebay,,GST,1,1,0,1,£65.00,1,GST,,0,1,0,0,0,0,0,65,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£42.70,,
ZZZ211,Tortus 3 Charge Connector,B,S,I,11201,43003,50001,,,,,,3,,,JayCar Electronics,,GST,1,1,0,3,£5.00,1,GST,,0,1,0,0,0,0,0,5,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.45,,
ZZZ701,Pendulum Trolley,B,S,I,11201,43003,50001,,,,,,3,,,Independent Slip Testing Services,,GST,1,1,0,3,£120.00,1,GST,,0,1,0,0,0,0,0,120,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£70.00,,
ZZZZ810,Calibration Temporary Label,B,S,I,11201,43003,50001,Calibration Temporary Label - Pendulum,,,,,5,,,Independent Slip Testing Services,,GST,1,1,0,5,£0.00,1,N-T,,0,1,0,0,0,0,0,0,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.00,,
ZZZ503,Cal Temp Label - Tortus,B,S,I,11201,43003,50001,Calibration Temporary Label - Tortus,,,,,1,,,Independent Slip Testing Services,,GST,1,1,0,1,£0.00,1,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.50,,
ZZZ804,Sticker - GPC Sample Label,B,S,I,11201,43003,50001,,,,,,1,,,Independent Slip Testing Services,,GST,1,1,0,1,£0.00,1,N-T,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£2.50,,
ZZZ505,Sticker - Wet Floor Sign,B,S,I,11201,43003,50001,,,,,,1,,,Independent Slip Testing Services,,GST,1,1,0,1,£20.00,1,GST,,0,1,0,0,0,0,0,20,1250,1250,1250,1250,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£14.36,,
ZZZ210,Tortus Bag Zipper,B,S,I,11201,43003,50001,,,,,,2,,,ebay,,GST,1,1,0,2,£4.00,1,GST,,0,1,0,0,0,0,0,4,1250,1250,1250,1250,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.65,,
ZZZ401,WD40 (275g),B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,£11.00,1,N-T,,0,1,0,0,0,0,0,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£7.45,,
ZZZ402,Mentholated Spirits (1 Liter),B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,£0.00,1,N-T,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£3.70,,
ZZZ403,Turpentine (1 Litre),B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,£0.00,1,N-T,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£7.70,,
ZZZ404,Black Spray Paint,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,£0.00,1,N-T,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£8.30,,
ZZZ139,Pendulum Case Bracket (Top),B,S,I,11201,43003,50001,,,,,,4,,,,,GST,1,1,0,4,£14.00,1,GST,,0,1,0,0,0,0,0,14,13.3,13.3,13.3,13.3,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£10.00,,
ZZZ140,Pendulum Case Bracket (Bottom),B,S,I,11201,43003,50001,,,,,,4,,,QM Systems Ltd,,GST,1,1,0,0,£14.00,1,GST,,0,1,0,0,0,0,0,14,13.3,13.3,13.3,13.3,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£10.00,,
ZZZ208,Tortus Foot M4 Ballspring Plun,B,S,I,11201,43003,50001,,,,,,5,,,,,GST,,1,0,5,£2.66,,GST,,0,1,0,0,0,0,0,2.66,2.66,2.66,2.66,2.66,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£2.20,,
ZZZ4001,Training - Pendulum (AS4663),,S,,,43003,,,,,,,,,,,,,,,,,"£1,995.00",1,GST,,0,1,0,0,0,0,0,1995,1995,1995,1995,1995,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ120,M4x6mm Socket Head Grub Screw,B,S,I,11201,43003,50001,,,,,,3,,,Wynnum Bearings and Bolts,,GST,1,1,0,3,£1.00,1,GST,,0,1,0,0,0,0,0,1,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.25,,
ZZZ124,Pendulum M6 Foot Block Bolts,B,S,I,11201,43003,50001,,,,,,3,,,Wynnum Bearings and Bolts,,GST,1,1,0,3,£1.00,1,GST,,0,1,0,0,0,0,0,1,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.47,,
ZZZ127,Pendulum Arm Spring Assembly,B,S,I,11201,43003,50001,,,,,,1,,,QM Systems Ltd,,GST,1,1,0,1,£174.00,1,GST,,0,1,0,0,0,0,0,174,0.65,0.65,0.65,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£124.10,,
ZZZ123,Arm Spring Tension Clip,B,S,I,11201,43003,50001,,,,,,1,,,QM Systems Ltd,,GST,1,1,0,1,£124.00,1,GST,,0,1,0,0,0,0,0,124,124,124,124,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£88.10,,
ZZZ129,Pendulum Foot Assembly Cover,B,S,I,11201,43003,50001,,,,,,1,,,QM Systems Ltd,,GST,1,1,0,1,£429.00,1,GST,,0,1,0,0,0,0,0,429,429,429,429,429,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£306.03,,
ZZZ135,Levelling Feet Screw Knob,B,S,I,11201,43003,50001,,,,,,,,,RS Components Pty Ltd,,GST,1,1,0,0,£34.00,1,GST,,0,1,0,0,0,0,0,34,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£23.73,,
ZZZ237,Tortus 2 Front Wheel Assembly,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£200.00,1,GST,,0,1,0,0,0,0,0,200,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£160.00,,
ZZZ236,Tortus 2 Wheel Screws,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£1.50,1,GST,,0,1,0,0,0,0,0,1.5,200,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.90,,
ZZZ235,Tortus 2 Battery Door Screws,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£1.40,1,GST,,0,1,0,0,0,0,0,1.4,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.90,,
ZZZ234,Tortus 2 Case Fasteners,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£1.40,1,GST,,0,1,0,0,0,0,0,1.4,1.4,1.4,1.4,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.90,,
ZZZ233,Tortus 2 Printer Screws,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£1.40,1,GST,,0,1,0,0,0,0,0,1.4,1.4,1.4,1.4,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.90,,
ZZZ232,Tortus 2 Battery,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£120.00,1,GST,,0,1,0,0,0,0,0,120,1.4,1.4,1.4,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£106.10,,
ZZZ231,Tortus Power Buttons,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£36.00,1,GST,,0,1,0,0,0,0,0,36,1.4,1.4,1.4,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£46.10,,
ZZZ222,Tortus 2 Drive Motor Gears,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£125.00,1,GST,,0,1,0,0,0,0,0,125,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£111.10,,
ZZZ221,Tortus 2 Sensor Chip,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£25.00,1,GST,,0,1,0,0,0,0,0,25,125,125,125,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£36.10,,
ZZZ220,Tortus 2 Display Connector,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£25.00,1,GST,,0,1,0,0,0,0,0,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£36.10,,
ZZZ219,Tortus 2 Number Display Connec,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£25.00,1,GST,,0,1,0,0,0,0,0,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£36.10,,
ZZZ217,Tortus 2 Charge Connector,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£36.00,1,GST,,0,1,0,0,0,0,0,36,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£30.00,,
ZZZ216,Tortus 2 Rear Wheel,B,S,I,11201,43003,50001,,,,,,,,,Transfer Multisort Elektronic,,GST,1,1,0,0,£110.00,1,GST,,0,1,0,0,0,0,0,110,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£90.00,,
ZZZ4011,Training - Tortus (AS4663),,S,,,43003,,,,,,,,,,,,,,,,,£995.00,1,GST,,0,1,0,0,0,0,0,995,1995,1995,1995,1995,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ3001,Calibration- Pendulum,,S,,,43003,,,,,,,,,,,,,,,,,"£1,100.00",1,GST,,0,1,0,0,0,0,0,1100,995,995,995,995,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ3004,Control Testing- Tortus,,S,,,43003,,,,,,,,,,,,,,,,,£500.00,1,GST,,0,1,0,0,0,0,0,500,1100,1100,1100,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ3003,Control Testing- Pendulum,,S,,,43003,,,,,,,,,,,,,,,,,£500.00,1,GST,,0,1,0,0,0,0,0,500,500,500,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ317,Calibration Microfibre Cloth,B,,I,11201,,,,,,,,,,,Tork Signs,,GST,1,1,0,50,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£16.00,,
ZZZ340,Safety - ISTS Hi-Viz vest,B,S,I,11201,43003,50001,,,,,,,,,QM Systems Ltd,,GST,1,1,0,5,£10.00,1,N-T,,0,1,0,0,0,0,0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£6.95,,
ZZZ341,Safety - Hard Hat,B,S,I,11201,43003,50001,,,,,,,,,Tork Signs,,GST,1,1,0,50,£10.00,1,GST,,0,1,0,0,0,0,0,10,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£10.95,,
ZZZ3005,Equipment Repair- Labour charg,,S,,,43003,,,,,,,,,,,,,,,,,£130.00,1,GST,,0,1,0,0,0,0,0,130,130,130,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ152,Pendulum M6x30mm Hex-Head Bolt,B,S,I,11201,43003,50001,,,,,,,,,Small Parts and Bearings,,GST,1,1,0,1,£3.00,1,GST,,0,1,0,0,0,0,0,3,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.77,,
ZZZ342,Safety - Gloves,B,S,I,11201,43003,50001,,,,,,,,,Blue Archive Box,,GST,1,1,0,1,£28.00,1,N-T,,0,1,0,0,0,0,0,28,0.66,0.66,0.66,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£19.98,,
