{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Invoice No.,Date,Customer PO,Ship Via,Delivery Status,Item Number,Quantity,Description,Price,Discount,Total,Job,Comment,Journal Memo,Salesperson Last Name,Salesperson First Name,Shipping Date,Referral Source,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Sale Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,           - % Monthly Charge,Amount Paid,Payment Method,Payment Notes,Name on Card,Card Number,Authorisation Code,BSB,Account Number,Drawer/Account Name,Cheque Number,Category,Location ID,Card ID,Record ID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slipstop Australia Pty Ltd,,Slipstop Australia Pty Ltd,5/5 Clerke Place,Kurnell  NSW  2231,Australia,,68891,24/06/2022,Inv 46 Stripe,,A,WL010,1,Levelling Feet Assembly,$45.0000,0%,$45.00,,,Sale; Slipstop Australia Pty Ltd,,,,,GST,$4.50,$.00,GST,$.00,I,,,3,1,31,0,0,$57.75,Stripe,,,,,,,,,,Location1,NSW Slip,5310
Slipstop Australia Pty Ltd,,Slipstop Australia Pty Ltd,5/5 Clerke Place,Kurnell  NSW  2231,Australia,,68891,24/06/2022,Inv 46 Stripe,,A,WL008,1,Levelling Feet Screw Knob,$7.5000,0%,$7.50,,,Sale; Slipstop Australia Pty Ltd,,,,,GST,$.75,$.00,GST,$.00,I,,,3,1,31,0,0,$57.75,Stripe,,,,,,,,,,Location1,NSW Slip,5310
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontline Support Pty Ltd,,Frontline Support Pty Ltd,103 Muller Road,Hampstead Gardens  SA  5086,Australia,,68913,29/06/2022,Stripe Inv 47,,A,M028,1,Pendulum Carry Handle,$120.0000,0%,$120.00,,,Sale; Frontline Support Pty Ltd,,,,,GST,$12.00,$60.00,GST,$6.00,I,,,3,1,31,0,0,$302.50,Stripe,,,,,,,,,,Location1,*None,4076
Frontline Support Pty Ltd,,Frontline Support Pty Ltd,103 Muller Road,Hampstead Gardens  SA  5086,Australia,,68913,29/06/2022,Stripe Inv 47,,A,WSX005,1,Wessex Tortus Slider Foot,$95.0000,0%,$95.00,,,Sale; Frontline Support Pty Ltd,,,,,GST,$9.50,$60.00,GST,$6.00,I,,,3,1,31,0,0,$302.50,Stripe,,,,,,,,,,Location1,*None,4076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forcon International,,Forcon International,7133 Cresheim Road,Philadelphia  PA  19119,United States,,68923,01/07/2022,,,A,WL021,1,WammaLab Pendulum Pointer,$150.0000,0%,$150.00,,,Sale; Forcon International,,,,,N-T,$.00,$.00,N-T,$.00,I,,,3,1,31,0,0,$505.00,,,,,,,,,,,Location1,*None,4997
Forcon International,,Forcon International,7133 Cresheim Road,Philadelphia  PA  19119,United States,,68923,01/07/2022,,,A,WL018,1, WammaLab Pointer Ring,$160.0000,0%,$160.00,,,Sale; Forcon International,,,,,N-T,$.00,$.00,N-T,$.00,I,,,3,1,31,0,0,$505.00,,,,,,,,,,,Location1,*None,4997
Forcon International,,Forcon International,7133 Cresheim Road,Philadelphia  PA  19119,United States,,68923,01/07/2022,,,A,SF009,1,Shipping Fee S8,$195.0000,0%,$195.00,,,Sale; Forcon International,,,,,N-T,$.00,$.00,N-T,$.00,I,,,3,1,31,0,0,$505.00,,,,,,,,,,,,*None,4997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multiple Services,,Multiple Services,Unit 3/318 Auburn Road,Hawthorn  VIC  3122,,,68935,04/07/2022,Inv 48 Strip,,A,IC001,1,Calibration Pendulum,"$1,175.0000",0%,"$1,175.00",,,Sale; Multiple Services,,,,,GST,$117.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$2,552.00",Stripe,,,,,,,,,,,*None,4893
Multiple Services,,Multiple Services,Unit 3/318 Auburn Road,Hawthorn  VIC  3122,,,68935,04/07/2022,Inv 48 Strip,,A,IC002,1,Control testing-Pendulum,$600.0000,0%,$600.00,,,Sale; Multiple Services,,,,,GST,$60.00,$.00,GST,$.00,I,,,3,1,31,0,0,"$2,552.00",Stripe,,,,,,,,,,,*None,4893
Multiple Services,,Multiple Services,Unit 3/318 Auburn Road,Hawthorn  VIC  3122,,,68935,04/07/2022,Inv 48 Strip,,A,TC006,1,Verif- 3M Pink Lap Film (P 10 ,$50.0000,0%,$50.00,,,Sale; Multiple Services,,,,,GST,$5.00,$.00,GST,$.00,I,,,3,1,31,0,0,"$2,552.00",Stripe,,,,,,,,,,Location1,*None,4893
Multiple Services,,Multiple Services,Unit 3/318 Auburn Road,Hawthorn  VIC  3122,,,68935,04/07/2022,Inv 48 Strip,,A,TC001,5,Slider 96 (4S) Rubber Sliders,$95.0000,0%,$475.00,,,Sale; Multiple Services,,,,,GST,$47.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$2,552.00",Stripe,,,,,,,,,,Location1,*None,4893
Multiple Services,,Multiple Services,Unit 3/318 Auburn Road,Hawthorn  VIC  3122,,,68935,04/07/2022,Inv 48 Strip,,A,SF002,1,Shipping Fee S1,$20.0000,0%,$20.00,,,Sale; Multiple Services,,,,,GST,$2.00,$.00,GST,$.00,I,,,3,1,31,0,0,"$2,552.00",Stripe,,,,,,,,,,,*None,4893
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SlipGuard Pty Ltd,,Slipguard,106 Harborne Street Wembley,Perth  WA  6014,,,68940,05/07/2022,,,A,WL021,1,WammaLab Pendulum Pointer,$150.0000,0%,$150.00,,,Sale; Slipguard,,,,,GST,$15.00,$.00,GST,$.00,I,,,3,1,31,0,0,$511.50,,,,,,,,,,,Location1,Martin Ferrier,5853
SlipGuard Pty Ltd,,Slipguard,106 Harborne Street Wembley,Perth  WA  6014,,,68940,05/07/2022,,,A,WL018,1, WammaLab Pointer Ring,$160.0000,0%,$160.00,,,Sale; Slipguard,,,,,GST,$16.00,$.00,GST,$.00,I,,,3,1,31,0,0,$511.50,,,,,,,,,,,Location1,Martin Ferrier,5853
SlipGuard Pty Ltd,,Slipguard,106 Harborne Street Wembley,Perth  WA  6014,,,68940,05/07/2022,,,A,WSX005,1,Wessex Tortus Slider Foot,$95.0000,0%,$95.00,,,Sale; Slipguard,,,,,GST,$9.50,$.00,GST,$.00,I,,,3,1,31,0,0,$511.50,,,,,,,,,,,Location1,Martin Ferrier,5853
SlipGuard Pty Ltd,,Slipguard,106 Harborne Street Wembley,Perth  WA  6014,,,68940,05/07/2022,,,A,SF003,1,Shipping Fee S2,$60.0000,0%,$60.00,,,Sale; Slipguard,,,,,GST,$6.00,$.00,GST,$.00,I,,,3,1,31,0,0,$511.50,,,,,,,,,,,,Martin Ferrier,5853
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Coatings Consultancy,,The Coatings Consultancy,PO Box Q10,QBV Post Office ,NSW  1230,,68983,12/07/2022,Inv 49 Stripe,,A,WL004,1,Pendulum High Friction Feet,$35.0000,0%,$35.00,,,Sale; The Coatings Consultancy,,,,,GST,$3.50,$60.00,GST,$6.00,I,,,3,1,31,0,0,$418.72,BANK TRANSFER,,,,,,,,,,Location1,*None,5355
The Coatings Consultancy,,The Coatings Consultancy,PO Box Q10,QBV Post Office ,NSW  1230,,68983,12/07/2022,Inv 49 Stripe,,A,WL041,1,Pend Slider Humpback Pin,$.6500,0%,$.65,,,Sale; The Coatings Consultancy,,,,,GST,$.07,$60.00,GST,$6.00,I,,,3,1,31,0,0,$418.72,BANK TRANSFER,,,,,,,,,,Location1,*None,5355
The Coatings Consultancy,,The Coatings Consultancy,PO Box Q10,QBV Post Office ,NSW  1230,,68983,12/07/2022,Inv 49 Stripe,,A,TC001,2,Slider 96 (4S) Rubber Sliders,$95.0000,0%,$190.00,,,Sale; The Coatings Consultancy,,,,,GST,$19.00,$60.00,GST,$6.00,I,,,3,1,31,0,0,$418.72,BANK TRANSFER,,,,,,,,,,Location1,*None,5355
The Coatings Consultancy,,The Coatings Consultancy,PO Box Q10,QBV Post Office ,NSW  1230,,68983,12/07/2022,Inv 49 Stripe,,A,TC002,1,Slider 55 (TRL) Rubber Slider,$95.0000,0%,$95.00,,,Sale; The Coatings Consultancy,,,,,GST,$9.50,$60.00,GST,$6.00,I,,,3,1,31,0,0,$418.72,BANK TRANSFER,,,,,,,,,,Location1,*None,5355
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adbri Masonry,,Adbri Masonry,85 Christensen Road,Stapylton  QLD  4207,,,68993,13/07/2022,Inv 50 Stripe,,A,TC002,2,Slider 55 (TRL) Rubber Slider,$95.0000,0%,$190.00,,,Sale; Adbri Masonry,,,,,GST,$19.00,$20.00,GST,$2.00,I,,,3,1,31,0,0,$231.00,Stripe,,,,,,,,,,Location1,*None,5273
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterSafe,,InterSafe,"Unit 1, 5 Henry Street ",Loganholme  QLD  4129,,,69011,14/07/2022,,,A,TC001,2,Slider 96 (4S) Rubber Sliders,$95.0000,0%,$190.00,9005,,Sale; InterSafe,,,,,GST,$19.00,$.00,GST,$.00,I,,,3,1,31,0,0,$209.00,,,,,,,,,,,Location1,*None,4960
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceramic Consultants,,Ceramic Consultants,50 Denninup Way,Malaga  WA  6090,,,69017,14/07/2022,,,A,TC001,1,Slider 96 (4S) Rubber Sliders,$95.0000,0%,$95.00,9005,,Sale; Ceramic Consultants,,,,,GST,$9.50,$.00,GST,$.00,I,,,3,1,31,0,0,$170.50,,,,,,,,,,,Location1,*None,5760
Ceramic Consultants,,Ceramic Consultants,50 Denninup Way,Malaga  WA  6090,,,69017,14/07/2022,,,A,TC004,1,Slider Backing Plate,$35.0000,0%,$35.00,9005,,Sale; Ceramic Consultants,,,,,GST,$3.50,$.00,GST,$.00,I,,,3,1,31,0,0,$170.50,,,,,,,,,,,Location1,*None,5760
Ceramic Consultants,,Ceramic Consultants,50 Denninup Way,Malaga  WA  6090,,,69017,14/07/2022,,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,9005,,Sale; Ceramic Consultants,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$170.50,,,,,,,,,,,,*None,5760
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sliptest Australia Pty Ltd,,Sliptest Australia Pty Ltd,11 Fuschia Way,Gaven   QLD  4211,Australia,,69029,16/07/2022,,,A,TC006,1,Verif- 3M Pink Lap Film (P 10 ,$50.0000,0%,$50.00,9005,,Sale; Sliptest Australia Pty Ltd,,,,,GST,$5.00,$.00,GST,$.00,I,,,3,1,31,0,0,$55.00,,,,,,,,,,,Location1,*None,5073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane City Council,,Brisbane City Council,GPO Box 2567,Brisbane  QLD  4001,Australia,,69042,19/07/2022,4400322275,,A,TC002,4,Slider 55 (TRL) Rubber Slider,$95.0000,0%,$380.00,,,Sale; Brisbane City Council,,,,,GST,$38.00,$.00,GST,$.00,I,,,3,1,31,0,0,$654.50,BANK TRANSFER,,,,,,,,,,Location1,*None,3776
Brisbane City Council,,Brisbane City Council,GPO Box 2567,Brisbane  QLD  4001,Australia,,69042,19/07/2022,4400322275,,A,TC001,2,Slider 96 (4S) Rubber Sliders,$95.0000,0%,$190.00,,,Sale; Brisbane City Council,,,,,GST,$19.00,$.00,GST,$.00,I,,,3,1,31,0,0,$654.50,BANK TRANSFER,,,,,,,,,,Location1,*None,3776
Brisbane City Council,,Brisbane City Council,GPO Box 2567,Brisbane  QLD  4001,Australia,,69042,19/07/2022,4400322275,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Brisbane City Council,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$654.50,BANK TRANSFER,,,,,,,,,,,*None,3776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unimat NZ Ltd,,Unimat NZ Ltd,PO Box 303 227 North Harbour,Auckland  0751,,,69043,18/07/2022,Stripe Invoice #51,,A,IT001,1,Int Train- Pendulum (AS 4663),"$1,995.0000",0%,"$1,995.00",,,Sale; Unimat NZ Ltd,,,,,N-T,$.00,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,995.00",Stripe,,,,,,,,,,,*None,5872
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slip Assessment Services,,Slip Assessment Services,167 Belgrave Esplanade,Sylvania Waters  NSW  2224,,,69056,19/07/2022,Inv 52 Stripe,,A,TC002,1,Slider 55 (TRL) Rubber Slider,$95.0000,0%,$95.00,,,Sale; Slip Assessment Services,,,,,GST,$9.50,$20.00,GST,$2.00,I,,,3,1,31,0,0,$126.50,Stripe,,,,,,,,,,Location1,KeithDixon,4907
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Slip Solutions,,All Slip Solutions,40 Falls Street,Machans Beach  QLD  4878,Australia,,69072,20/07/2022,Inv 53 Stripe,,A,TC001,3,Slider 96 (4S) Rubber Sliders,$95.0000,0%,$285.00,,,Sale; All Slip Solutions,,,,,GST,$28.50,$20.00,GST,$2.00,I,,,3,1,31,0,0,$390.50,Stripe,,,,,,,,,,Location1,*None,3448
All Slip Solutions,,All Slip Solutions,40 Falls Street,Machans Beach  QLD  4878,Australia,,69072,20/07/2022,Inv 53 Stripe,,A,TC006,1,Verif- 3M Pink Lap Film (P 10 ,$50.0000,0%,$50.00,,,Sale; All Slip Solutions,,,,,GST,$5.00,$20.00,GST,$2.00,I,,,3,1,31,0,0,$390.50,Stripe,,,,,,,,,,Location1,*None,3448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Innovations Company Pty Ltd,,Environmental Innovations Company Pty Ltd,"Unit 1, 66 Osullivan Beach Road",Lonsdale  SA  5160,Australia,,69100,25/07/2022,Inv 54 Stripe,,A,TC001,1,Slider 96 (4S) Rubber Sliders,$95.0000,0%,$95.00,,,Sale; Environmental Innovations Company Pty Ltd,,,,,GST,$9.50,$20.00,GST,$2.00,I,,,3,1,31,0,0,$126.50,Stripe,,,,,,,,,,Location1,Ecoshield,4235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shen Zhen Bonad Instrument Co Ltd,,Shen Zhen Bonad Instrument Co Ltd,"C505 Hongdu Building,",45 District Bao'an,Shenzhen  518100,X,69173,30/07/2022,,,A,WSX001,1,Wessex Tortus,"$9,950.0000",0%,"$9,950.00",9008,,Sale; Shen Zhen Bonad Instrument Co Ltd,,,,,EXP,$.00,$.00,GST,$.00,I,,,3,1,31,0,0,"$10,445.00",BANK TRANSFER,,,,,,,,,,Location1,*None,5892
Shen Zhen Bonad Instrument Co Ltd,,Shen Zhen Bonad Instrument Co Ltd,"C505 Hongdu Building,",45 District Bao'an,Shenzhen  518100,X,69173,30/07/2022,,,A,SF019,1,Shipping Fee S18,$495.0000,0%,$495.00,9008,,Sale; Shen Zhen Bonad Instrument Co Ltd,,,,,EXP,$.00,$.00,GST,$.00,I,,,3,1,31,0,0,"$10,445.00",BANK TRANSFER,,,,,,,,,,,*None,5892
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV SUD PSB PTE LTD,,TUV SUD PSB PTE LTD,c/o Accounts Payable,No.15 International Business Park,T?£V S?£D @ IBP,,69189,02/08/2022,2100068765,,A,TC001,1,Slider 96 (4S) Rubber Sliders,$95.0000,0%,$95.00,9007,,Sale; TUV SUD PSB PTE LTD,,,,,EXP,$.00,$.00,GST,$.00,I,,,3,1,31,0,0,$350.00,BANK TRANSFER,,,,,,,,,,Location1,*None,4799
TUV SUD PSB PTE LTD,,TUV SUD PSB PTE LTD,c/o Accounts Payable,No.15 International Business Park,T?£V S?£D @ IBP,,69189,02/08/2022,2100068765,,A,TC002,1,Slider 55 (TRL) Rubber Slider,$95.0000,0%,$95.00,9007,,Sale; TUV SUD PSB PTE LTD,,,,,EXP,$.00,$.00,GST,$.00,I,,,3,1,31,0,0,$350.00,BANK TRANSFER,,,,,,,,,,Location1,*None,4799
TUV SUD PSB PTE LTD,,TUV SUD PSB PTE LTD,c/o Accounts Payable,No.15 International Business Park,T?£V S?£D @ IBP,,69189,02/08/2022,2100068765,,A,TC003,1,Tortus Slider (Pack of 6),$100.0000,0%,$100.00,9007,,Sale; TUV SUD PSB PTE LTD,,,,,EXP,$.00,$.00,GST,$.00,I,,,3,1,31,0,0,$350.00,BANK TRANSFER,,,,,,,,,,Location1,*None,4799
TUV SUD PSB PTE LTD,,TUV SUD PSB PTE LTD,c/o Accounts Payable,No.15 International Business Park,T?£V S?£D @ IBP,,69189,02/08/2022,2100068765,,A,SF003,1,Shipping Fee S2,$60.0000,0%,$60.00,9007,,Sale; TUV SUD PSB PTE LTD,,,,,EXP,$.00,$.00,GST,$.00,I,,,3,1,31,0,0,$350.00,BANK TRANSFER,,,,,,,,,,,*None,4799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision Slip Testing Pty Ltd,,Precision Slip Testing Pty Ltd,33 Macintosh Street,Mascot  NSW  2020,,,69250,07/08/2022,Stripe-1917,,A,IT001,1,Int Train- Pendulum (AS 4663),"$1,995.0000",0%,"$1,995.00",,,Sale; Precision Slip Testing Pty Ltd,,,,,GST,$199.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$3,289.00",Stripe,,,,,,,,,,,*None,5907
Precision Slip Testing Pty Ltd,,Precision Slip Testing Pty Ltd,33 Macintosh Street,Mascot  NSW  2020,,,69250,07/08/2022,Stripe-1917,,A,IT011,1,Int Train- Tortus (AS4663),$995.0000,0%,$995.00,,,Sale; Precision Slip Testing Pty Ltd,,,,,GST,$99.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$3,289.00",Stripe,,,,,,,,,,,*None,5907
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zerofal Ltd,,Zerofal Ltd,111 Parramatta Road,Concord  NSW  2137,Australia,,69251,10/08/2022,Stripe-1918,,A,TC003,1,Tortus Slider (Pack of 6),$100.0000,0%,$100.00,,,Sale; Zerofal Ltd,,,,,GST,$10.00,$125.00,GST,$12.50,I,,,3,1,31,0,0,$247.50,Stripe,,,,,,,,,,Location1,Brendan Sheedy,4165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commercial Flooring Specialists Ltd ,,Commercial Flooring Specialist Ltd,"210 Buchanan's Road, Yalhurst",Christchurch  7676,New Zealand,,69337,19/08/2022,,,A,IT002,1,Int Train-Pendulum(AS/NZ 4663),"$1,995.0000",0%,"$1,995.00",,,Sale; Commercial Flooring Specialist Ltd,,,,,N-T,$.00,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,995.00",Stripe,,,,,,,,,,,*None,5919
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soundhealth Pty Ltd,,Soundhealth Pty Ltd,PO Box 282,Blaxland  NSW  2774,Australia,,69338,19/08/2022,,,A,M023,2,Munro Pendulum Felt Friction R,$11.0000,0%,$22.00,9005,,Sale; Soundhealth Pty Ltd,,,,,GST,$2.20,$.00,GST,$.00,I,,,3,1,31,0,0,$80.30,,,,,,,,,,,Location1,*None,5539
Soundhealth Pty Ltd,,Soundhealth Pty Ltd,PO Box 282,Blaxland  NSW  2774,Australia,,69338,19/08/2022,,,A,M034,1,Munro Pendulum Release Spring,$26.0000,0%,$26.00,9005,,Sale; Soundhealth Pty Ltd,,,,,GST,$2.60,$.00,GST,$.00,I,,,3,1,31,0,0,$80.30,,,,,,,,,,,Location1,*None,5539
Soundhealth Pty Ltd,,Soundhealth Pty Ltd,PO Box 282,Blaxland  NSW  2774,Australia,,69338,19/08/2022,,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,9005,,Sale; Soundhealth Pty Ltd,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$80.30,,,,,,,,,,,,*None,5539
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slipstop Australia Pty Ltd,,Slipstop Australia Pty Ltd,5/5 Clerke Place,Kurnell  NSW  2231,Australia,,69362,23/08/2022,Inv 59 Stripe,,A,WL010,6,Levelling Feet Assembly,$35.0000,0%,$210.00,,,Sale; Slipstop Australia Pty Ltd,,,,,GST,$21.00,$.00,GST,$.00,I,,,3,1,31,0,0,$599.50,Stripe,,,,,,,,,,Location1,NSW Slip,5310
Slipstop Australia Pty Ltd,,Slipstop Australia Pty Ltd,5/5 Clerke Place,Kurnell  NSW  2231,Australia,,69362,23/08/2022,Inv 59 Stripe,,A,TC001,3,Slider 96 (4S) Rubber Sliders,$95.0000,0%,$285.00,,,Sale; Slipstop Australia Pty Ltd,,,,,GST,$28.50,$.00,GST,$.00,I,,,3,1,31,0,0,$599.50,Stripe,,,,,,,,,,Location1,NSW Slip,5310
Slipstop Australia Pty Ltd,,Slipstop Australia Pty Ltd,5/5 Clerke Place,Kurnell  NSW  2231,Australia,,69362,23/08/2022,Inv 59 Stripe,,A,TC006,1,Verif- 3M Pink Lap Film (P 10 ,$50.0000,0%,$50.00,,,Sale; Slipstop Australia Pty Ltd,,,,,GST,$5.00,$.00,GST,$.00,I,,,3,1,31,0,0,$599.50,Stripe,,,,,,,,,,Location1,NSW Slip,5310
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STMW Slip Testing Services,,STMW,"Unit 7, 88 Pearl Street",Kingscliff  NSW  2487,Australia,,69377,25/08/2022,,,A,TC001,2,Slider 96 (4S) Rubber Sliders,$95.0000,0%,$190.00,,,Sale; STMW,,,,,GST,$19.00,$.00,GST,$.00,I,,,3,1,31,0,0,$236.50,,,,,,,,,,,Location1,Crispin Arnison,3719
STMW Slip Testing Services,,STMW,"Unit 7, 88 Pearl Street",Kingscliff  NSW  2487,Australia,,69377,25/08/2022,,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; STMW,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$236.50,,,,,,,,,,,,Crispin Arnison,3719
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBS Building Group,,CBS Building Group Pty Ltd,619 Ingham Road,Mount Saint John  QLD  4818,,,69392,26/08/2022,Inv 60 Stripe,,A,TC002,1,Slider 55 (TRL) Rubber Slider,$95.0000,0%,$95.00,,,Sale; CBS Building Group Pty Ltd - (Cairns Branch),,,,,GST,$9.50,$.00,GST,$.00,I,,,3,1,31,0,0,$291.50,BANK TRANSFER,,,,,,,,,,Location1,CBS BUILDING,5799
CBS Building Group,,CBS Building Group Pty Ltd,619 Ingham Road,Mount Saint John  QLD  4818,,,69392,26/08/2022,Inv 60 Stripe,,A,TC004,1,Slider Backing Plate,$45.0000,0%,$45.00,,,Sale; CBS Building Group Pty Ltd - (Cairns Branch),,,,,GST,$4.50,$.00,GST,$.00,I,,,3,1,31,0,0,$291.50,BANK TRANSFER,,,,,,,,,,Location1,CBS BUILDING,5799
CBS Building Group,,CBS Building Group Pty Ltd,619 Ingham Road,Mount Saint John  QLD  4818,,,69392,26/08/2022,Inv 60 Stripe,,A,SF006,1,Shipping Fee S5,$125.0000,0%,$125.00,,,Sale; CBS Building Group Pty Ltd - (Cairns Branch),,,,,GST,$12.50,$.00,GST,$.00,I,,,3,1,31,0,0,$291.50,BANK TRANSFER,,,,,,,,,,,CBS BUILDING,5799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slip Test Specialists,,Slip Test Specialists,03/3 Kaleski Street,Moorebank  NSW  2170,,,69426,31/08/2022,Inv 61 Stripe,,A,TC003,1,Tortus Slider (Pack of 6),$100.0000,0%,$100.00,,,Sale; Slip Test Specialists,,,,,GST,$10.00,$.00,GST,$.00,I,,,3,1,31,0,0,$137.50,Stripe,,,,,,,,,,Location1,*None,5594
Slip Test Specialists,,Slip Test Specialists,03/3 Kaleski Street,Moorebank  NSW  2170,,,69426,31/08/2022,Inv 61 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Slip Test Specialists,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$137.50,Stripe,,,,,,,,,,,*None,5594
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Slip Testing Pty Ltd,,Australian Slip Testing,90 Frasers Road,Ashgrove  QLD  4060,,,69430,01/09/2022,,,A,WSX001,1,Wessex Tortus,"$11,950.0000",0%,"$11,950.00",9005,,Sale; Australian Slip Testing- BEN DECIDED NOT TO BUY THE TORTUS,,,,,GST,"$1,195.00",$.00,GST,$.00,I,,,3,1,31,0,0,$.00,,,,,,,,,,,Location1,*None,5758
Australian Slip Testing Pty Ltd,,Australian Slip Testing,90 Frasers Road,Ashgrove  QLD  4060,,,69430,01/09/2022,,,A,WSX001,-1,Wessex Tortus,"$11,950.0000",0%,"-$11,950.00",,,Sale; Australian Slip Testing- BEN DECIDED NOT TO BUY THE TORTUS,,,,,GST,"-$1,195.00",$.00,GST,$.00,I,,,3,1,31,0,0,$.00,,,,,,,,,,,Location1,*None,5758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commercial Flooring Specialists Ltd ,,Commercial Flooring Specialists Ltd,"510 Buchanan's Road, Yalhurst",Christchurch  7676,New Zealand,,69437,02/09/2022,40351994E,,A,WL001,1,WammaLab Pendulum. Serial #WM042,"$10,550.0000",0%,"$10,550.00",9006,,Sale; Commercial Flooring Specialist Ltd,,,,,EXP,$.00,$.00,GST,$.00,I,,,3,1,31,0,0,"$10,550.00",,,,,,,,,,,Location1,*None,5919
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Clegg,,Adrian Clegg,94-98 Parraweena Road,Taren Point  NSW  2229,,X,69493,13/09/2022,,,A,B007,1,Pendulum Conditoning Board,$95.0000,0%,$95.00,9005,,Sale; Adrian Clegg,,,,,GST,$9.50,$.00,GST,$.00,I,,,3,1,31,0,0,$132.00,,,,,,,,,,,Location1,*None,5319
Adrian Clegg,,Adrian Clegg,94-98 Parraweena Road,Taren Point  NSW  2229,,X,69493,13/09/2022,,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,9005,,Sale; Adrian Clegg,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$132.00,,,,,,,,,,,,*None,5319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
