ContactName,AccountNumber,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,PhoneNumber,MobileNumber,FaxNumber,EmailAddress,Website,SAAttentionTo,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,Discount,TaxNumber,BankAccountNumber,BankAccountName,SalesAccount,DueDateSalesDay,DueDateSalesTerm
Charter Hall Office Trust,,233 Adelaide Terrace,,,,Perth,WA,6000,,08 9225 2570,0437 391 974,,stephen.williamson@au.knightfranks.com,,,,,,,,,,,0,,,,,7.0,2.0
Charter Hall Office Trust *,,C/- 65 Berry Street,,,,North Sydney,NSW,2060,,0411 276 525,,,abdul.adra@knightfrank.com,,,,,,,,,,,0,,,,,7.0,2.0
Charter Hall Retail REIT,,PO Box 393,,,,MURWILLUMBAH,NSW,2484,,02 6672 2449,0410 592 843,,melissa.kelly@charterhall.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Chatswood Central,,Landel Pty Ltd,ABN 010 889 193,PO Box,,Garbutt,Qld,4814,,0409 056 715,,,debbiec@lancinigroup.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Chesterton International,,GPO Box 2533,,,,Brisbane,Qld,4001,,07 3222 3000,0499 330 104,,abould@chesterton.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Corval Partners Ltd ATF Corval Workzone Trust,,C/- Knight Frank Australia Pty Ltd,GPO Box X2253,,,Perth,WA,6847,,,,,PDF;COPY,ta.apinvoices@au.knightfrank.com,,,,,,,,,,0,,,,,7.0,2.0
Chris Reeve and Co,,PO Box 42,,,,Tewantin,Qld,4565,,07 54471491,,07 54471443,,,,,,,,,,,,0,,,,,7.0,2.0
Chris Trevor and Associates,,PO Box 1329,,,,Gladstone,Qld,4680,,07 4972 8766,,07 4972 8133,,,,,,,,,,,,0,,,,,7.0,2.0
Christine Corner,,Business Credits Pty Ldt,C/- Savills,PO Box 775,,Nambour,Qld,4560,,07 5476 3568,,07 5441 6559,,,,,,,,,,,,0,,,,,7.0,2.0
Chubb Insurance Company Of Australia,,C/- YDR Chartered Loss Adjusters,134 Goodwood Road,,,Goodwood,SA,5034,,08 8201 8418,0419 977 615,,mcollins@ydr.net.au,,,,,,,,,,,0,,,,,7.0,2.0
Citi Central,,C/- CB Richard Ellis (C( P/L,PO BOX 1101,,,Cairns,Qld,4870,,07 4051 8922,,,,,,,,,,,,,,0,,,,,7.0,2.0
Citigate Melbourne,,270 Flinders St,,,,Melbourne,Vic,3000,,03 9654 6888,,,h8801-gl11@accor.com,,,,,,,,,,,0,,,,,7.0,2.0
Citigate Perth,,HHR Perth Pty Ltd,T/A Four Points By Sheraton,707 Wellington Street,,Perth,WA,6000,,08 9327 7000,0419 957 057,08 9327 7017,,,,,,,,,,,,0,,,,,7.0,2.0
Citigroup Centre,,Level 18,2 Park Street,,,Sydney,NSW,2000,,02 9286 3567,,,2PSinvoices.PAMNSW@ap.jll.com,,,,,,,,,,,0,,,,,7.0,2.0
City Arcade,,Landel Pty Ltd,ABN 010 889 193,PO Box 7315,,Garbutt,Qld,4814,,0409 056 715,,,propertyaccounts@lancinigroup.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Cirka Group Pty Ltd,Cirka,ABN 67 128 786 470,Level 2,141 Osborne Street,,South Yarra,VIC,3141,,03 9448 2214,03 9448 2200 general,03 9614 0311,PDF;COPY;ONLY,ap.invoices@cirka.com.au,,,,,,,,,,0,,,,,7.0,2.0
City Cross Manager Pty Ltd,,C/- Savills SA,PO Box 3677 Rundle Mall,,,ADELAIDE,SA,5000,,08 8211 8366,,,sdebarro@savills.com.au,,,,,,,,,,,0,,,,,7.0,2.0
City Green,,31 Enterprise Crecent,,,,Singleton,NSW,2330,,02 6578 8250,,,gary.burgess@citygreen.com,,,,,,,,,,,0,,,,,7.0,2.0
City Group Pty Ltd,,PO Box 36,,,,Mitchell,ACT,2911,Australia,02) 6241 - 3344 Fiona,,(02) 6241 - 2468,accounts@citygroup.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Landel Pty Ltd ATF Lancini Family Discretionary,Lancini,Trust,ABN: 54159638426,22 Wyandra Street,,Newstead,QLD,4006,,,,,lancini@comac.com.au,,,,,,,,,,,0,,,,,7.0,2.0
City Link,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,7.0,2.0
City of Brisbane Investment Corporation Pty Ltd,,C/o- Knight Frank Australia Pty Ltd,GPO Box 146,,,Brisbane,QLD,4001,Australia,07 3235 2540,,,,,,,,,,,,,,0,,,,,7.0,2.0
City of Greater Geraldton,,ABN 55 907 677 173,PO Box 101,,,Geraldton,WA,6531,,08 9956 6941general,08 9956 6906 David,,accounts@cgg.wa.gov.au,PO Needed,,,,,,,,,,0,,,,,7.0,2.0
City of Kalgoorlie-Boulder,,PO Box 2042,,,,Boulder,WA,6432,Australia,08 9093 3436,0418 948 475 Darryl,08 9021 6113,creditors@ckb.wa.gov.au,Darryl.Tonkin@ckb.wa.gov.au,,,,,,,,,,0,,,,,7.0,2.0
City of Perth,,GPO Box C120,,,,Perth,WA,6839,,08 94613166,,,accounts.payable@cityofperth.wa.gov.au,PO Required from 01/09/16 Onwards,,,,,,,,,,0,,,,,7.0,2.0
City Recital Hall Limited,616,GPO Box 3339,,,,Sydney,NSW,2001,,02 9231 9000,0434 977 972,02 9233 6652,PDF;INVOICE;ONLY,invoice@cityrecitalhall.com,,,,,,,,,,0,,,,,7.0,2.0
Cityview Cleaning Services,,PO Box 5153,,,,West Chatswood,NSW,1515,Australia,1300 761 443,0414 536 975,1300 369 441,,,,,,,,,,,,0,,,,,7.0,2.0
Cityview Group,,PO Box 5133,,,,Chatswood,NSW,1515,,1300 761 443,,,vivieene@cityviewgroup.net.au,,,,,,,,,,,0,,,,,7.0,2.0
Cityview Group,,PO Box 8178,,,,BAULKHAM HILLS,NSW,2153,,1300 761 443,0414 536 975,,vivieene@cityviewgroup.net.au,,,,,,,,,,,0,,,,,7.0,2.0
Clarence Property Works Pty Ltd,,PO Box 1478,,,,Ballina,NSW,2478,,02 6686 4122,,,,,,,,,,,,,,0,,,,,7.0,2.0
Clarence Valley Kitchens & Shopfitting,,PO Box 215,,,,South Grafton,NSW,2460,Australia,(02) 6643 3581,,(02) 6643 3591,,,,,,,,,,,,0,,,,,7.0,2.0
Clayfield Dental Care CTS 27063,,759 Sandgate Road,,,,Clayfield,Qld,4001,,3366 0600,,,reception@adbodycorp.com,,,,,,,,,,,0,,,,,7.0,2.0
Clayfield Villagio CTS 34384,,PO Box 1111,,,,Coorparoo,Qld,4151,,07 33242500,,,,,Gillian Reilly,,,,,,,,,0,,,,,7.0,2.0
Clean and Coat Pty Ltd,,PO Box 2198,,,,Graceville,QLD,4075,,07 3379 9944,0413 888 450,,chris@cleanandcoat.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Clean Domain (QLD),,Level 2 Building 2,Gateway Office Park,747 Lytton Road,,MURRARIE,QLD,4172,,3908 6442 Jewel,0412 341 800,,SEQ.cleaningadmin@spotless.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Clean Management Solutions Pty Ltd,,PO Box 51,,,,WATERFORD,QLD,4133,,3200 8481,0414 546 255,,lachlan@cmsqld.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Clean Space Australia Pty Ltd,,Unit 1 439 Lutwyche,,,,Brisbane,QLD,4030,Australia,07 3625 9700,0411 817 551,07 3852 5731,accounts@cleanspacegroup.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Clean Space Group,,Unit 1,439 Lutwyche Road,,,LUTWYCHE,QLD,4030,,,1300 654 226,,accounts@cleanspacegroup.com.au,,,,,,,,,,,0,,,,,7.0,2.0
CleanNet Australia,,PO Box 392,,,,Mount Eliza,VIC,3930,,1300 845 236,0417 989 222,,nick@cleannetaustralia.com.au,,,,,,,,,,,0,,,,,7.0,2.0
CleanNet Australia,,441 South Road,,,,Moorabbin,VIC,3189,,1300 845 236,0417 989 222,03 9544 3233,anthony@cleannetaustralia.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Cleveland Aquatic Centre,,Facilities Management,222 Russell Street,,,Cleveland,Qld,4163,,0418 795 363,07 3286 2723,,ndransfield@belgravialeisure.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Club Banora,,Facilities Management,PO Box 369,,,Tweed Heads,NSW,2484,,,,,,,,,,,,,,,,0,,,,,7.0,2.0
Club Tropical Resort CTS 18306,,C/- Archers BCM (Cairns) Pty Ltd,PO Box 2676,,,CAIRNS,QLD,4870,,07 4031 6633,,07 4031 0335,Morgan.DeBoom@abcm.com.au,,,,,,,,,,,0,,,,Apr-00,7.0,2.0
CMH,,70 Flanders Street,,,,Salisbury,Qld,4107,,07 3277 0995,0421 997 157,,david@cmh.net.au,,,,,,,,,,,0,,,,,7.0,2.0
CNE Constructions,,PO Box 184,,,,Mudgeeraba,QLD,4213,,07 5522 0512,,07 5522 7919,joe@cneconstructions.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Co Ordinated Projects Pty Ltd,,PO Box 185,,,,Paradise Point,Qld,4216,,0418 756 686,07 5537 5104,,energy.contracts@bigpond.com,,,,,,,,,,,0,,,,,7.0,2.0
Coastal Polished Concrete Pty Ltd,,42 Banksia Avenue,,,,Coolum,QLD,4573,,0428 465 261 Chris,07 5473 9995,,coastalpolishedconcrete@hotmail.com,,,,,,,,,,,0,,,,,7.0,2.0
Coolum Village,,C/O City Facilities Management,Accounts Payable & Receiveable Dpt,"Level 1, 350 Wellington Road",,Mulgrave,VIC,3170,,08 9483 8515,0467 465 030,07 3347 8393,kashif.safdarali@ap.jll.com,,,,,,,,,,,0,,,,,7.0,2.0
Colliers International (Calamvale),,662 Compton Road,,,,Calamvale,QLD,4116,,07 3711 2705,,07 3711 3964,,,,,,,,,,,,0,,,,,7.0,2.0
Collins Restaurants Management Pty Ltd,,ABN:24 093 913 979,PO Box 286,,,Lutwytche,QLD,4030,Australia,07 3352 0800,07 3352 0812 Acc,,vendors@collinsfoods.com,PO REQUIRED,,,,,,,,,,0,,,,,7.0,2.0
Colonial First State,,C/o- Jones Lang LaSalle,PO Box 956 QVB Post Office,,,Sydney,NSW,1230,Australia,0403 766 963,,02 6230 4732,reba.kirby@ap.jll.com,,,,,,,,,,,0,,,,,7.0,2.0
Colonial First State,,C/o Jones Lang LaSalle,PO Box R1606,,,Royal Exchange,NSW,1225,,0434 076 054,,,kevin.maddren@jll.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Colonial First State,,C/- Jones Lang Lasalle,GPO Box 1407,,,Brisbane,Qld,4001,,,,,,,,,,,,,,,,0,,,,,7.0,2.0
Colonial First State,,C/- Jones Lang LaSalle,GPO Box 721,,,Canberra,ACT,2601,,02 6274 9888,,,Kim.Hogan@ap.jll.com,,,,,,,,,,,0,,,,,7.0,2.0
Vicinity Real Estate License Pty Ltd,735-10,C/O JLL,PO Box 721,,,Canberra City,ACT,2601,,02 6274 9834,0434 267 980,,Bill.Mertzanakis@ap.jll.com,,,,,,,,,,,0,,,,,7.0,2.0
Colonial First State Gloabl Asset Management,,C/- Mt Pleasant Shopping Centre,Cnr Bucasia Road and Phillip Street,,,NORTH MACKAY,QLD,4740,,4969 2400,,,brett_doyle@cfsgam.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Colonial First State Property Management Pty Ltd,,T/A Lake Haven Shopping Centre,PO Box 4219,,,Lake Haven,NSW,2263,Australia,02 4392 7800 Sue,,02 4393 1201,Lakehaven_Accounts@cfsgam.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Colonial First State Property Management Pty Ltd,,C/- Beenleigh Marketplace,114-118 George Street,,,BEENLEIGH,QLD,4207,,3807 6949,0403 367 860,,Helen_Nutley@cfsgam.com.au,,,,,,,,,,,0,,,,Apr-00,7.0,2.0
Combined Services Manager,,Level 27,111 Eagle Street,,,Brisbane,Qld,4000,,07 3222 8107,0408 479 354,07 3222 8144,oneoneone.services@ap.jll.com,,,,,,,,,,,0,,,,,7.0,2.0
Commercial S.A. Property Group,,GPO Box 2138,,,,Adelaide,SA,5001,Australia,08 8231 8299,,08 8231 9377,,,,,,,,,,,,0,,,,,7.0,2.0
CommInsure,,C/- McInnes Wilson Lawyers,GPO Box 1089,,,Brisbane,Qld,4001,,07 3231 0615,07 3231 0600,,ptully@mcw.com.au,,,,,,,,,,,0,,,,,7.0,2.0
EMG Facility Services Pty Ltd,1362,T/A Austral Facility Services,ABN: 66 623 184 529,25/23 Ashtan Place,,Banyo,QLD,4014,,07 3656 1500,1300 888 237,07 3219 7018,accounts@australfs.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Complete Tiles & Stone,,35 Pikering St,,,,Alderley,QLD,4051,,07 3355 0763,0427 887 853,,,,,,,,,,,,,0,,,,,7.0,2.0
Concrete Coatings & Concepts Pty Ltd,,PO Box 899,,,,Paddington,Qld,4064,,0422 377 608,,,info@concretecoatings.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Concrete Colour Systems,,PO Box 4127,,,,Loganholme DC,QLD,4129,,07 3287 6444,0401 692 405,07 3287 6445,julie@ccscolour.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Concrete Colour Systems,,683 Beenleigh-Redland Bay Road,,,,CARBROOK,QLD,4130,,0401 145 420,,,,,,,,,,,,,,0,,,,,7.0,2.0
Confutec Pty Ltd,,141 Elanora Way,,,,Karalee,Qld,4306,,07 32948789,0416 047116,,,,,,,,,,,,,0,,,,,7.0,2.0
Conrad International Hotel,,ACCOUNTS DEPT,G.P.O. BOX 2488,,,BRISBANE,QLD,4001,,33068888,,,,,,,,,,,,,,0,,,,,7.0,2.0
Conrad Treasury Brisbane,,ACCOUNTS DEPT,G.P.O. BOX  2488,,,BRISBANE,QLD,4001,,33068888,,,,,,,,,,,,,,0,,,,,7.0,2.0
Consolidated Lawyers,,Suite 201  Level 2,91 Phillips Street,,,Parramatta,NSW,2150,Australia,02 9762 0400,,02 9762 0401,,,,,,,,,,,,0,,,,,7.0,2.0
BIC Consolidated,,"Level 3, Suite 3.2",1B Homebush Bay Drive,,,Rhodes,NSW,2138,,1800 683 863,,,PDF;COPY,accountspayable@consolidated.com.au,,,,,,,,,,0,,,,Apr-00,7.0,2.0
Cook Australia Pty Ltd,,12 Electronics St,,,,Eight Mile Plains,Qqld,4113,,07 33401854,,07 38411288,,,,,,,,,,,,0,,,,,7.0,2.0
Coolum Park Shopping Centre,,C/- Savills SA,Centre Management Office,Lillybrook Shopping Centre,Cnr Brickworks&Old Gympie Rd,Kallangur,Qld,4503,,07 34913650,,,,,,,,,,,,,,0,,,,,7.0,2.0
F A Pidgeon & Son Pty Ltd,,ABN 92 009 710 810,C/-GPO Box 695,,,Brisbane,QLD,4001,,07 3034 0506,0448 334 644Kylie,,apinvoices@cpltd.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Cornetts Supermarkets,,PO Box 394,,,,Northlakes,QLD,4509,,3293 6600,,34084563,accounts@cornetts.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Corporate Centre Joint Venture Pty Ltd,,C/- CBRE (C) Pty Ltd,QLD Rents Trust,Locked Bag 2003,,ARCHERFIELD,QLD,4108,,5581 2000,0439 039 022,,,,,,,,,,,,,0,,,,,7.0,2.0
Corporate Cleaning Services,,PO Box 5323,,,,Townsville City,Qld,4810,,0434 394 894,,,sarah-jane.cole@corpclean.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Cotewell,,ABN: 60 513 680 197,5 Charlie Triggs Crescent,,,Thabeban,QLD,4670,,1300 590 505,0437 906 153 Jacob,,accounts@cotewell.com.au,jacobh@cotewell.com.au,PO REQUIRED,,,,,,,,,0,,,,,7.0,2.0
Cotrell Pty Limited,,C/- Jones Lang LaSalle,PO Box 721,,,Canberra,ACT,2601,,1300 553 363,,,trustpayable@ap.jll.com,,,,,,,,,,,0,,,,,7.0,2.0
Covercom Pty Ltd,,PO Box 250,,,,Lake Grace,WA,6353,,,,,,,,,,,,,,,,0,,,,,7.0,2.0
NHK Group Pty Ltd ATF NHK Unit Trust,764-02,C/- Knight Frank Australia Pty Ltd,PO Box 248,Civic Square,,Canberra,ACT,2608,,0423 688 511,02 6221 7883,,Canberra.Accounts@au.knightfrank.com,,,,,,,,,,,0,,,,,7.0,2.0
CPSC Owner Pty Ltd,,C/- CBRE (C) Pty Ltd,QLD Rents Trust,Locked Bag 2003,,Archerfield,Qld,4108,,07 5457 5757,,,reasap.pacific@cbre.com,,,,,,,,,,,0,,,,,7.0,2.0
Cracker's Corporation Pty Ltd,,Receivers & Managers Appointed,C/- KF Townsville Pty Ltd,"Central, Ground Level",520 Flinders Street,Townsville,QLD,4810,,07 4750 3000,07 4750 3010,07 4721 2471,Deborah.McDermott@au.knightfrank.com,,,,,,,,,,,0,,,,,7.0,2.0
Cranston McEachern Lawyers,,GPO Box 3262,,,,BRISBANE,QLD,4001,,3248 0888,,3221 0095,zoe@cranmac.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Create Stone,,335 Darebia Road,,,,Thornburg,VIC,3072,,03 9497 5482,0418 816 290,,david@quarella.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Creevey Russell Lawyers,,PO Box 10091,Adelaide Street,,,Brisbane,QLD,4000,Australia,07 3009 6555,,07 3009 6599,,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell  Riverpark Trust,,GPO Box 1093,,,,Brisbane,Qld,4001,,0449 901 135,,,,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell (NSW),,C/o- Facilities Manager,475 Victoria Avenue,,,Chatswood,NSW,2067,Australia,02 9411 6129,,,,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Accumulation Fund,,GPO Box 1093,,,,Brisbane,Qld,4001,,,,,,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Bundall Corporate Centre,,Trust GPO Box 1093,,,,Brisbane,QLD,4001,Australia,1800 005 657,,03 9328 2088,,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Diversified Property Trust,,GPO Box 1093,,,,Brisbane,QLD,4001,,07 3225 7777,,07 3225 7788,accounts@cromwell.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Bundall Corporate Centre Trust,,GPO Box 1093,,,,Brisbane,QLD,4001,,03 9670 1403,,,accounts@cromwell.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Diversified Property Trust,,GPO Box 1093,,,,BRISBANE,QLD,4001,,0401 284 620,,,paul.duldig@cromwell.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Icon Ipswich,,Cromwell Ipswich City Heart Trust,GPO Box 1093,,,Brisbane,QLD,4001,Australia,1800 005 657,,07 9328 2088,accounts@cromwell.com.au,Close job on portal,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Mary Street Planned Investment,,GPO Box 1093,,,,Brisbane,QLD,4001,Australia,07 3225 7777,,07 3225 7788,accounts@cromwell.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Property Fund HP,,C/- Mackenzie Hall,Homebase Prospect,On Site Box 30,19 Stoddart Road,Prospect,NSW,2149,,,,,,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Property Fund HP,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Property Fund HP,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Property Funds,,Level 18,200 Mary Street,,,BRISBANE,QLD,4001,,,,,catherine.holden@cromwell.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Property Fund,,View Point,GPO Box 1093,,,Brisbane,QLD,4001,,,,,accounts@cromwell.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Property Trust 12,,GPO Box 1093,,,,Brisbane,Qld,4001,,03 8687 7250,0488 380 111,,helpdesk@aesc.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Queanbeyan Trust,,C/- Five D Holdings P/L,GPO Box 5471,,,SYDNEY,NSW,2001,,02 6230 4674,0406 382 432,,vince.malouf@cromwell.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Cromwell Riverpark Trust,,GPO Box 1093,,,,BRISBANE,QLD,4001,,3252 7711,0449 901 135,,david.wright@cromwell.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Crowne Plaza Surfers Paradise,,2807 Gold Coast Highway,,,,SURFERS PARADISE,QLD,4211,,5592 9903,,,behar.sokoli@ihg.com,,,,,,,,,,,0,,,,,7.0,2.0
Crystal Bay Resort,,PO Box 8319,,,,GCMC,QLD,9726,,07 5561 2200,,,PDF;COPY;ONLY,gcap@sskb.com.au,,,,,,,,,,0,,,,,7.0,2.0
CSTM Strata Group,,PO Box 1547,,,,Noosa Heads,Qld,4567,,07 5473 3400,,,renee@soundbcm.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Darwin International Airport,,PO Box 40996,,,,Casuarina,NT,811,,08 8920 1980,0403 331 700,08 8920 1800,martin.croft@ntairports.com.au,,,,,,,,,,,0,,,,,7.0,2.0
"ARIO FUND NO 1, C/-SAVILLS",,DECEPTION BAY SHOPPING CENTRE,PO Box 324,,,Deception Bay,Qld,4508,,07 3204 7144,,,rpoppeliers@savills.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Dee Why Market,,C/o Jones Lang LaSalle,326-336 Great Western Highway,,,Wentworthville,NSW,2145,,02 9896 4387,,,joy.anastassiou@ap.jll.com,,,,,,,,,,,0,,,,,7.0,2.0
Dekaridge Pty Ltd,,GPO Box 1749,,,,Brisbane,QLD,4001,,07 3229 9121,,,services@dekaridge.com,,,,,,,,,,,0,,,,,7.0,2.0
Department Of Housing WA,,Ground Floor,99 Plain Street,,,Perth,WA,6004,,08 9440 2530,0417 985 712,,graham.bretherton@housing.wa.gov.au,,,,,,,,,,,0,,,,,7.0,2.0
Dexus Projects Pty Limited,,C/- DEXUS Projects Pty Ltd,NSW Rents Trust,Locked Bag 2003,,Archerfield,Qld,4108,,0419 344 825,,,reasap.pacific@cbre.com,,,,,,,,,,,0,,,,,7.0,2.0
Dexus Office Trust,,C/- The RE of Dexus Office Trust,NSW Rents Trust,Locked Bag 2003,,Archerfield,Qld,4108,,02 9955 9790,,,reasap.pacific@cbre.com,,,,,,,,,,,0,,,,,7.0,2.0
Dexus Property Services P/L (DXPS),1240-9,ABN: 66 080 918 252,Quay Quarter Tower,"Level 30, 50 Bridge Street",,SYDNEY,NSW,2000,,07 4799 9100,0459 102 831,,Upload;to;Portal,,,,,,,,,,,0,,,,,7.0,2.0
Sunland Plaza,Sunland,Hervey Range Road,PO Box 96,,,THURINGOWA CENTRAL,QLD,4817,,07 4799 9100,0459 102 831,,invoices@dexus.com,,,,,,,,,,,0,,,,,7.0,2.0
DEXUS Wholesale Property Fund,,C/- Centre Management Office,Cannon Park City Centre,PO Box 96,,Thuringowa Central,Qld,4817,,,,,katrina.jeffery@dexus.com,,,,,,,,,,,0,,,,,7.0,2.0
Dimeo Management Services Pty Ltd,,ABN: 75 630 193 430,Unit 4,888 Bourke Street,,Waterloo,NSW,2017,,02 9698 8400,0432 346 991,,payables@dimeo.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Dimeo Management Services Pty Ltd,909,ABN 75 630 193 430,PO Box 7171,South Sydney Business Hub,,Alexandria,NSW,2015,,0422 009 311,02 9698 8400,,payables@dimeo.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Direct Factory Outlets Brisbane Pty Ltd,,1 Airport Drive,,,,Brisbane Airport,QLD,4007,,03 9099 1352 Simone,,07 3305 9251,arodgers@dfobrisbane.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Chin Yin Pty Ltd,DFO Jindalee,C/-Trident Property Advisory Pty Ltd,GPO Box 2533,,,Brisbane,QLD,4001,,07 3167 3555,07 3222 3035 Amanda,,pmaccounts@tridentproperty.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Diverse Worx,,PO Box 3050,,,,South Brisbane,QLD,4101,Australia,0400 127 360 Terry,,,terry@diverseworx.com.au,,,,,,,,,,,0,,,,,7.0,2.0
DJ White Investments P/L,,C/- Colliers International (ESSC),PO R61,,,Royal Exchange,NSW,1225,,,,,remapinvoices@colliers.com,,,,,,,,,,,0,,,,,7.0,2.0
Ardent Leisure Limited,409,ABN 22 104 529 106,"T/as Dreamworld, WhiteWater World and Skypoint",Dreamworld Parkway,,Coomera,QLD,4209,,07 5588 1111,,5588 1109,accountspayable@dreamworld.com.au,,,,,,,,,,,0,,,,,7.0,2.0
DuluxGroup,,15 Lyrian Street,,,,Manly West,QLD,4179,Australia,03 9263 5801  (accoun,0417 494 138Andrew,,andrew.grech@dulux.com.au,PO Required or Credit Card,,,,,,,,,,0,,,,,7.0,2.0
Dunnaway P/L ATF Rachel Irons Family Trust,,C/- CBRE (C) Pty Ltd,QLD Rents Trust,Locked Bag 2003,,Archerfield,QLD,4108,,07 40518922,,07 40521589,reasap.pacific@cbre.com,,,,,,,,,,,0,,,,,7.0,2.0
Attn: Stockland Property Management Pty Ltd,,Eagle Street Pier Pty Ltd,Centre Management,GPO Box 3094,,Brisbane,QLD,4001,,02 9035 2070,Stockland Trust,,simone.petelski@stockland.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Eaglemount Retirement Resort,,12 Harveys Road,,,,Mackay,Qld,4740,,07 4942 9001,,,PDF;ONLY,D365.RLinvoices@lendlease.com,,,,,,,,,,0,,,,,7.0,2.0
EJ Australia P/L,,ABN: 48 010 591 956,2/354 South Pine Road,,,Brendale,QLD,4500,,07 3216 5000,0434 377 885 Tom,,australia.accounts@ejco.com,tom.mcmanus@ejco.com,PO Required,,,,,,,,,0,,,,,7.0,2.0
Eleventh Bourke Pty Ltd,,C/- Fitzroys,GPO Box 4399,,,Melbourne,VIC,3001,,,,,supplieraccounts@fitzroys.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Elliot Gardens,,Lendlease Retirement Living Holding Pty Ltd,18 Montpeilier Terrace,,,Port Elliot,SA,5212,,08 8554 3200,,,PDF;COPY,D365.RLinvoices@keyton.com,,,,,,,,,,0,,,,,7.0,2.0
Ergon Energy Corporation Ltd,,63 Glenmore Road,,,,Rockhampton,QLD,4701,,07 4932 7208,0428 184 548,07 49312642,peter.gordon@ergon.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Essential Industries,,PO Box 12,,,,MERTON,WI,53056,USA,+1 262 258 4046,+1 262 528 4044,,eperez@essind.com,,,,,,,,,,,0,,,,,7.0,2.0
Eureka Landscapes Pty Ltd,,PO Box 178,,,,Chermside South,QLD,4032,,07 3350 8300,0400 712 191 Shawn,07 3256 3022,heathp@eurekalandscapes.com.au,PO REQUIRED,,,,,,,,,,0,,,,,7.0,2.0
FaB Cleaning Services Australia,,416a Churchill Road,,,,Kilburn,SA,5084,,1300 726 892 Chris,0419 853 416,,cli@fabcleaning.com.au,,,,,,,,,,,0,,,,,7.0,2.0
Fabcot Pty Ltd,,C/o- Jones Lang Lasalle,GPO Box 1407,,,Brisbane,QLD,4001,,07 3231 1345,,07 32311314,pamadmin.qld@ap.jll.com,,,,,,,,,,,0,,,,,7.0,2.0
GWC Property Group Pty Ltd - 25 Montpellier,,GPO Box 514,,,,Brisbane,QLD,4001,,07 3222 3000,0459 871 916 Chris,07 3229 8408,Accounts@gwcorp.com.au,,,,,,,,,,,0,,,,Apr-00,7.0,2.0
Fairfield Central,,Landel Pty Ltd & Fairfield Land Pty Ltd,ABN 20 296 237 688,PO Box 7315,,Garbutt,Qld,4814,,0409 056 715,,,propertyaccounts@lancinigroup.com.au,,,,,,,,,,,0,,,,,7.0,2.0
