*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Exchange Rate
Queensland Motorways Management Pty Ltd,,,,,,,,,,3581.0,,27/06/2023,27/06/2023,,,Tolls road m306HE4 from 12-06-2023 to 14/06/2023 ,1,59.92,,62002.0,GST on Expenses,5.99,Job,,,,,
CM3 Contractor Management Pty Ltd,,,,,,,,,,3571.0,,28/06/2023,28/06/2023,,,Induction for Joel Barnett,1,22,,60101.0,GST on Expenses,2.2,Job,,,,,
CM3 Contractor Management Pty Ltd,,,,,,,,,,3572.0,,28/06/2023,28/06/2023,,,Induction Joel Barnett,1,22,,60101.0,GST on Expenses,2.2,Job,,,,,
School and Office Supplies,,,,,,,,,,3578.0,,28/06/2023,28/06/2023,,,Stationary insertable folder Blue A4 and insert binder,1,19.86,,61301.0,GST on Expenses,1.99,Job,,,,,
Janart Holding Pty Ltd,,,,,,,,,,3575.0,,29/06/2023,29/06/2023,,,Car service 923E5,1,209.09,,62005.0,GST on Expenses,20.91,Job,,,,,
Janart Holding Pty Ltd,,,,,,,,,,3575.0,,29/06/2023,29/06/2023,,,Credit card surcharge,1,2.21,,62005.0,BAS Excluded,0.00,Job,,,,,
School and Office Supplies,,,,,,,,,,3579.0,,29/06/2023,29/06/2023,,,Insertable folder Blue A4,1,18.09,,61301.0,GST on Expenses,1.81,Job,,,,,
National Association of Testing Authorities,,,,,,,,,,3534.0,,30/06/2023,30/06/2023,,,NATA Administration fee for Independent Slip Testing Services,1,"5,925.09",,60012.0,GST on Expenses,592.51,Job,,,,,
National Association of Testing Authorities,,,,,,,,,,3534.0,,30/06/2023,30/06/2023,,,Nata Membership period GTCC (invoice dated 01/07/2023),1,"3,362.82",,60012.0,GST on Expenses,336.28,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3564.0,,30/06/2023,30/06/2023,,,Cleaning at the GTCC,1,208,,62622.0,GST on Expenses,20.8,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3565.0,,30/06/2023,30/06/2023,,,Cleaning in Lota June 2023,1,988.91,,61107.0,GST on Expenses,98.89,Job,,,,,
Red ICT,,,,,,,,,,3580.0,,30/06/2023,30/06/2023,,,NBN Lota,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,3580.0,,30/06/2023,30/06/2023,,,NBN GTCC,1,99.09,,62614.0,GST on Expenses,9.91,Job,,,,,
Empire Accountants,,,,,,,,,,3583.0,,30/06/2023,30/06/2023,,,Monthly fixed fee agreement FY 2022-2023,1,"1,440",,60008.0,GST on Expenses,144,Job,,,,,
Empire Accountants,,,,,,,,,,3583.0,,30/06/2023,30/06/2023,,,Surcharge ,1,1.73,,60008.0,BAS Excluded,0.00,Job,,,,,
Nespresso,,,,,,,,,,3586.0,,30/06/2023,30/06/2023,,,Coffee and descaling,1,166.82,,61304.0,GST on Expenses,16.68,Job,,,,,
Byblos Bar + Restaurant,,,,,,,,,,3587.0,,30/06/2023,30/06/2023,,,Mid year lunch for all the staff members,1,"1,205",,61801.0,GST Free Expenses,0.00,Job,,,,,
Byblos Bar + Restaurant,,,,,,,,,,3587.0,,30/06/2023,30/06/2023,,,Credit card surcharge,1,15.67,,61801.0,GST Free Expenses,0.00,Job,,,,,
Motorpass,,,,,,,,,,3588.0,,30/06/2023,30/06/2023,,,Fuel all vehicles from 01 June 2023 to 30 June 2023,1,"2,711.95",,62001.0,GST on Expenses,271.19,Job,,,,,
Seek Limited,,,,,,,,,,3592.0,,30/06/2023,30/06/2023,,,Advertisement for new technician (Invoice not provided),1,850,,60018.0,GST on Expenses,85,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,3594.0,,30/06/2023,30/06/2023,,,Car detailing 306+HE4 AND 053GU9,1,327.2,,62005.0,GST on Expenses,32.72,Job,,,,,
Citygreen,,,,,,,,,,3582.0,,01/07/2023,01/07/2023,,,Indoor plants maintenance,1,70.45,,61107.0,GST on Expenses,7.05,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3584.0,,01/07/2023,01/07/2023,,,Myob monthly subscription,1,154.55,,60017.0,GST on Expenses,15.45,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3584.0,,01/07/2023,01/07/2023,,,Invoice payments transaction fee,1,348.01,,60017.0,GST on Expenses,34.81,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3585.0,,01/07/2023,01/07/2023,,,Monthly cloud back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3585.0,,01/07/2023,01/07/2023,,,Surcharge,1,1.78,,61001.0,BAS Excluded,0.00,Job,,,,,
Beakon Pty Ltd,,,,,,,,,,3662.0,,01/07/2023,01/07/2023,,,Beakon induction portal annual fee,1,215,,60012.0,GST on Expenses,21.5,Job,,,,,
Ink Station,,,,,,,,,,3595.0,,02/07/2023,02/07/2023,,,2 TONERS,1,280.76,,61301.0,GST on Expenses,28.08,Job,,,,,
Office Works,,,,,,,,,,3674.0,,02/07/2023,02/07/2023,,,Stationary Lota,1,157.92,,61301.0,GST on Expenses,15.79,Job,,,,,
Brisbane City Council- Rates,,,,,,,,,,3590.0,,03/07/2023,03/07/2023,,,Brisbane City council rates Lota ,1,"1,292.6",,61104.0,BAS Excluded,0.00,Job,,,,,
Brisbane City Council- Rates,,,,,,,,,,3614.0,,03/07/2023,03/07/2023,,,Rates GTCC,1,749.5,,62617.0,BAS Excluded,0.00,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,3589.0,,04/07/2023,04/07/2023,,,Pendulum shipping invoice 004176,1,863.64,,60027.0,BAS Excluded,0.00,Job,,,,,
Metcash Food and Grocery Convenience Store,,,,,,,,,,3591.0,,04/07/2023,04/07/2023,,,Office suppliers,1,129.06,,61304.0,GST on Expenses,12.91,Job,,,,,
The Royal Automobile Club of Queensland Limited,,,,,,,,,,3598.0,,04/07/2023,04/07/2023,,,Road side assistance 448BG4,1,105.45,,62015.0,GST on Expenses,10.55,Job,,,,,
The Royal Automobile Club of Queensland Limited,,,,,,,,,,3599.0,,04/07/2023,04/07/2023,,,Roadside insurance 867BK7,1,105.45,,62015.0,GST on Expenses,10.55,Job,,,,,
Workcover Queensland,,,,,,,,,,3596.0,,05/07/2023,05/07/2023,,,Workcover premium for year ending 30 June 2024,1,"9,429.21",,61402.0,GST on Expenses,942.92,Job,,,,,
Workcover Queensland,,,,,,,,,,3596.0,,05/07/2023,05/07/2023,,,Stamp  duty,1,518.61,,61402.0,BAS Excluded,0.00,Job,,,,,
The Qantas Club Service,,,,,,,,,,3597.0,,05/07/2023,05/07/2023,,,Qantas membership renewal Joshua Walden,1,343.64,,61508.0,GST on Expenses,34.36,Job,,,,,
The Qantas Club Service,,,,,,,,,,3600.0,,05/07/2023,05/07/2023,,,Annual renewal membership for Ned Holzberger,1,471.82,,61508.0,GST on Expenses,47.18,Job,,,,,
National Storage- Bohle,,,,,,,,,,3593.0,,06/07/2023,06/07/2023,,,6 months rental storage Townsvill,1,338.18,,61615.0,GST on Expenses,33.82,Job,,,,,
MAS Management Systems Pty Ltd,,,,,,,,,,3601.0,,07/07/2023,07/07/2023,,,Consultancy for calibration equipment,1,"2,376",,61709.0,BAS Excluded,0.00,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,3602.0,,10/07/2023,10/07/2023,,,Xero monthly subscription,1,26.36,,62623.0,GST on Expenses,2.64,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3607.0,,10/07/2023,10/07/2023,,,Sydney apartment testing equipment,1,33.35,,62620.0,GST on Expenses,3.34,Job,,,,,
SLH Mowing ,,,,,,,,,,3603.0,,11/07/2023,11/07/2023,,,Backyard maintenance,1,118.18,,61107.0,GST on Expenses,11.82,Job,,,,,
Origin Energy,,,,,,,,,,3604.0,,11/07/2023,11/07/2023,,,Electricity bill in Lota,1,158.43,,61103.0,GST on Expenses,15.84,Job,,,,,
Sydney Water,,,,,,,,,,3620.0,,11/07/2023,11/07/2023,,,.,1,173.29,,62716.0,GST Free Expenses,0.00,Job,,,,,
Tork Signs,,,,,,,,,,3608.0,,12/07/2023,12/07/2023,,,"Business cards for Mick Walton, Joel Barnett and Grant MacVitie",1,516.5,,60018.0,GST on Expenses,51.65,Job,,,,,
Tork Signs,,,,,,,,,,3609.0,,12/07/2023,12/07/2023,,,200 letterhead,1,302.5,,61301.0,GST on Expenses,30.25,Job,,,,,
Tork Signs,,,,,,,,,,3610.0,,12/07/2023,12/07/2023,,,Artwork and design for 2024 report masters,1,110,,61305.0,GST on Expenses,11,Job,,,,,
CM3 Contractor Management Pty Ltd,,,,,,,,,,3611.0,,12/07/2023,12/07/2023,,,Induction for Charter Hall,1,22,,60101.0,GST on Expenses,2.2,Job,,,,,
The Printing Well Pty Ltd,,,,,,,,,,3612.0,,13/07/2023,13/07/2023,,,GPC Interpretation booklet for UAE,1,272.73,,61301.0,GST on Expenses,27.27,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3616.0,,14/07/2023,14/07/2023,,,6 glove cotton for calibration $3.49 each glove,1,19.04,,61711.0,GST on Expenses,1.9,Job,,,,,
Better Online ,,,,,,,,,,3619.0,,15/07/2023,15/07/2023,,,Monthly Microsoft subscription,1,258,,61001.0,GST on Expenses,25.8,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3617.0,,17/07/2023,17/07/2023,,,Tape insulation,1,6.35,,61705.0,GST on Expenses,.64,Job,,,,,
The Printing Well Pty Ltd,,,,,,,,,,3618.0,,17/07/2023,17/07/2023,,,GPC interpretation results guide,1,349.09,,61301.0,GST on Expenses,34.91,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,3622.0,,19/07/2023,19/07/2023,,,Car service 861BK7,1,697.5,,62005.0,GST on Expenses,69.75,Job,,,,,
Energy Australia Pty Ltd,,,,,,,,,,3624.0,,20/07/2023,20/07/2023,,,Electricity at Sydney apartment,1,305.11,,62708.0,GST on Expenses,30.51,Job,,,,,
iPRO Group Pty Ltd,,,,,,,,,,3677.0,,20/07/2023,20/07/2023,,,Monthly fee for Ipro induction,1,45,,60101.0,GST on Expenses,4.5,Job,,,,,
Invox Business Centre,,,,,,,,,,3625.0,,24/07/2023,24/07/2023,,,Deposit for office rent in Dubai (Balance AED $28625),1,845.58,,62811.0,BAS Excluded,0.00,Job,,,,,
Big Blue Self Storage,,,,,,,,,,3626.0,,24/07/2023,24/07/2023,,,6 months rental storage Cairns,1,518.18,,61606.0,GST on Expenses,51.82,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3627.0,,24/07/2023,24/07/2023,,,led light globes for Lota,1,16.36,,61304.0,GST on Expenses,1.64,Job,,,,,
Office Works,,,,,,,,,,3628.0,,24/07/2023,24/07/2023,,,Stationary Lota,1,126.05,,61301.0,GST on Expenses,12.61,Job,,,,,
Bayside Council,,,,,,,,,,3640.0,,24/07/2023,24/07/2023,,,Council rates Sydney apartment,1,"1,497.54",,62717.0,BAS Excluded,0.00,Job,,,,,
Ink Station,,,,,,,,,,3663.0,,24/07/2023,24/07/2023,,,Toners  and drums,1,682.92,,61301.0,GST on Expenses,68.29,Job,,,,,
Trinity Group Partners,,,,,,,,,,3630.0,,25/07/2023,25/07/2023,,,Change contact details on ICP portal,1,73.21,,62801.0,BAS Excluded,0.00,Job,,,,,
Invox Business Centre,,,,,,,,,,3631.0,,26/07/2023,26/07/2023,,,"Office in Dubai balance paid (Balance AED$28,6258)",1,"11,926.09",,62811.0,BAS Excluded,0.00,Job,,,,,
The Printing Well Pty Ltd,,,,,,,,,,3636.0,,26/07/2023,26/07/2023,,,Prinitng the wet onsite sheets,1,254.55,,61301.0,GST on Expenses,25.45,Job,,,,,
The Royal Automobile Club of Queensland Limited,,,,,,,,,,3648.0,,26/07/2023,26/07/2023,,,Roadside assistance 215XRP,1,105.45,,62015.0,GST on Expenses,10.55,Job,,,,,
The Royal Automobile Club of Queensland Limited,,,,,,,,,,3649.0,,26/07/2023,26/07/2023,,,Roadside assistance 728WLM,1,105.45,,62015.0,GST on Expenses,10.55,Job,,,,,
The Royal Automobile Club of Queensland Limited,,,,,,,,,,3650.0,,26/07/2023,26/07/2023,,,Roadside assistance 589YSF,1,105.45,,62015.0,GST on Expenses,10.55,Job,,,,,
The Royal Automobile Club of Queensland Limited,,,,,,,,,,3651.0,,26/07/2023,26/07/2023,,,Roadside assistance 559ZDV,1,105.45,,62015.0,GST on Expenses,10.55,Job,,,,,
AVIS UAE ,,,,,,,,,,3675.0,,26/07/2023,26/07/2023,,,Traffic fine rental car Dubai UAE$452.50,1,191.72,,62814.0,BAS Excluded,0.00,Job,,,,,
The Royal Automobile Club of Queensland Limited,,,,,,,,,,3782.0,,26/07/2023,26/07/2023,,,RACQ charged mistakenly 405XQC AND 156XIB on September 07 2023. These cars were sold in April and May 2023. Mick called RACQ to advised that early in July but RACQ debited the money. Mick had to called back again to ask for refund which will happened in October 2023. I had to put this transactions to reconcile September 2023 credit card statement,1,210.91,,62015.0,GST on Expenses,21.09,Job,,,,,
The Royal Automobile Club of Queensland Limited,,,,,,,,,,3782.0,,26/07/2023,26/07/2023,,,.,1,0.00,,62015.0,GST on Expenses,0.00,Job,,,,,
National Association of Testing Authorities,,,,,,,,,,3638.0,,27/07/2023,27/07/2023,,,ISTS Global calibration and training centre (Assessment fee),1,135,,60012.0,GST on Expenses,13.5,Job,,,,,
Whelan Property Group,,,,,,,,,,3639.0,,27/07/2023,27/07/2023,,,Body corporate fees Sydney apartment,1,"1,593.45",,62707.0,GST on Expenses,159.35,Job,,,,,
Pegasus Safety & Training Pty Ltd,,,,,,,,,,3634.0,,28/07/2023,28/07/2023,,,Woolworths annual subscription induction ,1,100,,60101.0,GST on Expenses,10,Job,,,,,
Servco Australia Morningside Pty Ltd,,,,,,,,,,3637.0,,28/07/2023,28/07/2023,,,Mat cargo for RAV 4 that will be driven by Ned Holzberger,1,94.86,,62007.0,GST on Expenses,9.49,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3632.0,,31/07/2023,31/07/2023,,,Cleaning at the training centre in July 2023,1,312.09,,62622.0,GST on Expenses,31.21,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3633.0,,31/07/2023,31/07/2023,,,Cleaning a t Lota in July 2023,1,"1,112.52",,61107.0,GST on Expenses,111.25,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,3641.0,,31/07/2023,31/07/2023,,,Car detailing 969 EL5 AND 728 WLM,1,327.2,,62005.0,GST on Expenses,32.72,Job,,,,,
Red ICT,,,,,,,,,,3644.0,,31/07/2023,31/07/2023,,,Internet Lota,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,3644.0,,31/07/2023,31/07/2023,,,Internet GTCC,1,99.09,,62614.0,GST on Expenses,9.91,Job,,,,,
Empire Accountants,,,,,,,,,,3655.0,,31/07/2023,31/07/2023,,,Monthly fixed agreement FY 2023/2024,1,"1,595",,60008.0,GST on Expenses,159.5,Job,,,,,
Empire Accountants,,,,,,,,,,3655.0,,31/07/2023,31/07/2023,,,Surcharge,1,1.73,,60008.0,BAS Excluded,0.00,Job,,,,,
Empire Accountants,,,,,,,,,,3655.0,,31/07/2023,31/07/2023,,,.,1,0.00,,60008.0,BAS Excluded,0.00,Job,,,,,
The Qantas Club Service,,,,,,,,,,3643.0,,01/08/2023,01/08/2023,,,Qantas frequent flyer Grant MacVitie,1,471.82,,61508.0,GST on Expenses,47.18,Job,,,,,
Citygreen,,,,,,,,,,3645.0,,01/08/2023,01/08/2023,,,Plant indoor maintenance,1,70.45,,61107.0,GST on Expenses,7.05,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3652.0,,01/08/2023,01/08/2023,,,Monthly cloud back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3652.0,,01/08/2023,01/08/2023,,,credit card surcharge,1,1.78,,61001.0,BAS Excluded,0.00,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3653.0,,01/08/2023,01/08/2023,,,MYOB monthly subscription,1,154.55,,60017.0,GST on Expenses,15.45,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3653.0,,01/08/2023,01/08/2023,,,Invoice payment transaction fee,1,112.06,,60017.0,GST on Expenses,11.21,Job,,,,,
Bagworld,,,,,,,,,,3654.0,,01/08/2023,01/08/2023,,,Travel wallet and small suitcase ,1,743.22,,61512.0,GST on Expenses,74.32,Job,,,,,
Motorpass,,,,,,,,,,3656.0,,01/08/2023,01/08/2023,,,Fuel all vehicles from 1 July to 31- July 2023,1,"2,901.17",,62001.0,GST on Expenses,290.12,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3659.0,,01/08/2023,01/08/2023,,,Wrench needed for slip test,1,5.86,,61705.0,GST on Expenses,.59,Job,,,,,
Trinity Group Partners,,,,,,,,,,3657.0,,02/08/2023,02/08/2023,,,2 company stamps,1,175.37,,62801.0,BAS Excluded,0.00,Job,,,,,
Cosmopolitan Hotel,,,,,,,,,,3664.0,,02/08/2023,02/08/2023,,,Accommodation Joshua  Walden because his credit card was not working properly two days in a row. (Reimbursement to Joshua Walden),1,435.45,,61504.0,GST on Expenses,43.55,Job,,,,,
SLH Mowing ,,,,,,,,,,3671.0,,02/08/2023,02/08/2023,,,Back yard maintenance,1,231.82,,61107.0,GST on Expenses,23.18,Job,,,,,
Skout Office Supplies,,,,,,,,,,3658.0,,03/08/2023,03/08/2023,,,100 key tags ,1,127.85,,61304.0,GST on Expenses,12.78,Job,,,,,
Origin Energy,,,,,,,,,,3661.0,,03/08/2023,03/08/2023,,,Electricity bill ,1,171.15,,61103.0,GST on Expenses,17.12,Job,,,,,
Origin Energy,,,,,,,,,,3661.0,,03/08/2023,03/08/2023,,,Credit applied since last bill 31/07/2023,1,-162.5,,61103.0,BAS Excluded,0.00,Job,,,,,
Seek Limited,,,,,,,,,,3660.0,,08/08/2023,08/08/2023,,,Advertising for new technician position,1,850,,60018.0,GST on Expenses,85,Job,,,,,
The Good Guys Discount Warehouses (Australia) P/L,,,,,,,,,,3666.0,,08/08/2023,08/08/2023,,,Scales for inventory shipments,1,44.55,,61705.0,GST on Expenses,4.45,Job,,,,,
Office Works,,,,,,,,,,3665.0,,10/08/2023,10/08/2023,,,Stationary for Lota,1,212.1,,61301.0,GST on Expenses,21.21,Job,,,,,
Veritas Engineering Pty Ltd,,,,,,,,,,3667.0,,10/08/2023,10/08/2023,,,ASIC renewal for Joel Barnett,1,317.09,,60101.0,GST on Expenses,31.71,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,3668.0,,10/08/2023,10/08/2023,,,Xero monthly subscription,1,26.36,,62623.0,GST on Expenses,2.64,Job,,,,,
DomainZ ,,,,,,,,,,3669.0,,10/08/2023,10/08/2023,,,Website for NZ updated www.sliptesting.co.nz,1,330.94,,62107.0,BAS Excluded,0.00,Job,,,,,
SJK Collective,,,,,,,,,,3670.0,,11/08/2023,11/08/2023,,,Air conditioner service on 4x split system and tested on completion,1,222.73,,61108.0,GST on Expenses,22.27,Job,,,,,
Rapid Global,,,,,,,,,,3672.0,,11/08/2023,11/08/2023,,,Mirvac Induction,1,30,,60101.0,GST on Expenses,3,Job,,,,,
MAS Management Systems Pty Ltd,,,,,,,,,,3676.0,,14/08/2023,14/08/2023,,,NATA accreditation consulting,1,396,,61709.0,BAS Excluded,0.00,Job,,,,,
Tork Signs,,,,,,,,,,3679.0,,14/08/2023,14/08/2023,,,UAE door signane ,1,97.5,,61711.0,GST on Expenses,9.75,Job,,,,,
Office Works,,,,,,,,,,3682.0,,15/08/2023,15/08/2023,,,Stationary Lota $283.86,1,258.05,,61301.0,GST on Expenses,25.81,Job,,,,,
Better Online ,,,,,,,,,,3730.0,,15/08/2023,15/08/2023,,,Monthly subscription Microsoft cloud (Invoice not provided),1,258,,61001.0,GST on Expenses,25.8,Job,,,,,
SLH Mowing ,,,,,,,,,,3683.0,,17/08/2023,17/08/2023,,,Backyard maintenance Lota,1,118.18,,61107.0,GST on Expenses,11.82,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,3686.0,,18/08/2023,18/08/2023,,,Car stamp duty,1,99.17,,62006.0,BAS Excluded,0.00,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,3686.0,,18/08/2023,18/08/2023,,,Broker fee,1,44.41,,61405.0,GST on Expenses,4.44,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,3686.0,,18/08/2023,18/08/2023,,,Insurance to add new Rav 4 469HZ3 Premium,1,"1,001.8",,62015.0,GST on Expenses,100.18,Job,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,,,,,,,,,3686.0,,18/08/2023,18/08/2023,,,credit card surcharge,1,17.04,,62015.0,GST on Expenses,1.71,Job,,,,,
iPRO Group Pty Ltd,,,,,,,,,,3688.0,,20/08/2023,20/08/2023,,,Monthly induction subscription,1,45,,60101.0,GST on Expenses,4.5,Job,,,,,
Dymocks ,,,,,,,,,,3731.0,,20/08/2023,20/08/2023,,,Book bought by Mick (Invoice not provided),1,48.16,,60016.0,GST on Expenses,4.82,Job,,,,,
Urban Utilities,,,,,,,,,,3692.0,,23/08/2023,23/08/2023,,,Water and sewerage GTCC,1,206.58,,62619.0,BAS Excluded,0.00,Job,,,,,
Department of Transport and Main Roads,,,,,,,,,,3693.0,,23/08/2023,23/08/2023,,,12 months registration 448BG4,1,"1,073.8",,62004.0,BAS Excluded,0.00,Job,,,,,
London Fire & Safety,,,,,,,,,,3694.0,,23/08/2023,23/08/2023,,,Fire extinguisher for GTCC (according to the invoice),1,55,,62630.0,GST on Expenses,5.5,Job,,,,,
Tork Signs,,,,,,,,,,3695.0,,23/08/2023,23/08/2023,,,Signane RAV 4 469HZ3,1,165,,60018.0,GST on Expenses,16.5,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3696.0,,23/08/2023,23/08/2023,,,Labour offsite create wordpress ISTSSAFETY.CO.AE,1,"3,000",,61001.0,GST on Expenses,300,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3696.0,,23/08/2023,23/08/2023,,,Software UAE Hosting and SSL Package,1,275,,61001.0,GST on Expenses,27.5,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3696.0,,23/08/2023,23/08/2023,,,"Labour offsite: Mick laptop, Reset laptop, set up lap top received from Lenovo",1,400,,61001.0,GST on Expenses,40,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3696.0,,23/08/2023,23/08/2023,,,Hardware: Asus mini PC ,1,"1,195",,61001.0,GST on Expenses,119.5,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3696.0,,23/08/2023,23/08/2023,,,"Labour on site 04/08/023. Set up UAE computer, ESET installation. Natalie's computer with ISTS-15, Set ip Natalie's profile on ISTS 15, Transfer authenticators on UAE phone, General IT support ",1,750,,61001.0,GST on Expenses,75,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3696.0,,23/08/2023,23/08/2023,,,"Remote support July 2023. Upgrades Monica's  mail box storage, reset ISTS network resolve drop outs",1,300,,61001.0,GST on Expenses,30,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3696.0,,23/08/2023,23/08/2023,,,Credit card surcharge,1,130.24,,61001.0,BAS Excluded,0.00,Job,,,,,
London Fire & Safety,,,,,,,,,,3697.0,,24/08/2023,24/08/2023,,,Site attendance  in Lota HQ,1,45,,60107.0,GST on Expenses,4.5,Job,,,,,
London Fire & Safety,,,,,,,,,,3697.0,,24/08/2023,24/08/2023,,,2 kg DCP  extinguisher,1,115,,60107.0,GST on Expenses,11.5,Job,,,,,
London Fire & Safety,,,,,,,,,,3697.0,,24/08/2023,24/08/2023,,,4.5 DCP extinguisher,1,155,,60107.0,GST on Expenses,15.5,Job,,,,,
London Fire & Safety,,,,,,,,,,3697.0,,24/08/2023,24/08/2023,,,Services and maintenance fire extinguishers,1,30,,60107.0,GST on Expenses,3,Job,,,,,
London Fire & Safety,,,,,,,,,,3697.0,,24/08/2023,24/08/2023,,,Complete service inspection and maintenance of smoke and heat alarm in accordance to AS1851,1,30,,60107.0,GST on Expenses,3,Job,,,,,
Trescal (Australia) Pty Ltd,,,,,,,,,,3699.0,,25/08/2023,25/08/2023,,,Consulting calibration equipment required by NATA,1,"2,521.2",,61709.0,BAS Excluded,0.00,Job,,,,,
Ryan's Recovery Partners,,,,,,,,,,3698.0,,27/08/2023,27/08/2023,,,WHSMS Gap analysis for Lota,1,"1,875",,60103.0,GST on Expenses,187.5,Job,,,,,
Origin Energy,,,,,,,,,,3700.0,,29/08/2023,29/08/2023,,,Electricity bill GTCC,1,31.95,,62625.0,GST on Expenses,3.19,Job,,,,,
London Fire & Safety,,,,,,,,,,3707.0,,30/08/2023,30/08/2023,,,New smoke alarm for Lota,1,250,,60107.0,GST on Expenses,25,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3701.0,,31/08/2023,31/08/2023,,,August cleaning at the GTCC,1,208,,62622.0,GST on Expenses,20.8,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,3702.0,,31/08/2023,31/08/2023,,,August's cleaning at Lota,1,"1,170.29",,61107.0,GST on Expenses,117.03,Job,,,,,
Office Works,,,,,,,,,,3709.0,,31/08/2023,31/08/2023,,,Stationary Lota,1,164.19,,61301.0,GST on Expenses,16.42,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,3712.0,,31/08/2023,31/08/2023,,,Car detailing for 053 GU9 and Kelly's car,1,327.2,,62005.0,GST on Expenses,32.72,Job,,,,,
Red ICT,,,,,,,,,,3716.0,,31/08/2023,31/08/2023,,,NBN Lota ,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,3716.0,,31/08/2023,31/08/2023,,,NBN GTCC,1,99.09,,62614.0,GST on Expenses,9.91,Job,,,,,
Empire Accountants,,,,,,,,,,3722.0,,31/08/2023,31/08/2023,,,Monthly fixed agreement FY 2023/2024,1,"1,595",,60008.0,GST on Expenses,159.5,Job,,,,,
Empire Accountants,,,,,,,,,,3722.0,,31/08/2023,31/08/2023,,,Surcharge,1,1.73,,60008.0,BAS Excluded,0.00,Job,,,,,
National Association of Testing Authorities,,,,,,,,,,3770.0,,31/08/2023,31/08/2023,,,Accreditation activities undertaken on 31/08/2023,1,540,,60012.0,GST on Expenses,54,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3708.0,,01/09/2023,01/09/2023,,,Monthly online back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,3713.0,,01/09/2023,01/09/2023,,,MYOB monthly subscription and invoices payments transaction fee,1,585.38,,60017.0,GST on Expenses,58.54,Job,,,,,
Citygreen,,,,,,,,,,3714.0,,01/09/2023,01/09/2023,,,Indoor plant maintenance,1,70.45,,61107.0,GST on Expenses,7.05,Job,,,,,
The Printing Well Pty Ltd,,,,,,,,,,3720.0,,01/09/2023,01/09/2023,,,Printing onsite dry testing work sheet,1,218.18,,61301.0,GST on Expenses,21.82,Job,,,,,
Supercheap Auto,,,,,,,,,,3721.0,,01/09/2023,01/09/2023,,,windscreen wiper replacements as a result of windscreen crack,1,116.34,,62005.0,GST on Expenses,11.63,Job,,,,,
