*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme,Exchange Rate
 Soundhealth Pty Ltd,,,,,,,,,,69338.0,,19/08/2022,19/08/2022,$26.00,M034,Munro Pendulum Release Spring,1.0,26.0000,0%,43003.0,GST on Income,2.60,Job,9005-Equipment Sale- AU,,,,,
 Soundhealth Pty Ltd,,,,,,,,,,69338.0,,19/08/2022,19/08/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,Job,9005-Equipment Sale- AU,,,,,
 Slipstop Australia Pty Ltd,,,,,,,,,,69362.0,Inv 59 Stripe,23/08/2022,23/08/2022,$210.00,WL010,Levelling Feet Assembly,6.0,35.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Slipstop Australia Pty Ltd,,,,,,,,,,69362.0,Inv 59 Stripe,23/08/2022,23/08/2022,$285.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,95.0000,0%,43003.0,GST on Income,28.50,,,,,,,
 Slipstop Australia Pty Ltd,,,,,,,,,,69362.0,Inv 59 Stripe,23/08/2022,23/08/2022,$50.00,TC006,Verif- 3M Pink Lap Film (P 10 ,1.0,50.0000,0%,43003.0,GST on Income,5.00,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,69377.0,,25/08/2022,25/08/2022,$190.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,95.0000,0%,43003.0,GST on Income,19.00,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,69377.0,,25/08/2022,25/08/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 CBS Building Group,,,,,,,,,,69392.0,Inv 60 Stripe,26/08/2022,26/08/2022,$95.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,95.0000,0%,43003.0,GST on Income,9.50,,,,,,,
 CBS Building Group,,,,,,,,,,69392.0,Inv 60 Stripe,26/08/2022,26/08/2022,$45.00,TC004,Slider Backing Plate,1.0,45.0000,0%,43003.0,GST on Income,4.50,,,,,,,
 CBS Building Group,,,,,,,,,,69392.0,Inv 60 Stripe,26/08/2022,26/08/2022,$125.00,SF006,Shipping Fee S5,1.0,125.0000,0%,43003.0,GST on Income,12.50,,,,,,,
 Slip Test Specialists,,,,,,,,,,69426.0,Inv 61 Stripe,31/08/2022,31/08/2022,$100.00,TC003,Tortus Slider (Pack of 6),1.0,100.0000,0%,43003.0,GST on Income,10.00,,,,,,,
 Slip Test Specialists,,,,,,,,,,69426.0,Inv 61 Stripe,31/08/2022,31/08/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Australian Slip Testing Pty Ltd,,,,,,,,,,69430.0,,01/09/2022,01/09/2022,"$11,950.00",WSX001,Wessex Tortus,1.0,"11,950.0000",0%,43003.0,GST on Income,"1,195.00",Job,9005-Equipment Sale- AU,,,,,
 Australian Slip Testing Pty Ltd,,,,,,,,,,69430.0,,01/09/2022,01/09/2022,"-$11,950.00",WSX001,Wessex Tortus,-1.0,"11,950.0000",0%,43003.0,GST on Income,"-1,195.00",,,,,,,
 Commercial Flooring Specialists Ltd ,,,,,,,,,,69437.0,40351994E,02/09/2022,02/09/2022,"$10,550.00",WL001,WammaLab Pendulum. Serial #WM042,1.0,"10,550.0000",0%,43003.0,BAS Excluded,.00,Job,9006-Equipment Sale- NZ,,,,,
 Adrian Clegg,,,,,,,,,,69493.0,,13/09/2022,13/09/2022,$95.00,B007,Pendulum Conditoning Board,1.0,95.0000,0%,43003.0,GST on Income,9.50,Job,9005-Equipment Sale- AU,,,,,
 Adrian Clegg,,,,,,,,,,69493.0,,13/09/2022,13/09/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,Job,9005-Equipment Sale- AU,,,,,
 Stats Australia,,,,,,,,,,69509.0,,15/09/2022,15/09/2022,$150.00,WL021,WammaLab Pendulum Pointer,1.0,150.0000,0%,43003.0,GST on Income,15.00,Job,9005-Equipment Sale- AU,,,,,
 Stats Australia,,,,,,,,,,69509.0,,15/09/2022,15/09/2022,$160.00,WL018, WammaLab Pointer Ring,1.0,160.0000,0%,43003.0,GST on Income,16.00,Job,9005-Equipment Sale- AU,,,,,
 Stats Australia,,,,,,,,,,69509.0,,15/09/2022,15/09/2022,$45.00,SF003,Shipping Fee S2,1.0,45.0000,0%,43003.0,GST on Income,4.50,Job,9005-Equipment Sale- AU,,,,,
 Beaumont Tiles,,,,,,,,,,69512.0,Inv 62 Stripe,16/09/2022,16/09/2022,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Slip Doctors QLD,,,,,,,,,,69514.0,,16/09/2022,16/09/2022,"$1,175.00",IC001,Calibration Pendulum (unaccredited service),1.0,"1,175.0000",0%,43003.0,GST on Income,117.50,Job,9005-Equipment Sale- AU,,,,,
 Slip Doctors QLD,,,,,,,,,,69514.0,,16/09/2022,16/09/2022,$150.00,WL021,WammaLab Pendulum Pointer,1.0,150.0000,0%,43003.0,GST on Income,15.00,Job,9005-Equipment Sale- AU,,,,,
 Slip Doctors QLD,,,,,,,,,,69514.0,,16/09/2022,16/09/2022,$160.00,WL018, WammaLab Pointer Ring,1.0,160.0000,0%,43003.0,GST on Income,16.00,Job,9005-Equipment Sale- AU,,,,,
 Precision Slip Testing Pty Ltd,,,,,,,,,,69536.0,,19/09/2022,19/09/2022,"$10,975.00",WL001,WammaLab Pendulum,1.0,"10,975.0000",0%,43003.0,GST on Income,"1,097.50",Job,9005-Equipment Sale- AU,,,,,
 Precision Slip Testing Pty Ltd,,,,,,,,,,69536.0,,19/09/2022,19/09/2022,"$8,500.00",WL002,WammaLab Pendulum (Used),1.0,"8,500.0000",0%,43003.0,GST on Income,850.00,Job,9005-Equipment Sale- AU,,,,,
 Precision Slip Testing Pty Ltd,,,,,,,,,,69536.0,,19/09/2022,19/09/2022,"$1,250.00",B003,WL Pendulum Verification Kit,1.0,"1,250.0000",0%,43003.0,GST on Income,125.00,Job,9005-Equipment Sale- AU,,,,,
 Precision Slip Testing Pty Ltd,,,,,,,,,,69536.0,,19/09/2022,19/09/2022,$325.00,B005,Wessex Tortus Verif Kit,1.0,325.0000,0%,43003.0,GST on Income,32.50,Job,9005-Equipment Sale- AU,,,,,
 Precision Slip Testing Pty Ltd,,,,,,,,,,69536.0,,19/09/2022,19/09/2022,$.00,B007,Pendulum Conditoning Board,2.0,105.0000,100%,43003.0,GST on Income,.00,Job,9005-Equipment Sale- AU,,,,,
 Precision Slip Testing Pty Ltd,,,,,,,,,,69536.0,,19/09/2022,19/09/2022,$300.00,SF007,Shipping Fee S6,2.0,150.0000,0%,43003.0,GST on Income,30.00,Job,9005-Equipment Sale- AU,,,,,
 QED Environmental Services,,,,,,,,,,69549.0,,20/09/2022,20/09/2022,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,Job,9005-Equipment Sale- AU,,,,,
 QED Environmental Services,,,,,,,,,,69549.0,,20/09/2022,20/09/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,Job,9005-Equipment Sale- AU,,,,,
 Sliptest Australia Pty Ltd,,,,,,,,,,69562.0,,26/09/2022,26/09/2022,$120.00,M028,Pendulum Carry Handle,1.0,120.0000,0%,43003.0,GST on Income,12.00,,,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,69563.0,Inv 63 Stripe,26/09/2022,26/09/2022,$55.00,M036,Slider Distance Measuring Tool,1.0,55.0000,0%,43003.0,GST on Income,5.50,,,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,69563.0,Inv 63 Stripe,26/09/2022,26/09/2022,$55.00,,Freight Charge,1.0,225.0,0,,GST,0,,,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,69563.0,Inv 63 Stripe,26/09/2022,26/09/2022,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,69563.0,Inv 63 Stripe,26/09/2022,26/09/2022,$45.00,TC004,Slider Backing Plate,1.0,45.0000,0%,43003.0,GST on Income,4.50,,,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,69563.0,Inv 63 Stripe,26/09/2022,26/09/2022,$115.00,TC003,Tortus Slider (Pack of 6),1.0,115.0000,0%,43003.0,GST on Income,11.50,,,,,,,
 Rockstar Sealing Systems,,,,,,,,,,69565.0,,26/09/2022,26/09/2022,$150.00,WL021,WammaLab Pendulum Pointer,1.0,150.0000,0%,43003.0,GST on Income,15.00,,,,,,,
 Rockstar Sealing Systems,,,,,,,,,,69565.0,,26/09/2022,26/09/2022,$160.00,WL018,WammaLab Pointer Ring,1.0,160.0000,0%,43003.0,GST on Income,16.00,,,,,,,
 Rockstar Sealing Systems,,,,,,,,,,69565.0,,26/09/2022,26/09/2022,$45.00,SF003,Shipping Fee S2,1.0,45.0000,0%,43003.0,GST on Income,4.50,,,,,,,
 Interface Aust Pty Ltd,,,,,,,,,,69566.0,Inv 64 Stripe,26/09/2022,26/09/2022,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Interface Aust Pty Ltd,,,,,,,,,,69566.0,Inv 64 Stripe,26/09/2022,26/09/2022,$105.00,,Freight Charge,1.0,125.0,0,,GST,0,,,,,,,
 Interface Aust Pty Ltd,,,,,,,,,,69566.0,Inv 64 Stripe,26/09/2022,26/09/2022,$50.00,TC006,Verif- 3M Pink Lap Film (P 10 ,1.0,50.0000,0%,43003.0,GST on Income,5.00,,,,,,,
 Interface Aust Pty Ltd,,,,,,,,,,69566.0,Inv 64 Stripe,26/09/2022,26/09/2022,$20.00,TC005,Verif -P400 Paper(Pack of 10),1.0,20.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 Interface Aust Pty Ltd,,,,,,,,,,69567.0,,27/09/2022,27/09/2022,$315.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,105.0000,0%,43003.0,GST on Income,31.50,,,,,,,
 Interface Aust Pty Ltd,,,,,,,,,,69567.0,,27/09/2022,27/09/2022,$50.00,TC006,Verif- 3M Pink Lap Film (P 10 ,1.0,50.0000,0%,43003.0,GST on Income,5.00,,,,,,,
 Interface Aust Pty Ltd,,,,,,,,,,69567.0,,27/09/2022,27/09/2022,$20.00,TC005,Verif -P400 Paper(Pack of 10),1.0,20.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 Coating Management Solutions,,,,,,,,,,69624.0,,03/10/2022,03/10/2022,"$10,975.00",WL001,WammaLab Pendulum,1.0,"10,975.0000",0%,43003.0,GST on Income,"1,097.50",Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,69624.0,,03/10/2022,03/10/2022,"$1,995.00",IT001,Int Train- Pendulum (AS 4663),1.0,"1,995.0000",0%,43003.0,GST on Income,199.50,Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,69624.0,,03/10/2022,03/10/2022,"$1,250.00",B002,Pendulum Onsite Testing Pack,1.0,"1,250.0000",0%,43003.0,GST on Income,125.00,Job,9005-Equipment Sale- AU,,,,,
 Raven Products Pty Ltd,,,,,,,,,,69641.0,,05/10/2022,05/10/2022,$315.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,105.0000,0%,43003.0,GST on Income,31.50,Job,9005-Equipment Sale- AU,,,,,
 Raven Products Pty Ltd,,,,,,,,,,69641.0,,05/10/2022,05/10/2022,$315.00,TC002,Slider 55 (TRL) Rubber Slider,3.0,105.0000,0%,43003.0,GST on Income,31.50,Job,9005-Equipment Sale- AU,,,,,
 Raven Products Pty Ltd,,,,,,,,,,69641.0,,05/10/2022,05/10/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,Job,9005-Equipment Sale- AU,,,,,
 Zerofal Ltd,,,,,,,,,,69646.0,,06/10/2022,06/10/2022,$420.00,TC001,Slider 96 (4S) Rubber Sliders,4.0,105.0000,0%,43003.0,GST on Income,42.00,Job,9005-Equipment Sale- AU,,,,,
 Zerofal Ltd,,,,,,,,,,69646.0,,06/10/2022,06/10/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,Job,9005-Equipment Sale- AU,,,,,
 Australian Slip Testing Pty Ltd,,,,,,,,,,69651.0,,06/10/2022,06/10/2022,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,Job,9005-Equipment Sale- AU,,,,,
 Australian Slip Testing Pty Ltd,,,,,,,,,,69651.0,,06/10/2022,06/10/2022,$115.00,TC003,Tortus Slider (Pack of 6),1.0,115.0000,0%,43003.0,GST on Income,11.50,Job,9005-Equipment Sale- AU,,,,,
 Australian Slip Testing Pty Ltd,,,,,,,,,,69651.0,,06/10/2022,06/10/2022,$35.00,TC004,Slider Backing Plate,1.0,35.0000,0%,43003.0,GST on Income,3.50,Job,9005-Equipment Sale- AU,,,,,
 Australian Slip Testing Pty Ltd,,,,,,,,,,69651.0,,06/10/2022,06/10/2022,$50.00,TC006,Verif- 3M Pink Lap Film (P 10 ,1.0,50.0000,0%,43003.0,GST on Income,5.00,Job,9005-Equipment Sale- AU,,,,,
 Australian Slip Testing Pty Ltd,,,,,,,,,,69651.0,,06/10/2022,06/10/2022,$320.00,GA029,Trolley Storage Box,1.0,320.0000,0%,43003.0,GST on Income,32.00,Job,9005-Equipment Sale- AU,,,,,
 Australian Slip Testing Pty Ltd,,,,,,,,,,69651.0,,06/10/2022,06/10/2022,$95.00,B007,Pendulum Conditoning Board,1.0,95.0000,0%,43003.0,GST on Income,9.50,Job,9005-Equipment Sale- AU,,,,,
 QED Environmental Services,,,,,,,,,,69703.0,,12/10/2022,12/10/2022,$630.00,TC001,Slider 96 (4S) Rubber Sliders,6.0,105.0000,0%,43003.0,GST on Income,63.00,Job,9005-Equipment Sale- AU,,,,,
 QED Environmental Services,,,,,,,,,,69703.0,,12/10/2022,12/10/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,Job,9005-Equipment Sale- AU,,,,,
 Soundhealth Pty Ltd,,,,,,,,,,69707.0,,13/10/2022,13/10/2022,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,Job,9005-Equipment Sale- AU,,,,,
 Soundhealth Pty Ltd,,,,,,,,,,69707.0,,13/10/2022,13/10/2022,$35.00,TC004,Slider Backing Plate,1.0,35.0000,0%,43003.0,GST on Income,3.50,Job,9005-Equipment Sale- AU,,,,,
 Soundhealth Pty Ltd,,,,,,,,,,69707.0,,13/10/2022,13/10/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,Job,9005-Equipment Sale- AU,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,69743.0,,18/10/2022,18/10/2022,$60.00,WL042,Pendulum Slider Spring,2.0,30.0000,0%,43003.0,GST on Income,6.00,Job,9005-Equipment Sale- AU,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,69743.0,,18/10/2022,18/10/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,69780.0,,19/10/2022,19/10/2022,"$1,750.00",TT007,Training Travel Fee T6,1.0,"1,750.0000",0%,43003.0,GST on Income,175.00,Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,69780.0,,19/10/2022,19/10/2022,$225.00,SF010,Shipping Fee S9,1.0,225.0000,0%,43003.0,GST on Income,22.50,Job,9005-Equipment Sale- AU,,,,,
 Slip Control Australia Pty Ltd,,,,,,,,,,69792.0,Inv 72 Stripe,21/10/2022,21/10/2022,$115.00,TC003,Tortus Slider (Pack of 6),1.0,115.0000,0%,43003.0,GST on Income,11.50,,,,,,,
 Slip Control Australia Pty Ltd,,,,,,,,,,69792.0,Inv 72 Stripe,21/10/2022,21/10/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,BAS Excluded,.00,,,,,,,
 Daniels Associates,,,,,,,,,,69798.0,Inv 73 Stripe,21/10/2022,21/10/2022,$10.00,WS030,Pendulum Pointer Tip - Small,2.0,5.0000,0%,43003.0,GST on Income,1.00,,,,,,,
 Daniels Associates,,,,,,,,,,69798.0,Inv 73 Stripe,21/10/2022,21/10/2022,$.65,WL041,Pend Slider Humpback Pin,1.0,.6500,0%,43003.0,GST on Income,.07,,,,,,,
 Daniels Associates,,,,,,,,,,69798.0,Inv 73 Stripe,21/10/2022,21/10/2022,$50.00,TC006,Verif- 3M Pink Lap Film (P 10 ,1.0,50.0000,0%,43003.0,GST on Income,5.00,,,,,,,
 Daniels Associates,,,,,,,,,,69798.0,Inv 73 Stripe,21/10/2022,21/10/2022,$420.00,TC001,Slider 96 (4S) Rubber Sliders,4.0,105.0000,0%,43003.0,GST on Income,42.00,,,,,,,
 Daniels Associates,,,,,,,,,,69798.0,Inv 73 Stripe,21/10/2022,21/10/2022,$210.00,TC002,Slider 55 (TRL) Rubber Slider,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Daniels Associates,,,,,,,,,,69798.0,Inv 73 Stripe,21/10/2022,21/10/2022,$20.00,TC005,Verif -P400 Paper(Pack of 10),1.0,20.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 Daniels Associates,,,,,,,,,,69798.0,Inv 73 Stripe,21/10/2022,21/10/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,BAS Excluded,.00,,,,,,,
 SlipAware,,,,,,,,,,69856.0,Invoice #74 Stripe,29/10/2022,29/10/2022,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 SlipAware,,,,,,,,,,69856.0,Invoice #74 Stripe,29/10/2022,29/10/2022,$105.00,,Freight Charge,1.0,25.0,0,,N-T,0,,,,,,,
 Brisbane City Council,,,,,,,,,,69913.0,4400322275,04/11/2022,04/11/2022,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Brisbane City Council,,,,,,,,,,69913.0,4400322275,04/11/2022,04/11/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 SlipLab,,,,,,,,,,69944.0,Inv 75 Stripe,08/11/2022,08/11/2022,$840.00,TC001,Slider 96 (4S) Rubber Sliders,8.0,105.0000,0%,43003.0,GST on Income,84.00,,,,,,,
 SlipLab,,,,,,,,,,69944.0,Inv 75 Stripe,08/11/2022,08/11/2022,$315.00,TC002,Slider 55 (TRL) Rubber Slider,3.0,105.0000,0%,43003.0,GST on Income,31.50,,,,,,,
 SlipLab,,,,,,,,,,69944.0,Inv 75 Stripe,08/11/2022,08/11/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 QED Environmental Services,,,,,,,,,,69968.0,,09/11/2022,09/11/2022,"$9,075.00",WL001,WammaLab Pendulum (Purchase value $10975),1.0,"9,075.0000",0%,43003.0,GST on Income,907.50,Job,9005-Equipment Sale- AU,,,,,
 QED Environmental Services,,,,,,,,,,69968.0,,09/11/2022,09/11/2022,$.00,WL002,Wessex Pendulum SK2042 (Trade in value $1900),1.0,.0000,0%,43003.0,GST on Income,.00,Job,9005-Equipment Sale- AU,,,,,
 QED Environmental Services,,,,,,,,,,69968.0,,09/11/2022,09/11/2022,$.00,SF001,Trade in unit Pick Up PER by ISTS,1.0,.0000,0%,43003.0,GST on Income,.00,Job,9005-Equipment Sale- AU,,,,,
 QED Environmental Services,,,,,,,,,,69968.0,,09/11/2022,09/11/2022,$.00,SF001,New unit delivered by ISTS during PER service,1.0,.0000,0%,43003.0,GST on Income,.00,Job,9005-Equipment Sale- AU,,,,,
 Zerofal Ltd,,,,,,,,,,70118.0,,25/11/2022,25/11/2022,$420.00,TC001,Slider 96 (4S) Rubber Sliders,4.0,105.0000,0%,43003.0,GST on Income,42.00,Job,9005-Equipment Sale- AU,,,,,
 Zerofal Ltd,,,,,,,,,,70118.0,,25/11/2022,25/11/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,Job,9005-Equipment Sale- AU,,,,,
 Environmental Innovations Company Pty Ltd,,,,,,,,,,70126.0,Invoice #76 Stripe,29/11/2022,29/11/2022,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Environmental Innovations Company Pty Ltd,,,,,,,,,,70126.0,Invoice #76 Stripe,29/11/2022,29/11/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Stats Australia,,,,,,,,,,70137.0,Invoice #00069509,29/11/2022,29/11/2022,-$160.00,WL018,WammaLab Pointer Ring,-1.0,160.0000,0%,43003.0,GST on Income,-16.00,,,,,,,
 Stats Australia,,,,,,,,,,70137.0,Invoice #00069509,29/11/2022,29/11/2022,-$150.00,WL021,WammaLab Pendulum Pointer,-1.0,150.0000,0%,43003.0,GST on Income,-15.00,,,,,,,
 Stats Australia,,,,,,,,,,70137.0,Invoice #00069509,29/11/2022,29/11/2022,-$45.00,SF003,Shipping Fee S2,-1.0,45.0000,0%,43003.0,GST on Income,-4.50,,,,,,,
 Griptek Anti-Slip Solutions  Pty Ltd,,,,,,,,,,70151.0,Inv 77 Stripe,01/12/2022,01/12/2022,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Griptek Anti-Slip Solutions  Pty Ltd,,,,,,,,,,70151.0,Inv 77 Stripe,01/12/2022,01/12/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Slip Assessment Services,,,,,,,,,,70175.0,Invoice #798 Stripe,02/12/2022,02/12/2022,$315.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,105.0000,0%,43003.0,GST on Income,31.50,,,,,,,
 Slip Assessment Services,,,,,,,,,,70175.0,Invoice #798 Stripe,02/12/2022,02/12/2022,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Slip Assessment Services,,,,,,,,,,70175.0,Invoice #798 Stripe,02/12/2022,02/12/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 QED Environmental Services,,,,,,,,,,70232.0,Inv 79 Stripe,12/12/2022,12/12/2022,"$1,050.00",TC002,Slider 55 (TRL) Rubber Slider,10.0,105.0000,0%,43003.0,GST on Income,105.00,,,,,,,
 QED Environmental Services,,,,,,,,,,70232.0,Inv 79 Stripe,12/12/2022,12/12/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 QED Environmental Services,,,,,,,,,,70274.0,Inv 80 Stripe,16/12/2022,16/12/2022,$30.00,WL042,Pendulum Slider Spring,1.0,30.0000,0%,43003.0,GST on Income,3.00,,,,,,,
 QED Environmental Services,,,,,,,,,,70274.0,Inv 80 Stripe,16/12/2022,16/12/2022,$.65,WL041,Pend Slider Humpback Pin,1.0,.6500,0%,43003.0,GST on Income,.07,,,,,,,
 QED Environmental Services,,,,,,,,,,70274.0,Inv 80 Stripe,16/12/2022,16/12/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Sunshine Coast Slip Testing,,,,,,,,,,70276.0,Inv 81 Stripe,16/12/2022,16/12/2022,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Sunshine Coast Slip Testing,,,,,,,,,,70276.0,Inv 81 Stripe,16/12/2022,16/12/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,70309.0,Inv 82 Stripe,20/12/2022,20/12/2022,$420.00,TC001,Slider 96 (4S) Rubber Sliders,4.0,105.0000,0%,43003.0,GST on Income,42.00,,,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,70309.0,Inv 82 Stripe,20/12/2022,20/12/2022,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,70309.0,Inv 82 Stripe,20/12/2022,20/12/2022,$20.00,TC005,Verif -P400 Paper(Pack of 10),1.0,20.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,70309.0,Inv 82 Stripe,20/12/2022,20/12/2022,$50.00,TC006,Verif- 3M Pink Lap Film (P 10 ,1.0,50.0000,0%,43003.0,GST on Income,5.00,,,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,70309.0,Inv 82 Stripe,20/12/2022,20/12/2022,$26.00,M034,Munro Pendulum Slider Spring,1.0,26.0000,0%,43003.0,GST on Income,2.60,,,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,70309.0,Inv 82 Stripe,20/12/2022,20/12/2022,$6.00,M033,Munro Pendulum Slider Pin,1.0,6.0000,0%,43003.0,GST on Income,.60,,,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,70309.0,Inv 82 Stripe,20/12/2022,20/12/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Brisbane City Council,,,,,,,,,,70335.0,4400322275,22/12/2022,22/12/2022,$500.00,IC002,Control testing-Pendulum,1.0,500.0000,0%,43003.0,GST on Income,50.00,,,,,,,
 Unimat Pty Ltd,,,,,,,,,,70338.0,,23/12/2022,23/12/2022,"$7,750.00",WL002,Wessex Pendulum (Used),1.0,"7,750.0000",0%,43003.0,GST on Income,775.00,Job,9005-Equipment Sale- AU,,,,,
 Unimat Pty Ltd,,,,,,,,,,70338.0,,23/12/2022,23/12/2022,$325.00,SF014,Shipping Fee S13,1.0,325.0000,0%,43003.0,GST on Income,32.50,Job,9005-Equipment Sale- AU,,,,,
 Unimat Pty Ltd,,,,,,,,,,70338.0,,23/12/2022,23/12/2022,"-$7,750.00",WL002,WammaLab Pendulum (Used),-1.0,"7,750.0000",0%,43003.0,GST on Income,-775.00,Job,9005-Equipment Sale- AU,,,,,
 Unimat Pty Ltd,,,,,,,,,,70338.0,,23/12/2022,23/12/2022,-$325.00,SF014,Shipping Fee S13,-1.0,325.0000,0%,43003.0,GST on Income,-32.50,,,,,,,
 Secure Slip Testing,,,,,,,,,,70355.0,Invoice #83 Stripe,28/12/2022,28/12/2022,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Secure Slip Testing,,,,,,,,,,70355.0,Invoice #83 Stripe,28/12/2022,28/12/2022,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
