*Code,*Name,*Type,*Tax Code,Description,Dashboard,Expense Claims,Enable Payments
62212,SG Accomodation,Expense,BAS Excluded,,No,No,No
62213,SG Business Food and Beverage,Expense,BAS Excluded,,No,No,No
62214,SG General Expenses,Expense,BAS Excluded,,No,No,No
62215,SG  Accountanting Fees,Expense,BAS Excluded,,No,No,No
62216,SG Licenses and Fees,Expense,BAS Excluded,,No,No,No
62217,SG Travel Expenses,Expense,BAS Excluded,,No,No,No
62218,SG Advertisement,Expense,BAS Excluded,,No,No,No
62219,SG Public Transport/Taxi,Expense,BAS Excluded,,No,No,No
62220,SG Calibration  Equipment,Expense,BAS Excluded,,No,No,No
62221,SG Excess Bag,Expense,BAS Excluded,,No,No,No
62222,SG Stationary,Expense,BAS Excluded,,No,No,No
62223,SG Customs Singapore Imports,Expense,BAS Excluded,,No,No,No
62224,SG Training,Expense,BAS Excluded,,No,No,No
62225,SNG Motor Vehicle Fines,Expense,BAS Excluded,,No,No,No
62300,China Expenses,Expense,BAS Excluded,,No,No,No
62301,CN Internet,Expense,BAS Excluded,,No,No,No
62302,CN Parking,Expense,BAS Excluded,,No,No,No
62303,CN Accomodation,Expense,BAS Excluded,,No,No,No
62304,CN Travel Expenses,Expense,BAS Excluded,,No,No,No
62310,Insurance for Workers,Expense,BAS Excluded,,No,No,No
62313,CN Staff Incentives,Expense,BAS Excluded,,No,No,No
62319,CN Public Transport/Taxi,Expense,BAS Excluded,,No,No,No
62400,Malaysia Expenses,Expense,BAS Excluded,,No,No,No
62406,MLY Parking,Expense,BAS Excluded,,No,No,No
62412,MLY Accommodation,Expense,BAS Excluded,,No,No,No
62500,International Expenses,Expense,BAS Excluded,,No,No,No
62501,Mobile  phone,Expense,BAS Excluded,,No,No,No
62503,Accommodation,Expense,BAS Excluded,,No,No,No
62504,Car Hire,Expense,BAS Excluded,,No,No,No
62505,Fuel,Expense,BAS Excluded,,No,No,No
62506,Parking,Expense,BAS Excluded,,No,No,No
62507,Public Transport Fares,Expense,BAS Excluded,,No,No,No
62508,Toll,Expense,BAS Excluded,,No,No,No
62509,Internet Ingflight,Expense,BAS Excluded,,No,No,No
62510,Business Meeting (meals),Expense,BAS Excluded,,No,No,No
62511,Airfares International,Expense,BAS Excluded,,No,No,No
62600,Walton Global,Expense,BAS Excluded,,No,No,No
62601,Rent,Expense,BAS Excluded,,No,No,No
62602,Fitting Outs,Expense,GST on Expenses,,No,No,No
62603,Maintenance and Repairs,Expense,GST on Expenses,,No,No,No
62604,Settlement of Property,Expense,GST on Expenses,,No,No,No
62605,Renovations ,Expense,GST on Expenses,,No,No,No
62606,Miscellaneous Purchases,Expense,GST on Expenses,,No,No,No
62607,Asset < 1000,Expense,GST on Expenses,,No,No,No
62608,Insurances GTCC,Expense,GST on Expenses,,No,No,No
62609,Office Furniture,Expense,GST on Expenses,,No,No,No
62610,Body Corporate Fees,Expense,BAS Excluded,,No,No,No
62611,Equipment Hire,Expense,GST on Expenses,,No,No,No
62612,Office Supplies,Expense,GST on Expenses,,No,No,No
62613,Office Equipment,Expense,GST on Expenses,,No,No,No
62614,Internet NBN,Expense,GST on Expenses,,No,No,No
62615,Tools for Maintenance,Expense,GST on Expenses,,No,No,No
62616,Crockery and Cutlery,Expense,GST on Expenses,,No,No,No
62617,GTCC Rates,Expense,BAS Excluded,,No,No,No
62618,Stationary,Expense,GST on Expenses,,No,No,No
62619,Water and Sewerage,Expense,BAS Excluded,,No,No,No
62620,Testing Equipment,Expense,GST on Expenses,,No,No,No
62621,IT Services,Expense,GST on Expenses,,No,No,No
62622,Cleaning,Expense,GST on Expenses,,No,No,No
62623,Xero Australia,Expense,GST on Expenses,,No,No,No
62624,Consulting Investors,Expense,GST on Expenses,,No,No,No
62625,Electricity,Expense,GST on Expenses,,No,No,No
62626,Accounting Fees,Expense,GST on Expenses,,No,No,No
62627,First Aid Kit,Expense,GST on Expenses,,No,No,No
62628,Work and Health Safety Audits,Expense,GST on Expenses,,No,No,No
62629,Advertisement,Expense,GST on Expenses,,No,No,No
62630,Fire Alarm,Expense,GST on Expenses,,No,No,No
62631,ASIC WALTON GLOBAL,Expense,BAS Excluded,Australian Securities & Investments Commisiion,No,No,No
62700,Sydney Apartment,Expense,BAS Excluded,,No,No,No
62701,Furniture,Expense,GST on Expenses,,No,No,No
62702,Kitchen Ware,Expense,GST on Expenses,,No,No,No
62703,Coffee Machine,Expense,GST on Expenses,,No,No,No
62704,Bedding and Linen,Expense,GST on Expenses,,No,No,No
62705,Electrodomestics,Expense,GST on Expenses,,No,No,No
62706,Rent Sydney Apartment,Expense,BAS Excluded,,No,No,No
62707,Body Corporate,Expense,GST on Expenses,,No,No,No
62708,Electricty ,Expense,GST on Expenses,,No,No,No
62709,Miscellaneous,Expense,GST on Expenses,,No,No,No
62710,Tools for Storage,Expense,GST on Expenses,Not slip testing tools,No,No,No
62711,Gas,Expense,GST on Expenses,,No,No,No
62712,Stationary,Expense,GST on Expenses,,No,No,No
62713,Electrical Accesories,Expense,GST on Expenses,,No,No,No
62714,Signane,Expense,GST on Expenses,,No,No,No
62715,Cleaning,Expense,GST on Expenses,,No,No,No
62716,Water and Sewerage,Expense,GST Free Expenses,,No,No,No
62717,Rates,Expense,BAS Excluded,,No,No,No
62718,Apartment Supplies,Expense,GST on Expenses,,No,No,No
62719,Maintenance and Repairs,Expense,GST on Expenses,,No,No,No
62720,Land Tax NSW,Expense,BAS Excluded,,No,No,No
62721,Internet,Expense,GST on Expenses,,No,No,No
62800,United Arab Emirates,Expense,BAS Excluded,,No,No,No
62801,Accounting Fess,Expense,BAS Excluded,,No,No,No
62802,Stationary,Expense,BAS Excluded,,No,No,No
62803,IT Website,Expense,BAS Excluded,,No,No,No
62804,IT Accessories ,Expense,BAS Excluded,,No,No,No
62805,Telephone,Expense,BAS Excluded,,No,No,No
62806,Accommodation,Expense,BAS Excluded,,No,No,No
62807,Rental Car,Expense,BAS Excluded,,No,No,No
62808,Fuel,Expense,BAS Excluded,,No,No,No
62809,Parking and Tolls,Expense,BAS Excluded,,No,No,No
62810,Health Insurance for Workers,Expense,BAS Excluded,,No,No,No
62811,Office Rental ,Expense,BAS Excluded,Office rent in Dubai,No,No,No
62812,Public Transport/Taxi,Expense,BAS Excluded,,No,No,No
62813,Business Food and Beverage,Expense,BAS Excluded,,No,No,No
62814,Traffic Fines,Expense,BAS Excluded,Traffic Fines Dubai,No,No,No
62815,Office Equipment,Expense,BAS Excluded,Office equipment in Dubai,No,No,No
62816,Office Supplies,Expense,BAS Excluded,,No,No,No
62817,Medical Expenses,Expense,BAS Excluded,,No,No,No
62818,Testing Equipment,Expense,BAS Excluded,,No,No,No
62819,Xero UAE,Expense,BAS Excluded,,No,No,No
62820,Special Clothing,Expense,BAS Excluded,,No,No,No
62821,Images,Expense,BAS Excluded,,No,No,No
62822,Licenses and Fees,Expense,BAS Excluded,,No,No,No
62823,Po Box Fees UAE,Expense,BAS Excluded,,No,No,No
62824,Business Insurance,Expense,BAS Excluded,,No,No,No
62825,UAE Airfares,Expense,BAS Excluded,,No,No,No
66201,Admin  Fees,Expense,GST on Expenses,,No,No,No
68000,to be deleted,Expense,BAS Excluded,,No,No,No
68001,Water cooler office,Expense,GST on Expenses,,No,No,No
68002,Discounts Given,Expense,BAS Excluded,,No,No,No
80000,Other Income,Other Income,BAS Excluded,,No,No,No
81000,Interest Income,Other Income,BAS Excluded,,No,No,No
82000,Income from Shares,Other Income,BAS Excluded,,No,No,No
83000,Parental Leave Funds,Other Income,BAS Excluded,,No,No,No
84000,QLD State Goverment Grat,Other Income,BAS Excluded,$10.000 received from government help Covid,No,No,No
85000,Trust Distributions Received,Other Income,BAS Excluded,,No,No,No
86000,Other Income,Other Income,BAS Excluded,,No,No,No
90000,Other Expenses,Expense,BAS Excluded,,No,No,No
91000,Suspense,Expense,BAS Excluded,,No,No,No
91500,Accountants Adjustment account,Expense,BAS Excluded,,No,No,No
92000,Mike Walton - Tax Payments,Expense,BAS Excluded,,No,No,No
92500,Dividends,Expense,BAS Excluded,,No,No,No
93000,Income Tax Expense,Expense,BAS Excluded,,No,No,No
94000,Withhold Tax from the Bank,Expense,GST Free Expenses,,No,No,No
