Date,Amount,Description,Payee,Reference,Transaction type,Account Code,Tax,Bank,ITEM CODE,Currency rate,Tname,Toption,Tname 1,Toption1,Line Amount Type,Tax Amount,Currency Name
02/05/2022,7404.58,Superannuation April 2022,Quick Super,tfr-884,SPEND,21201.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
02/05/2022,5000.0,Aust Tax Office,Aust Tax Office,tfr-885,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
02/05/2022,2.51,Stripe,Stripe,tfr-888,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
03/05/2022,273.62,Slip standards for Europe (Invoice not given by Mick Walton) EU $177.42,European Standards ,tfr-891,SPEND,60012.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
06/05/2022,7310.0,Aust Tax Office,Aust Tax Office,tfr-896,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
09/05/2022,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-900,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
09/05/2022,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-901,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
09/05/2022,925.0,ISTS rent,ISTS rent,tfr-902,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
09/05/2022,0.0,ISTS rent,ISTS rent,tfr-902,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
11/05/2022,6.17,Stripe,Stripe,tfr-909,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
13/05/2022,10.0,ANZ Bank accounting servicing fee,ANZ Bank,tfr-913,SPEND,60001.0,GST Free Expenses,11111.0,,,,,,,Exclusive,0.0,
13/05/2022,2.61,Stripe,Stripe,tfr-914,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
13/05/2022,24.73,Car washing 861 BK7 Syney Apartment,Shamuel Pty Ltd,tfr-915,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,2.47,
16/05/2022,925.0,ISTS rent,ISTS rent,tfr-919,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
16/05/2022,0.0,ISTS rent,ISTS rent,tfr-919,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
16/05/2022,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-920,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
16/05/2022,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-921,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
16/05/2022,5000.0,Aust Tax Office,Aust Tax Office,tfr-923,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
17/05/2022,1000.0,Aust Tax Office,Aust Tax Office,tfr-926,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
18/05/2022,10.0,ANZ Bank accounting servicing fee,ANZ Bank,tfr-927,SPEND,60001.0,GST Free Expenses,11112.0,,,,,,,Exclusive,0.0,
18/05/2022,715.0,Refund to Skope Constructions for the duplicate payment of inoivce #68175,No Name,tfr-928,SPEND,43006.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
18/05/2022,3.96,Stripe,Stripe,tfr-929,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
18/05/2022,16.64,Car washing 049 DV7,Hoppys,tfr-930,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.66,
20/05/2022,10.09,Metro in Dubai,RTA Dubai Metro,tfr-935,SPEND,62507.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
21/05/2022,824.91,Mobile phone Dubai,Virgin Dubai,tfr-936,SPEND,62501.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
21/05/2022,70.11,Metro in Dubai,RTA Dubai Metro,tfr-937,SPEND,62507.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
21/05/2022,258.0,SIM card for mobile phone ,Dubai Marina Mall Dubai,tfr-938,SPEND,62501.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
23/05/2022,6480.9,GST onm importation pendulum WanmaLab invoice #003379,DHL Express  (Australia) Pty Ltd,tfr-939,SPEND,61707.0,GST on Expenses,11112.0,,,,,,,Exclusive,648.09,
23/05/2022,-6480.9,GST onm importation pendulum WanmaLab invoice #003379,DHL Express  (Australia) Pty Ltd,tfr-939,SPEND,61707.0,BAS Excluded,11112.0,,,,,,,Exclusive,0.0,
23/05/2022,88.0,GST onm importation pendulum WanmaLab invoice #003379,DHL Express  (Australia) Pty Ltd,tfr-939,SPEND,61707.0,BAS Excluded,11112.0,,,,,,,Exclusive,0.0,
23/05/2022,24.29,GST onm importation pendulum WanmaLab invoice #003379,DHL Express  (Australia) Pty Ltd,tfr-939,SPEND,61707.0,BAS Excluded,11112.0,,,,,,,Exclusive,0.0,
23/05/2022,925.0,ISTS rent,ISTS rent,tfr-944,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
23/05/2022,0.0,ISTS rent,ISTS rent,tfr-944,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
23/05/2022,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-945,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
23/05/2022,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-946,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
23/05/2022,2000.0,Aust Tax Office,Aust Tax Office,tfr-947,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
23/05/2022,1118.34,Accommodation Dubai,Sofitel Jumerai,tfr-948,SPEND,62503.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
25/05/2022,5.69,Stripe,Stripe,tfr-952,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
25/05/2022,6.17,Stripe,Stripe,tfr-952,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
26/05/2022,1897.5,Refund of dupicate payment for 3M Australia Pty Ltd,No Name,tfr-954,SPEND,43006.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
26/05/2022,487.66,Refund of duplicate payment for invoice #68485 Strata Plan 77313,Strata Plan 77313,tfr-955,SPEND,43006.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
26/05/2022,16.64,Car washing 559 ZDV,Hoppys,TFR-956,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.66,
27/05/2022,15.0,BMW (Finance)- Catch up instalment,BMW (Finance),tfr-959,SPEND,60001.0,GST Free Expenses,19001.0,,,,,,,Exclusive,0.0,
27/05/2022,1770.38,BMW (Finance)- Catch up instalment,BMW (Finance),tfr-959,SPEND,21301.0,BAS Excluded,19001.0,,,,,,,Exclusive,0.0,
27/05/2022,885.19,BMW (Finance)- Monthly instalment,BMW (Finance),tfr-960,SPEND,21301.0,BAS Excluded,19001.0,,,,,,,Exclusive,0.0,
27/05/2022,22.73,car washing 861 BK7,Shamuel Pty Ltd,tfr-961,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,2.27,
30/05/2022,10000.0,Aust Tax Office,Aust Tax Office,tfr-962,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/05/2022,925.0,ISTS rent,ISTS rent,tfr-965,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/05/2022,0.0,ISTS rent,ISTS rent,tfr-965,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/05/2022,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-966,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/05/2022,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-967,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/05/2022,-487.66,Reversal; tfr; 26/05/2022,No Name,CD000002-968,SPEND,43006.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
31/05/2022,8146.17,Superannuation May 2022,Quick Super,tfr-970,SPEND,21201.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
31/05/2022,3000.0,Aust Tax Office,Aust Tax Office,tfr-973,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
31/05/2022,1438.41,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,62002.0,GST on Expenses,21002.0,,,,,,,Exclusive,143.84,
31/05/2022,1192.22,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,62002.0,GST on Expenses,21002.0,,,,,,,Exclusive,119.22,
31/05/2022,178.05,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61801.0,GST on Expenses,21002.0,,,,,,,Exclusive,17.8,
31/05/2022,1053.98,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,62104.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
31/05/2022,34.0,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,60018.0,GST on Expenses,21002.0,,,,,,,Exclusive,3.4,
31/05/2022,205.69,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,60101.0,GST on Expenses,21002.0,,,,,,,Exclusive,20.57,
31/05/2022,1231.1,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61004.0,GST on Expenses,21002.0,,,,,,,Exclusive,123.11,
31/05/2022,254.88,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61301.0,GST on Expenses,21002.0,,,,,,,Exclusive,25.49,
31/05/2022,124.17,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61301.0,GST on Expenses,21002.0,,,,,,,Exclusive,12.42,
31/05/2022,80.96,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61301.0,GST on Expenses,21002.0,,,,,,,Exclusive,8.09,
31/05/2022,63.19,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61304.0,GST on Expenses,21002.0,,,,,,,Exclusive,6.32,
31/05/2022,9280.01,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61501.0,GST on Expenses,21002.0,,,,,,,Exclusive,928.0,
31/05/2022,181.81,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61502.0,GST on Expenses,21002.0,,,,,,,Exclusive,18.19,
31/05/2022,25.45,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61503.0,GST on Expenses,21002.0,,,,,,,Exclusive,2.55,
31/05/2022,3976.56,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61504.0,GST on Expenses,21002.0,,,,,,,Exclusive,397.65,
31/05/2022,306.78,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61505.0,GST on Expenses,21002.0,,,,,,,Exclusive,30.68,
31/05/2022,2726.21,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61506.0,GST on Expenses,21002.0,,,,,,,Exclusive,272.62,
31/05/2022,775.72,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,62112.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
31/05/2022,0.0,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61705.0,GST on Expenses,21002.0,,,,,,,Exclusive,0.0,
31/05/2022,90.91,Credit Card Transactions May 2022,Mick and Technicians,tfr-975,SPEND,61711.0,GST on Expenses,21002.0,,,,,,,Exclusive,9.09,
01/06/2022,3.38,Stripe,Stripe,tfr-978,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
01/06/2022,2.61,Stripe,Stripe,tfr-979,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
02/06/2022,6.08,Stripe,Stripe,tfr-982,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
02/06/2022,5.52,ANZ Visa New credit card 9489- Interest charged on purchases,No Name,tfr-983,SPEND,60001.0,GST Free Expenses,21002.0,,,,,,,Exclusive,0.0,
03/06/2022,2.51,Stripe,Stripe,tfr-985,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
03/06/2022,16.64,Car washing 215XRP,Hoppys Car wash,tfr-986,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.66,
06/06/2022,925.0,ISTS rent,ISTS rent,tfr-989,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
06/06/2022,0.0,ISTS rent,ISTS rent,tfr-989,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
06/06/2022,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-990,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
06/06/2022,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-991,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
07/06/2022,2000.0,Aust Tax Office,Aust Tax Office,tfr-994,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
10/06/2022,16.36,car washing 861BK7 in Sydney,Ampol Tempe,tfr-1004,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.64,
13/06/2022,10.0,ANZ Bank accoutning servicing fee,ANZ Bank,tfr-1005,SPEND,60001.0,GST Free Expenses,11111.0,,,,,,,Exclusive,0.0,
13/06/2022,925.0,ISTS rent,ISTS rent,tfr-1007,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/06/2022,0.0,ISTS rent,ISTS rent,tfr-1007,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/06/2022,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-1008,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/06/2022,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-1009,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/06/2022,3000.0,Aust Tax Office,Aust Tax Office,tfr-1010,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/06/2022,5000.0,Deposit payment RAV 4 #4 for James ,Servco Australia Morningside ,tfr-1012,SPEND,11304.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
13/06/2022,28.09,Apple cable for New Zealand Iphone,JB Hi- Fi,tfr-1013,SPEND,62114.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
15/06/2022,7000.0,Aust Tax Office,Aust Tax Office,tfr-1016,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
15/06/2022,12.72,Stripe,Stripe,tfr-1019,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
16/06/2022,267.3,Stripe,Stripe,tfr-1022,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
17/06/2022,5000.0,Aust Tax Office,Aust Tax Office,tfr-1023,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
17/06/2022,10.0,ANZ Bank accounting servicing fee,ANZ Bank,tfr-1026,SPEND,60001.0,GST Free Expenses,11112.0,,,,,,,Exclusive,0.0,
20/06/2022,925.0,ISTS rent,ISTS rent,tfr-1028,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
20/06/2022,0.0,ISTS rent,ISTS rent,tfr-1028,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
20/06/2022,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-1029,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
20/06/2022,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-1030,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
20/06/2022,5000.0,Aust Tax Office,Aust Tax Office,tfr-1032,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
24/06/2022,2.02,Stripe fees invoice # 68882 for Ceramic Consultants,Stripe,tfr-1048,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
27/06/2022,925.0,ISTS rent,ISTS rent,tfr-1050,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/06/2022,0.0,ISTS rent,ISTS rent,tfr-1050,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/06/2022,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-1051,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/06/2022,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-1052,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/06/2022,6.17,Stripe,Stripe,tfr-1054,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
27/06/2022,5.21,Stripe,Stripe,tfr-1055,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
27/06/2022,1.31,Stripe,Stripe,tfr-1056,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
27/06/2022,5000.0,Deposit Payment RAV 4 # 5,Servco Aust Morningside,tfr-1057,SPEND,11304.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
27/06/2022,885.19,BOQ Finance 049DVY,BOQ Finance 049DVY,tfr-1058,SPEND,21301.0,BAS Excluded,19001.0,,,,,,,Exclusive,0.0,
29/06/2022,2000.0,Aust Tax Office,Aust Tax Office,tfr-1064,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/06/2022,7415.4,Superannuation June 2022,Quick Super,tfr-1070,SPEND,21201.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/06/2022,5.59,Stripe- Fees charge on invoice # 47 Stripe for Frontline,Stripe,tfr-1072,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
30/06/2022,2716.19,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,62002.0,GST on Expenses,21002.0,,,,,,,Exclusive,271.62,
30/06/2022,1297.29,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,62002.0,GST on Expenses,21002.0,,,,,,,Exclusive,129.73,
30/06/2022,706.83,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,62104.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
30/06/2022,22.93,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,62106.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
30/06/2022,34.0,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,60018.0,GST on Expenses,21002.0,,,,,,,Exclusive,3.4,
30/06/2022,59.1,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,60101.0,GST on Expenses,21002.0,,,,,,,Exclusive,5.91,
30/06/2022,825.72,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61004.0,GST on Expenses,21002.0,,,,,,,Exclusive,82.57,
30/06/2022,405.59,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61301.0,GST on Expenses,21002.0,,,,,,,Exclusive,40.56,
30/06/2022,78.23,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61301.0,GST on Expenses,21002.0,,,,,,,Exclusive,7.82,
30/06/2022,248.95,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61304.0,GST on Expenses,21002.0,,,,,,,Exclusive,24.9,
30/06/2022,6561.43,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61501.0,GST on Expenses,21002.0,,,,,,,Exclusive,656.14,
30/06/2022,363.64,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61502.0,GST on Expenses,21002.0,,,,,,,Exclusive,36.36,
30/06/2022,30.91,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61503.0,GST on Expenses,21002.0,,,,,,,Exclusive,3.09,
30/06/2022,2971.37,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61504.0,GST on Expenses,21002.0,,,,,,,Exclusive,297.14,
30/06/2022,230.72,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61505.0,GST on Expenses,21002.0,,,,,,,Exclusive,23.07,
30/06/2022,3029.55,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61506.0,GST on Expenses,21002.0,,,,,,,Exclusive,302.96,
30/06/2022,535.08,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,62112.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
30/06/2022,76.24,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61705.0,GST on Expenses,21002.0,,,,,,,Exclusive,7.62,
30/06/2022,19.98,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61705.0,GST on Expenses,21002.0,,,,,,,Exclusive,2.0,
30/06/2022,126.43,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,62119.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
30/06/2022,45.45,Credit card expenses June 2022,Mick and Technicians,tfr-1073,SPEND,61711.0,GST on Expenses,21002.0,,,,,,,Exclusive,4.55,
01/07/2022,2000.0,Aust Tax Office,Aust Tax Office,tfr-1075,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
03/07/2022,16.64,Car washing 049DV7,Hoppysa Handwash Cafe,tfr-1077,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.66,
04/07/2022,925.0,ISTS rent,ISTS rent,tfr-1079,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
04/07/2022,0.0,ISTS rent,ISTS rent,tfr-1079,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
04/07/2022,636.36,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-1080,SPEND,62601.0,GST on Expenses,11111.0,,,,,,,Exclusive,63.64,
04/07/2022,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-1081,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
04/07/2022,8.86,Uber for Mick Walton in NZ,Uber NZ,tfr-1083,SPEND,62119.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
04/07/2022,8.55,Uber NZ for Mick Walton,Uber NZ,TFR-1084,SPEND,62119.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
05/07/2022,6503.7,DHL Express  (Australia) Pty Ltd- Customs import pendulum WammaLab invoice #003534,DHL Express  (Australia) Pty Ltd,tfr-1085,SPEND,61707.0,GST on Expenses,11112.0,,,,,,,Exclusive,650.37,
05/07/2022,-6503.7,DHL Express  (Australia) Pty Ltd- Customs import pendulum WammaLab invoice #003534,DHL Express  (Australia) Pty Ltd,tfr-1085,SPEND,61707.0,BAS Excluded,11112.0,,,,,,,Exclusive,0.0,
05/07/2022,88.0,DHL Express  (Australia) Pty Ltd- Customs import pendulum WammaLab invoice #003534,DHL Express  (Australia) Pty Ltd,tfr-1085,SPEND,61707.0,BAS Excluded,11112.0,,,,,,,Exclusive,0.0,
05/07/2022,24.37,DHL Express  (Australia) Pty Ltd- Customs import pendulum WammaLab invoice #003534,DHL Express  (Australia) Pty Ltd,tfr-1085,SPEND,61707.0,BAS Excluded,11112.0,,,,,,,Exclusive,0.0,
05/07/2022,262.17,Staff Indcentivs in NZ,Mewxico Britomart,tfr-1088,SPEND,62113.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
05/07/2022,30.27,Uber NZ Mick Walton,Uber NZ,tfr-1089,SPEND,62119.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
05/07/2022,69.54,Stagg incenttives in NZ,Ken Yakitory Road,tfr-1090,SPEND,62113.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
06/07/2022,44.96,Stripe,Stripe,tfr-1091,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
11/07/2022,925.0,ISTS rent,ISTS rent,tfr-1099,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
11/07/2022,0.0,ISTS rent,ISTS rent,tfr-1099,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
11/07/2022,636.36,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-1100,SPEND,62601.0,GST on Expenses,11111.0,,,,,,,Exclusive,63.64,
11/07/2022,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-1101,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/07/2022,10.0,ANZ Bank- Servicing Fee,ANZ Bank,tfr-1107,SPEND,60001.0,GST Free Expenses,11111.0,,,,,,,Exclusive,0.0,
13/07/2022,7.63,Stripe- Fee chrged invoice #49 Stripe The Coating Consultany,Stripe,tfr-1108,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
14/07/2022,4.33,Stripe- Fees charged by Stripe Adbri masonry invoice #50 Stripe,Stripe,tfr-1112,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
15/07/2022,5000.0,Aust Tax Office,Aust Tax Office,tfr-1115,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
15/07/2022,1000.0,Aust Tax Office,Aust Tax Office,tfr-1119,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
18/07/2022,925.0,ISTS rent,ISTS rent,tfr-1122,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
18/07/2022,0.0,ISTS rent,ISTS rent,tfr-1122,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
18/07/2022,636.36,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-1123,SPEND,62601.0,GST on Expenses,11111.0,,,,,,,Exclusive,63.64,
18/07/2022,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-1124,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
18/07/2022,10.0,ANZ Bank accounting servicing fee,ANZ Bank,tfr-1126,SPEND,60001.0,GST Free Expenses,11112.0,,,,,,,Exclusive,0.0,
18/07/2022,58.16,Stripe,Stripe,tfr-1127,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
18/07/2022,903.79,Clothes for Mick Walton as his bags did not arrive on time at the airport,Myer Perth,tfr-1128,SPEND,21401.0,GST on Expenses,21002.0,,,,,,,Exclusive,90.38,
20/07/2022,1000.0,Aust Tax Office,Aust Tax Office,tfr-1131,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
20/07/2022,487.66,Reimbursement duplicate payment invoice #00068485 as it was paid by Strata Plan on 23-05-2022,Pullman Magenta,tfr-1133,SPEND,43006.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
