*Code,*Name,*Type,*Tax Code,Description,Dashboard,Expense Claims,Enable Payments
54065,Sundry N-C Training,Direct Costs,BAS Excluded,,No,No,No
54070,Material/Venue Hire Training,Direct Costs,BAS Excluded,,No,No,No
54075,Sundry Km/Postage/Lunches TRA,Direct Costs,BAS Excluded,,No,No,No
55000,COST OF SALES NORTH AMERICA,Direct Costs,BAS Excluded,,No,No,No
55005,Wages North America,Direct Costs,BAS Excluded,,No,No,No
55010,Allowances North America,Direct Costs,BAS Excluded,,No,No,No
55015,Superannuation North America,Direct Costs,BAS Excluded,,No,No,No
55020,Consultants North America,Direct Costs,BAS Excluded,,No,No,No
55025,Direct On-Costs Chargeable NA,Direct Costs,BAS Excluded,,No,No,No
55030,COS Chargeable North America,Direct Costs,BAS Excluded,,No,No,No
55035,Km North America,Direct Costs,BAS Excluded,,No,No,No
55040,Domestic Travel North America,Direct Costs,BAS Excluded,,No,No,No
55045,Int Travel North America,Direct Costs,BAS Excluded,,No,No,No
55050,Direct On-Costs Non-Charge NA,Direct Costs,BAS Excluded,,No,No,No
55055,COS N-C North America,Direct Costs,BAS Excluded,,No,No,No
55060,Contract Establishment N-C NA,Direct Costs,BAS Excluded,,No,No,No
55065,Sundry N-C North America,Direct Costs,BAS Excluded,,No,No,No
56000,COST OF SALES EAST ASIA,Direct Costs,BAS Excluded,,No,No,No
56005,Wages East Asia,Direct Costs,BAS Excluded,,No,No,No
56010,Allowances East Asia,Direct Costs,BAS Excluded,,No,No,No
56020,Consultants East Asia,Direct Costs,BAS Excluded,,No,No,No
56025,Direct On-Costs Chargeable EA,Direct Costs,BAS Excluded,,No,No,No
56030,COS Chargeable East Asia,Direct Costs,BAS Excluded,,No,No,No
56035,Km East Asia,Direct Costs,BAS Excluded,,No,No,No
56040,Domestic Travel East Asia,Direct Costs,BAS Excluded,,No,No,No
56045,International Travel East Asia,Direct Costs,BAS Excluded,,No,No,No
56050,Direct On-Costs N-C East Asia,Direct Costs,BAS Excluded,,No,No,No
56055,COS Non-Chargeable East Asia,Direct Costs,BAS Excluded,,No,No,No
56060,Contract Estab N-C East Asia,Direct Costs,BAS Excluded,,No,No,No
56065,Sundry NonChargeable East Asia,Direct Costs,BAS Excluded,,No,No,No
57000,COST OF SALES CENTRAL ASIA,Direct Costs,BAS Excluded,,No,No,No
57005,Wages Central Asia,Direct Costs,BAS Excluded,,No,No,No
57010,Allowances Central Asia,Direct Costs,BAS Excluded,,No,No,No
57015,Superannuation Central Asia,Direct Costs,BAS Excluded,,No,No,No
57020,Consultants Central Asia,Direct Costs,BAS Excluded,,No,No,No
57025,Direct On-Costs Chargeable CA,Direct Costs,BAS Excluded,,No,No,No
57030,COS Chargeable Central Asia,Direct Costs,BAS Excluded,,No,No,No
57035,Km Central Asia,Direct Costs,BAS Excluded,,No,No,No
57040,Domestic Travel Central Asia,Direct Costs,BAS Excluded,,No,No,No
57045,International Travel CA,Direct Costs,BAS Excluded,,No,No,No
57050,Direct On-Costs N-C CA,Direct Costs,BAS Excluded,,No,No,No
57055,COS NonChargeable Central Asia,Direct Costs,BAS Excluded,,No,No,No
57060,Contract Estabment N-C CA,Direct Costs,BAS Excluded,,No,No,No
57065,Sundry N-C Central Asia,Direct Costs,BAS Excluded,,No,No,No
58000,COS ASSURANCE SERVICES,Direct Costs,BAS Excluded,,No,No,No
58005,Wages Assurance Services,Direct Costs,BAS Excluded,,No,No,No
58010,Allowances Assurance Services,Direct Costs,BAS Excluded,,No,No,No
58015,Superannuation Assurance Svcs,Direct Costs,BAS Excluded,,No,No,No
58020,Consultants Assurance Services,Direct Costs,BAS Excluded,,No,No,No
58025,Direct On-Costs Chargeable ASS,Direct Costs,BAS Excluded,,No,No,No
58030,COS Chargeable Assurance Svcs,Direct Costs,BAS Excluded,,No,No,No
58035,Km Assurance Services,Direct Costs,BAS Excluded,,No,No,No
58040,Domestic Travel Assurance Svcs,Direct Costs,BAS Excluded,,No,No,No
58045,International Travel Assurance,Direct Costs,BAS Excluded,,No,No,No
58050,Direct On-Costs N-C Assurance,Direct Costs,BAS Excluded,,No,No,No
58055,COS N-C Assurance Services,Direct Costs,BAS Excluded,,No,No,No
58060,Contract Estab N-C Assurance,Direct Costs,BAS Excluded,,No,No,No
58065,Sundry N-C Assurance Services,Direct Costs,BAS Excluded,,No,No,No
59000,COST OF SALES CONTRACTING,Direct Costs,BAS Excluded,,No,No,No
59005,Wages Contracting,Direct Costs,BAS Excluded,,No,No,No
59010,Allowances Contracting,Direct Costs,BAS Excluded,,No,No,No
59011,LAFHA Contracting,Direct Costs,BAS Excluded,,No,No,No
59012,Long Service Leave acc-Contr,Direct Costs,BAS Excluded,,No,No,No
59015,Superannuation Contracting,Direct Costs,BAS Excluded,,No,No,No
59016,Workers Comp Contracting,Direct Costs,BAS Excluded,,No,No,No
59017,Payroll Tax Contracting,Direct Costs,BAS Excluded,,No,No,No
59018,Accrued Annual Leave Contr,Direct Costs,BAS Excluded,,No,No,No
59019,Accrued Sick Leave Contracting,Direct Costs,BAS Excluded,,No,No,No
59020,Consultants Contracting,Direct Costs,BAS Excluded,,No,No,No
59021,Sub-Contracting Contracting,Direct Costs,BAS Excluded,,No,No,No
59025,Direct OnCosts Chargable Contr,Direct Costs,BAS Excluded,,No,No,No
59030,COS Charegeable Contracting,Direct Costs,BAS Excluded,,No,No,No
59035,Km Contracting,Direct Costs,BAS Excluded,,No,No,No
59040,Domestic Travel Contracting,Direct Costs,BAS Excluded,,No,No,No
59045,International Travel Contr,Direct Costs,BAS Excluded,,No,No,No
59050,Direct OnCosts NonCharge Contr,Direct Costs,BAS Excluded,,No,No,No
59055,COS Contracting N-C,Direct Costs,BAS Excluded,,No,No,No
59060,Contract Establishmnt Contr NC,Direct Costs,BAS Excluded,,No,No,No
59065,Sundry N-C Contracting,Direct Costs,BAS Excluded,,No,No,No
60000,Expenses,Expense,BAS Excluded,,No,No,No
61000,CORPORATE SERVICES,Expense,BAS Excluded,,No,No,No
61001,Admin Staff Expenses,Expense,BAS Excluded,,No,No,No
61005,Wages,Expense,BAS Excluded,,No,No,No
61006,Wages:JOBKEEPER-TOPUP,Expense,BAS Excluded,,No,No,No
61007,Wages Admin recovery,Expense,BAS Excluded,,No,No,No
61010,Consultants,Expense,BAS Excluded,,No,No,No
61015,Superannuation,Expense,BAS Excluded,,No,No,No
61020,Workers' Compensation,Expense,BAS Excluded,,No,No,No
61025,Payroll tax,Expense,BAS Excluded,,No,No,No
61027,Non Refundable Foreign Tax Cre,Expense,BAS Excluded,,No,No,No
61100,Admin Motor Vehicles,Expense,BAS Excluded,,No,No,No
61110,Fuel,Expense,GST on Expenses,,No,No,No
61120,Motor Vehicle Insurance,Expense,GST on Expenses,,No,No,No
61130,Lease,Expense,GST on Expenses,,No,No,No
61140,Licensing,Expense,GST on Expenses,,No,No,No
61150,Repairs & Maintenance,Expense,GST on Expenses,,No,No,No
61200,Admininstration Travel,Expense,BAS Excluded,,No,No,No
61210,Airfares Domestic,Expense,GST on Expenses,,No,No,No
61220,Airfares International,Expense,BAS Excluded,,No,No,No
61230,Accommodation,Expense,GST on Expenses,,No,No,No
61240,Kilometrage,Expense,BAS Excluded,,No,No,No
61250,Meals etc,Expense,GST on Expenses,,No,No,No
61260,Sundry Travel Expenses,Expense,GST on Expenses,,No,No,No
61300,Company Expenses,Expense,BAS Excluded,,No,No,No
61305,Accounting fees,Expense,GST on Expenses,,No,No,No
61310,Consultants - External,Expense,GST on Expenses,,No,No,No
61315,Doubtful Debts,Expense,BAS Excluded,,No,No,No
61316,WIP & Debtor Tidy up,Expense,BAS Excluded,,No,No,No
61320,Bank Charges,Expense,Input Taxed,,No,No,No
61325,Borrowing Costs,Expense,BAS Excluded,,No,No,No
61327,Business Insurance Costs,Expense,BAS Excluded,,No,No,No
61330,Credit Card Charges,Expense,BAS Excluded,,No,No,No
61331,Foreign Tax paid,Expense,BAS Excluded,,No,No,No
61335,Depreciation - Plant & Equip,Expense,BAS Excluded,,No,No,No
61336,Depreciation Office F&E,Expense,BAS Excluded,,No,No,No
61337,Depreciation-Computer equipmen,Expense,BAS Excluded,,No,No,No
61340,Depreciation - Motor Vehicles,Expense,BAS Excluded,,No,No,No
61345,Donations,Expense,GST on Expenses,,No,No,No
61346,Division 7a Loan Cleared (Prior Period),Expense,BAS Excluded,,No,No,No
61350,Certification Audit Fees,Expense,GST Free Expenses,,No,No,No
61351,ASIC Filing Fees,Expense,BAS Excluded,,No,No,No
61355,Fines & Penalties,Expense,BAS Excluded,,No,No,No
61360,Interest,Expense,BAS Excluded,,No,No,No
61361,"Int SIA Loan MNT 240,000,000",Expense,BAS Excluded,,No,No,No
61362,Interest on SIA short term loan,Expense,BAS Excluded,,No,No,No
61365,Legal expenses,Expense,GST on Expenses,,No,No,No
61370,Merchant Fees,Expense,GST on Expenses,,No,No,No
61372,Payroll Tax,Expense,BAS Excluded,,No,No,No
61375,Time Pro Hosting - Replicon,Expense,BAS Excluded,,No,No,No
61379,Scottish Pacific Interest,Expense,BAS Excluded,Interest charged on funds drawn,No,No,No
61380,Scottish Pacific Fees,Expense,GST on Expenses,Administration fee charged at 0.4% on invoices uploaded,No,No,No
61381,Small Amounts Written Off,Expense,BAS Excluded,,No,No,No
61390,Hire Purchase Charges,Expense,BAS Excluded,,No,No,No
61392,Hire of Motor Vehicle,Expense,BAS Excluded,,No,No,No
61400,Company Staff Expenses,Expense,BAS Excluded,,No,No,No
61401,Employee Share Scheme,Expense,BAS Excluded,,No,No,No
61405,Accrued Annual Leave,Expense,BAS Excluded,,No,No,No
61406,Accrued Long Service Leave,Expense,BAS Excluded,,No,No,No
61407,Accrued Sick Leave,Expense,BAS Excluded,,No,No,No
61410,Agency Staff Costs,Expense,GST on Expenses,,No,No,No
61415,Employment Expenses,Expense,GST on Expenses,,No,No,No
61420,LAFHA,Expense,BAS Excluded,,No,No,No
61425,Medical Expenses,Expense,GST on Expenses,,No,No,No
61430,Staff Amenities,Expense,GST on Expenses,,No,No,No
61445,Staff Entertainment,Expense,GST on Expenses,,No,No,No
61450,Staff Gifts,Expense,GST on Expenses,,No,No,No
61455,Staff Training,Expense,GST on Expenses,,No,No,No
61460,Traineeship Costs,Expense,GST on Expenses,,No,No,No
61465,Uniforms,Expense,GST on Expenses,,No,No,No
61470,Director / Board Fees,Expense,BAS Excluded,,No,No,No
61471,Redundancy - Edward Wilson,Expense,BAS Excluded,,No,No,No
61500,Company General Expenses,Expense,BAS Excluded,,No,No,No
61505,Advertising,Expense,GST on Expenses,,No,No,No
61510,Archiving,Expense,GST on Expenses,,No,No,No
61515,Courier,Expense,GST on Expenses,,No,No,No
61516,Division 7a Loans Cleared (Prior Period),Expense,BAS Excluded,,No,No,No
61520,Entertainment - Clients,Expense,GST Free Expenses,,No,No,No
61525,Gifts - Clients,Expense,GST on Expenses,,No,No,No
61530,Internet/Email,Expense,GST on Expenses,,No,No,No
61532,Computer Software/Licencing,Expense,GST on Expenses,,No,No,No
61533,Computer H/Ware Accessories,Expense,BAS Excluded,,No,No,No
61534,Computer IT Support,Expense,GST on Expenses,,No,No,No
61535,Magazines & Periodicals,Expense,GST on Expenses,,No,No,No
61540,Parking,Expense,GST on Expenses,,No,No,No
61545,Printing,Expense,GST on Expenses,,No,No,No
61550,Postage,Expense,GST on Expenses,,No,No,No
61555,Research & Development,Expense,GST on Expenses,,No,No,No
61560,Stationery & Consumables,Expense,GST on Expenses,,No,No,No
61565,Subscriptions & Memberships,Expense,GST on Expenses,,No,No,No
61570,Taxis,Expense,GST on Expenses,,No,No,No
61575,Telephones,Expense,GST on Expenses,,No,No,No
61580,Website,Expense,GST on Expenses,,No,No,No
61590,Loss on Sale of Assets,Expense,BAS Excluded,,No,No,No
61600,Premises,Expense,BAS Excluded,,No,No,No
61605,Rent & Outgoings,Expense,GST on Expenses,,No,No,No
61606,Sub lease PICS,Expense,BAS Excluded,,No,No,No
61610,Cleaning,Expense,GST on Expenses,,No,No,No
61615,Electricity,Expense,GST on Expenses,,No,No,No
61620,Gas,Expense,GST on Expenses,,No,No,No
61625,Insurance,Expense,GST on Expenses,,No,No,No
61630,Rates & Taxes,Expense,GST Free Expenses,,No,No,No
61635,Repairs & Maintenance,Expense,GST on Expenses,,No,No,No
61640,Venue Hire,Expense,GST on Expenses,,No,No,No
61645,Virtual Offices,Expense,GST on Expenses,,No,No,No
61650,Water,Expense,BAS Excluded,,No,No,No
61700,Company Marketing/Development,Expense,BAS Excluded,,No,No,No
61705,Advertising,Expense,GST on Expenses,,No,No,No
61710,Airfares,Expense,GST on Expenses,,No,No,No
61715,Accommodation,Expense,GST on Expenses,,No,No,No
61720,Entertainment - Client,Expense,GST Free Expenses,,No,No,No
61725,Gifts - Clients,Expense,GST on Expenses,,No,No,No
61730,Legal Expenses,Expense,GST on Expenses,,No,No,No
61735,Meals,Expense,GST on Expenses,,No,No,No
61740,Parking,Expense,GST on Expenses,,No,No,No
61745,Printing,Expense,GST on Expenses,,No,No,No
61748,Public Relations / Promotion,Expense,GST on Expenses,,No,No,No
61750,Research & Development,Expense,BAS Excluded,,No,No,No
61755,Stationery & Consumables,Expense,GST on Expenses,,No,No,No
61760,Taxis,Expense,GST on Expenses,,No,No,No
61765,Wages,Expense,BAS Excluded,,No,No,No
61770,Website,Expense,GST on Expenses,,No,No,No
61800,Plant & Equipment,Expense,BAS Excluded,,No,No,No
61810,Equipment Hire/Lease,Expense,GST on Expenses,,No,No,No
61820,Equip Repairs & Maintenance,Expense,GST on Expenses,,No,No,No
61900,Sustainability Intl,Expense,BAS Excluded,,No,No,No
61905,Wages -SIA,Expense,BAS Excluded,,No,No,No
61911,Accrued Annual Leave SIA,Expense,BAS Excluded,,No,No,No
61912,Accrued Long Service Leave,Expense,BAS Excluded,,No,No,No
61915,Superannuation-SIA,Expense,BAS Excluded,,No,No,No
62000,ENVIRONMENT,Expense,BAS Excluded,,No,No,No
62010,Employment Expenses - ENV,Expense,BAS Excluded,,No,No,No
62150,Repair&Mtce MV - ENV,Expense,BAS Excluded,,No,No,No
62160,Bank Charges- ENV,Expense,BAS Excluded,,No,No,No
62300,General Expenses Environment,Expense,BAS Excluded,,No,No,No
62305,Advertising Environment,Expense,GST on Expenses,,No,No,No
62310,Archiving Environment,Expense,GST on Expenses,,No,No,No
62311,Computer Software-ENV,Expense,BAS Excluded,,No,No,No
62312,Computer H/Ware AccessoriesENV,Expense,BAS Excluded,,No,No,No
62315,Couriers Environment,Expense,GST on Expenses,,No,No,No
62316,Credit Card Charges-ENV,Expense,BAS Excluded,,No,No,No
62317,Donation - ENV,Expense,BAS Excluded,,No,No,No
62320,Entertainment Client ENV,Expense,GST on Expenses,,No,No,No
62323,Fuel,Expense,GST on Expenses,,No,No,No
62324,Fines & Penalties -ENV,Expense,BAS Excluded,,No,No,No
62325,Gifts Clients Environment,Expense,GST on Expenses,,No,No,No
62327,Insurances,Expense,BAS Excluded,,No,No,No
62330,Internet Email Environment,Expense,GST on Expenses,,No,No,No
62335,Magazines & Periodicals ENV,Expense,GST on Expenses,,No,No,No
62336,Office Rent - ENV,Expense,BAS Excluded,,No,No,No
62340,Parking Environment,Expense,GST on Expenses,,No,No,No
62345,Printing Environment,Expense,GST on Expenses,,No,No,No
62350,Postage Environment,Expense,GST on Expenses,,No,No,No
62355,Research & Development ENV,Expense,GST on Expenses,,No,No,No
62360,Stationery & Consumables ENV,Expense,GST on Expenses,,No,No,No
62365,Subscriptions & Membership ENV,Expense,GST on Expenses,,No,No,No
62367,Staff Amenities-ENV,Expense,BAS Excluded,,No,No,No
62370,Taxis Environment,Expense,GST on Expenses,,No,No,No
62375,Telephone Environment,Expense,GST on Expenses,,No,No,No
62377,Staff Training ENV,Expense,BAS Excluded,,No,No,No
62380,Website Environment,Expense,GST on Expenses,,No,No,No
62465,Uniform -ENV,Expense,BAS Excluded,,No,No,No
62600,Travel Expenses Environment,Expense,BAS Excluded,,No,No,No
62610,Airfares Domestic Environment,Expense,GST on Expenses,,No,No,No
62620,Airfares International ENV,Expense,BAS Excluded,,No,No,No
62630,Accommodation Environment,Expense,GST on Expenses,,No,No,No
62640,Kilometres Environment,Expense,BAS Excluded,,No,No,No
62650,Meals etc Environment,Expense,GST on Expenses,,No,No,No
62660,Sundry Travel Expenses ENV,Expense,GST on Expenses,,No,No,No
62700,Marketing & Development ENV,Expense,BAS Excluded,,No,No,No
62705,Advertising Environment,Expense,GST on Expenses,,No,No,No
62710,Airfares Environment,Expense,BAS Excluded,,No,No,No
62715,Accommodation Environment,Expense,GST on Expenses,,No,No,No
62720,Entertainment Client ENV,Expense,GST on Expenses,,No,No,No
62725,Gifts Client Environment,Expense,GST on Expenses,,No,No,No
62730,Legal Expenses Environment,Expense,GST on Expenses,,No,No,No
62735,Meals Environment,Expense,GST on Expenses,,No,No,No
62740,Parking Environment,Expense,GST on Expenses,,No,No,No
62745,Printing Environment,Expense,GST on Expenses,,No,No,No
62750,Research & Development ENV,Expense,BAS Excluded,,No,No,No
62755,Stationery & Consumables ENV,Expense,GST on Expenses,,No,No,No
62760,Taxis Environment,Expense,GST on Expenses,,No,No,No
62765,Wages Environment,Expense,BAS Excluded,,No,No,No
62770,Website Environment,Expense,GST on Expenses,,No,No,No
63000,SAFETY,Expense,BAS Excluded,,No,No,No
63010,Employment Expenses- Safety,Expense,BAS Excluded,,No,No,No
63150,Repair&Mtce MV- Safety,Expense,BAS Excluded,,No,No,No
63160,Bank Charges- Safety,Expense,BAS Excluded,,No,No,No
63300,General Expenses Safety,Expense,BAS Excluded,,No,No,No
63305,Advertising Safety,Expense,GST on Expenses,,No,No,No
63310,Archiving Safety,Expense,GST on Expenses,,No,No,No
63311,Computer Software-Safety,Expense,BAS Excluded,,No,No,No
63312,Computer HWare Access: Safety,Expense,BAS Excluded,,No,No,No
63315,Couriers Safety,Expense,GST on Expenses,,No,No,No
63316,Credit Card charges-Safety,Expense,BAS Excluded,,No,No,No
63317,Donation - Safety,Expense,BAS Excluded,,No,No,No
63320,Entertainment Clients Safety,Expense,GST Free Expenses,,No,No,No
63323,Fuel -Safety,Expense,BAS Excluded,,No,No,No
63324,Fines & Penalties - Safety,Expense,BAS Excluded,,No,No,No
63325,Gifts Clients Safety,Expense,GST on Expenses,,No,No,No
63327,Insurances,Expense,BAS Excluded,,No,No,No
63328,Depreciation P&E Safety,Expense,BAS Excluded,,No,No,No
63330,Internet/Email Safety,Expense,GST on Expenses,,No,No,No
63335,Magazines & Periodicals Safety,Expense,GST on Expenses,,No,No,No
63340,Parking Safety,Expense,GST on Expenses,,No,No,No
63345,Printing Safety,Expense,GST on Expenses,,No,No,No
63350,Postage Safety,Expense,GST on Expenses,,No,No,No
63355,Research & Development Safety,Expense,GST on Expenses,,No,No,No
63360,Stationery & Consumable Safety,Expense,GST on Expenses,,No,No,No
63365,Subscript'n & Memb'ship Safety,Expense,GST on Expenses,,No,No,No
63367,Staff Amenities- Safety,Expense,BAS Excluded,,No,No,No
63370,Taxis Safety,Expense,GST on Expenses,,No,No,No
63375,Telephone Safety,Expense,GST on Expenses,,No,No,No
63377,Staff Training OHS,Expense,BAS Excluded,,No,No,No
63380,Website Safety,Expense,GST on Expenses,,No,No,No
63465,Uniform - Safety,Expense,BAS Excluded,,No,No,No
63600,Travel Expenses Safety,Expense,BAS Excluded,,No,No,No
63610,Airfares Domestic Safety,Expense,GST on Expenses,,No,No,No
63620,Airfares International Safety,Expense,BAS Excluded,,No,No,No
63630,Accommodation Safety,Expense,GST on Expenses,,No,No,No
63640,Kilometres Safety,Expense,BAS Excluded,,No,No,No
63650,Meals etc Safety,Expense,GST on Expenses,,No,No,No
63660,Sundry Travel Expenses Safety,Expense,GST on Expenses,,No,No,No
63700,Marketing & Development Safety,Expense,BAS Excluded,,No,No,No
63705,Advertising Safety,Expense,GST on Expenses,,No,No,No
63710,Airfares Safety,Expense,GST on Expenses,,No,No,No
63715,Accommodation Safety,Expense,GST on Expenses,,No,No,No
63720,Entertainment Client Safety,Expense,GST on Expenses,,No,No,No
63725,Gifts Client Safety,Expense,GST on Expenses,,No,No,No
63730,Legal Expenses Safety,Expense,GST on Expenses,,No,No,No
63735,Meals Safety,Expense,GST on Expenses,,No,No,No
63740,Parking Safety,Expense,GST on Expenses,,No,No,No
63745,Printing Safety,Expense,GST on Expenses,,No,No,No
63750,Research & Development Safety,Expense,BAS Excluded,,No,No,No
63755,Stationery & Consumable Safety,Expense,BAS Excluded,,No,No,No
63760,Taxis Safety,Expense,GST on Expenses,,No,No,No
63765,Wages Safety,Expense,BAS Excluded,,No,No,No
63770,Website Safety,Expense,GST on Expenses,,No,No,No
64000,TRAINING,Expense,BAS Excluded,,No,No,No
64140,Employment Expenses-TRA,Expense,BAS Excluded,,No,No,No
64150,Repair&Mtce MV- TRA,Expense,BAS Excluded,,No,No,No
64160,Bank Charges- TRA,Expense,BAS Excluded,,No,No,No
64300,General Expenses Training,Expense,BAS Excluded,,No,No,No
64305,Advertising Training,Expense,GST on Expenses,,No,No,No
64310,Archiving Training,Expense,GST on Expenses,,No,No,No
64311,Computer Software-TRA,Expense,BAS Excluded,,No,No,No
64312,Computer HWare Access:-TRA,Expense,BAS Excluded,,No,No,No
64315,Couriers Training,Expense,GST on Expenses,,No,No,No
64316,Credit Card charges-TRA,Expense,BAS Excluded,,No,No,No
64317,Donation- TRA,Expense,BAS Excluded,,No,No,No
64320,Entertainment Client Training,Expense,GST on Expenses,,No,No,No
64323,Fuel - Training,Expense,GST on Expenses,,No,No,No
64324,Fines & Panelties- TRA,Expense,BAS Excluded,,No,No,No
64325,Gifts Clients Training,Expense,GST on Expenses,,No,No,No
64327,Insurances,Expense,BAS Excluded,,No,No,No
64330,Internet/Email Training,Expense,GST on Expenses,,No,No,No
64335,Magazines & Periodicals TRA,Expense,GST on Expenses,,No,No,No
64340,Parking Training,Expense,GST on Expenses,,No,No,No
64345,Printing Training,Expense,GST on Expenses,,No,No,No
64350,Postage Training,Expense,GST on Expenses,,No,No,No
64352,Programs - Training,Expense,BAS Excluded,,No,No,No
64355,Research & Development TRA,Expense,GST on Expenses,,No,No,No
64360,Stationery & Consumables TRA,Expense,GST on Expenses,,No,No,No
64365,Subscriptions & Membership TRA,Expense,GST on Expenses,,No,No,No
64367,Staff Amenities-TRA,Expense,BAS Excluded,,No,No,No
64370,Taxis Training,Expense,GST on Expenses,,No,No,No
64375,Telephone Training,Expense,GST on Expenses,,No,No,No
64377,Staff Training TRA,Expense,BAS Excluded,,No,No,No
64380,Website Training,Expense,GST on Expenses,,No,No,No
64600,Travel Expenses Training,Expense,BAS Excluded,,No,No,No
64610,Airfares Domestic Training,Expense,GST on Expenses,,No,No,No
64620,Airfares International TRA,Expense,BAS Excluded,,No,No,No
64630,Accommodation Training,Expense,GST on Expenses,,No,No,No
64640,Kilometres Training,Expense,BAS Excluded,,No,No,No
64650,Meals etc Training,Expense,GST on Expenses,,No,No,No
64660,Sundry Travel Expenses,Expense,GST on Expenses,,No,No,No
64700,Marketing & Development TRA,Expense,BAS Excluded,,No,No,No
64705,Advertising Training,Expense,GST on Expenses,,No,No,No
64710,Airfares Training,Expense,GST on Expenses,,No,No,No
64715,Accommodation Training,Expense,GST on Expenses,,No,No,No
64720,Entertainment Client Training,Expense,GST on Expenses,,No,No,No
64725,Gifts Client Training,Expense,GST on Expenses,,No,No,No
64730,Legal Expenses Training,Expense,GST on Expenses,,No,No,No
64735,Meals Training,Expense,GST on Expenses,,No,No,No
64740,Parking Training,Expense,GST on Expenses,,No,No,No
64745,Printing Training,Expense,GST on Expenses,,No,No,No
64750,Research & Development TRA,Expense,BAS Excluded,,No,No,No
64755,Stationery & Consumables TRA,Expense,GST on Expenses,,No,No,No
64760,Taxis Training,Expense,GST on Expenses,,No,No,No
64765,Wages Training,Expense,BAS Excluded,,No,No,No
64770,Website Training,Expense,GST on Expenses,,No,No,No
65000,NORTH AMERICA,Expense,BAS Excluded,,No,No,No
65120,Workers Compensation SNA,Expense,BAS Excluded,,No,No,No
65300,General Expenses North America,Expense,BAS Excluded,,No,No,No
65304,Accounting fee North America,Expense,GST on Expenses,,No,No,No
65305,Advertising North America,Expense,GST on Expenses,,No,No,No
65310,Archiving North America,Expense,GST on Expenses,,No,No,No
65315,Couriers North America,Expense,GST on Expenses,,No,No,No
65317,Deprecitaton-Cap Assets SNA,Expense,GST on Expenses,,No,No,No
65325,Gifts Client North America,Expense,GST on Expenses,,No,No,No
65330,Internet/Email North America,Expense,GST on Expenses,,No,No,No
65335,Magazines & Periodicals NA,Expense,GST on Expenses,,No,No,No
65337,Office Expenses North America,Expense,BAS Excluded,,No,No,No
65338,Office Rent North America,Expense,GST on Expenses,,No,No,No
65340,Parking North America,Expense,GST on Expenses,,No,No,No
65345,Printing North America,Expense,GST on Expenses,,No,No,No
65350,Postage North America,Expense,GST on Expenses,,No,No,No
65355,Research & Development NA,Expense,GST on Expenses,,No,No,No
65360,Stationery & Consumables NA,Expense,GST on Expenses,,No,No,No
65365,Subscriptions & Membership NA,Expense,GST on Expenses,,No,No,No
65370,Taxis North America,Expense,GST on Expenses,,No,No,No
65375,Telephone North America,Expense,GST on Expenses,,No,No,No
65380,Website North America,Expense,GST on Expenses,,No,No,No
65600,Travel Expenses North America,Expense,BAS Excluded,,No,No,No
65610,Airfare Domestic North America,Expense,GST on Expenses,,No,No,No
65620,Airfares International NA,Expense,BAS Excluded,,No,No,No
65630,Accommodation North America,Expense,GST on Expenses,,No,No,No
65640,Kilometres North America,Expense,BAS Excluded,,No,No,No
65650,Meals etc North America,Expense,GST on Expenses,,No,No,No
65660,Sundry Travel Expenses,Expense,GST on Expenses,,No,No,No
65700,Marketing & Development NA,Expense,BAS Excluded,,No,No,No
65705,Advertising North America,Expense,GST on Expenses,,No,No,No
65710,Airfares North America,Expense,GST on Expenses,,No,No,No
65715,Accommodation North America,Expense,GST on Expenses,,No,No,No
65720,Entertainment Client NA,Expense,GST on Expenses,,No,No,No
65725,Gifts Client North America,Expense,GST on Expenses,,No,No,No
65730,Legal Expenses North America,Expense,GST on Expenses,,No,No,No
65735,Meals North America,Expense,GST on Expenses,,No,No,No
65740,Parking North America,Expense,GST on Expenses,,No,No,No
65745,Printing North America,Expense,GST on Expenses,,No,No,No
65750,Research & Development NA,Expense,BAS Excluded,,No,No,No
65755,Stationery & Consumables NA,Expense,GST on Expenses,,No,No,No
65760,Taxis North America,Expense,GST on Expenses,,No,No,No
65765,Wages North America,Expense,BAS Excluded,,No,No,No
65770,Website North America,Expense,GST on Expenses,,No,No,No
66000,EAST ASIA,Expense,BAS Excluded,,No,No,No
66005,Accounting Fees SEA,Expense,BAS Excluded,,No,No,No
66015,Bank Charges SEA,Expense,BAS Excluded,,No,No,No
66105,Wages SEA,Expense,BAS Excluded,,No,No,No
66155,Staff Amenities SEA,Expense,BAS Excluded,,No,No,No
66210,Rent & Outgoings SEA,Expense,BAS Excluded,,No,No,No
66300,General Expenses East Asia,Expense,BAS Excluded,,No,No,No
66305,Advertising East Asia,Expense,GST on Expenses,,No,No,No
66310,Archiving East Asia,Expense,GST on Expenses,,No,No,No
66315,Couriers East Asia,Expense,GST on Expenses,,No,No,No
66320,Entertainment Client East Asia,Expense,GST on Expenses,,No,No,No
66325,Gifts Client East Asia,Expense,GST on Expenses,,No,No,No
66330,Internet/Email East Asia,Expense,GST on Expenses,,No,No,No
66335,Magazines & Periodicals EA,Expense,GST on Expenses,,No,No,No
66340,Parking East Asia,Expense,GST on Expenses,,No,No,No
66345,Printing East Asia,Expense,GST on Expenses,,No,No,No
66350,Postage East Asia,Expense,GST on Expenses,,No,No,No
66355,Research & Development EA,Expense,GST on Expenses,,No,No,No
