Account Number,Account Name,Header,Balance,Account Type,Last Cheque Number,Tax Code,Currency Code,Inactive Account,AccountantLink Code,BSB Number,B/Account Number,B/Account Name,Company Trading Name,Create Bank Files,Bank Code,Direct Entry User ID,Self Balancing Transaction,Description,Classification for Statement of Cash Flow,Subtotal Header Accounts
91201,C19 - work travel,,£0.00,Other Expense,,GST,,N,,,,,,,,,,,,
92000,Income Tax,,£0.00,Other Expense,,N-T,,N,,,,,,,,,,,,
92001,R&D Recoupment Tax,,£0.00,Other Expense,,N-T,,N,,,,,,,,,,,,
92100,Overseas Tax Treaty,,£0.00,Other Expense,,N-T,,N,,,,,,,,,,,,
92500,Realised FX Gain/Loss,,£0.00,Other Expense,,EXP,,N,,,,,,,,,,,,
92510,Unrealised FX Losses,,£69.70,Other Expense,,N-T,,N,,,,,,,,,,,,
92600,Depreciation - Fixed Assets,,"£410,738.77",Other Expense,,N-T,,N,,,,,,,,,,,,
92680,Commissions Paid,,£0.00,Other Expense,,EXP,,Y,,,,,,,,,,,,
92700,PIL,,£0.00,Other Expense,,N-T,,Y,,,,,,,,,,,,
92800,PIL,,£0.00,Other Expense,,N-T,,Y,,,,,,,,,,,,
92900,New Account,,£0.00,Other Expense,,N-T,,Y,,,,,,,,,,,,
93000,Bad Debt/Written Off/Doubtful Debt,,£0.00,Other Expense,,N-T,,N,,,,,,,,,,,,
93500,Other Employment Expenses,H,"£17,787.23",Other Expense,,,,N,,,,,,,,,,,,Y
93510,LSL Expense,,£996.52,Other Expense,,N-T,,N,,,,,,,,,,,,
93610,Annual Leave Expense,,"£16,790.71",Other Expense,,N-T,,N,,,,,,,,,,,,
94000,To Be Verified,,£0.00,Other Expense,,N-T,,Y,,,,,,,,,,,,
