Account Number,Account Name,Header,Balance,Account Type,Last Cheque Number,Tax Code,Currency Code,Inactive Account,AccountantLink Code,BSB Number,B/Account Number,B/Account Name,Company Trading Name,Create Bank Files,Bank Code,Direct Entry User ID,Self Balancing Transaction,Description,Classification for Statement of Cash Flow,Subtotal Header Accounts
69930,XXXT&E Transport-Trade Show AUS,,£0.00,Expense,,GST,,Y,,,,,,,,,,transport costs re attendance at Aus Trade Shows,,
69931,XXXAUS Trade Shows - F/Little,,£0.00,Expense,,GST,,Y,,,,,,,,,,Accom expense re attendance at Trade Shows within Australia,,
69932,XXXT&E-Staff Meals-Trade shows Au,,£0.00,Expense,,FRE,,Y,,,,,,,,,,Staff meals re attendance at Trade Shows within Australia,,
69933,XXXEntertainment-Trade shows Aus,,£0.00,Expense,,FRE,,Y,,,,,,,,,,entertaining clients/suppliers re Trade Shows within Australia,,
69934,XXXT&E transport re Customer Meet,,£0.00,Expense,,GST,,Y,,,,,,,,,,transport costs re contact with customers,,
69935,XXXT&E Accom re Customer liason,,£0.00,Expense,,GST,,Y,,,,,,,,,,Accom costs associated with customer meetings/ sales generation,,
69936,XXXEntertainment re customer lias,,£0.00,Expense,,FRE,,Y,,,,,,,,,,entertainment of customers,,
69937,XXXT&E Transport-Supplier Meeting,,£0.00,Expense,,GST,,Y,,,,,,,,,,transport costs associated with attending supplier meetings,,
69938,XXXT&E staff Meal reSupplierMeet,,£0.00,Expense,,GST,,Y,,,,,,,,,,staff meals re travel associated with supplier meetings,,
69939,XXXEntertainment re supplier meet,,£0.00,Expense,,FRE,,Y,,,,,,,,,,entertainment expense re supplier meetings,,
69940,XXXT&E Transport-Staff Events,,£0.00,Expense,,GST,,Y,,,,,,,,,,transport associated with attendance at staff events,,
69941,XXXT&E Accom-Staff Events,,£0.00,Expense,,GST,,Y,,,,,,,,,,Accom re attendance at staff events,,
69942,XXXT&E Meals- Staff Events,,£0.00,Expense,,FRE,,Y,,,,,,,,,,,,
69943,XXXEntertainment- Staff Events,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
69944,XXXT&E staff Meal-Customer liason,,£0.00,Expense,,GST,,Y,,,,,,,,,,staff meals re travel associated with sales generation,,
69945,XXXT&E Accom-O/S Trade Show,,£0.00,Expense,,FRE,,Y,,,,,,,,,,,,
69946,XXXCredit card fees,,£0.00,Expense,,FRE,,Y,,,,,,,,,,,,
69947,XXXProduct Development-F/Little,,£0.00,Expense,,GST,,Y,,,,,,,,,,,,
69948,XXXMarketing & Promotional ,,£0.00,Expense,,GST,,Y,,,,,,,,,,,,
69949,XXXWarranty Expense,,£0.00,Expense,,GST,,Y,,,,,,,,,,,,
69950,XXXRENT - AG AUTO,,£0.00,Expense,,GST,,Y,,,,,,,,,,ACCOMODATION,,
69951,"XXXAdvertising,Promos - F/Little",,£0.00,Expense,,GST,,Y,,,,,,,,,,,,
69952,XXXPackaging Materials-F/Little,,£0.00,Expense,,GST,,Y,,,,,,,,,,,,
69953,XXXCleaning,,£0.00,Expense,,GST,,Y,,,,,,,,,,,,
69954,XXXTrailer Expense,,£0.00,Expense,,GST,,Y,,,,,,,,,,,,
69955,XXXOffice Equipment,,£0.00,Expense,,GST,,Y,,,,,,,,,,,,
69956,XXXT&E Accom-Supplier Meetings,,£0.00,Expense,,GST,,Y,,,,,,,,,,accom costs re attending supplier meetings,,
80000,Other Income,H,"£78,440.66",Other Income,,,,N,,,,,,,,,,,,Y
81000,Cash Flow Boost - ATO N/A,,£0.00,Other Income,,N-T,,N,,,,,,,,,,,,
81100,Capital Gains,,£0.00,Other Income,,N-T,,N,,,,,,,,,,,,
81200,Commision Income,,£0.00,Other Income,,GST,,N,,,,,,,,,,,,
81300,Commission-Overseas suppliers,,"£78,418.15",Other Income,,EXP,,N,,,,,,,,,,Commission paid to Ag Auto from overseas suppliers,,
81400,Consultancy Income,,£0.00,Other Income,,GST,,N,,,,,,,,,,,,
81500,Distrubition from Trusts,,£0.00,Other Income,,N-T,,N,,,,,,,,,,,,
81600,Employee FBT Contributions,,£0.00,Other Income,,GST,,N,,,,,,,,,,,,
81700,Foreign Exchange Profit,,£0.00,Other Income,,N-T,,N,,,,,,,,,,,,
81800,Interest Income,,£22.51,Other Income,,FRE,,N,,,,,,,,,,,,
81900,Profit on Sale of Assets,,£0.00,Other Income,,N-T,,N,,,,,,,,,,,,
90000,Other Expense,H,£0.00,Other Expense,,,,N,,,,,,,,,,,,Y
91000,Income Tax Expense,,£0.00,Other Expense,,N-T,,N,,,,,,,,,,,,
99000,XXXNon Deductible Expenditure,,£0.00,Other Expense,,N-T,,Y,,,,,,,,,,,,
99100,XXXInterest Exp-Trade Finance,,£0.00,Other Expense,,FRE,,Y,,,,,,,,,,refinance terest charge on trade finance,,
99200,XXXCommission,,£0.00,Other Expense,,N-T,,Y,,,,,,,,,,,,
99300,XXXInterest Expense,,£0.00,Other Expense,,FRE,,Y,,,,,,,,,,,,
