Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Description,Account No.,Amount,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autopro Parafield,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6523,24/10/2023,696820,,P,dyno,51111,$38.17,,JOB NO:,Purchase; Autopro Parafield,,GST,$3.82,$0.00,GST,$0.00,B,,,5,1,30,0,$41.99,,*None,3133
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axima Logistics,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6369,25/10/2023,S00487119,,P,gst on import Alan Johnson/Big Shaun,21340,"$2,035.94",,,Purchase; Axima Logistics,,IMP,"$2,035.94",$0.00,FRE,$0.00,B,,,5,1,30,0,"$4,286.88",,*None,3237
Axima Logistics,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6369,25/10/2023,S00487119,,P,Quarantine Processing Charge,61010,$63,,,Purchase; Axima Logistics,,FRE,$0.00,$0.00,FRE,$0.00,B,,,5,1,30,0,"$4,286.88",,*None,3237
Axima Logistics,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6369,25/10/2023,S00487119,,P,Declaration Processing Charge,61010,$152,,,Purchase; Axima Logistics,,FRE,$0.00,$0.00,FRE,$0.00,B,,,5,1,30,0,"$4,286.88",,*None,3237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6397,25/10/2023,14403,,P,valve stem seals,51111,-$26.83,,JOB NO:,Purchase; APD,,GST,-$2.68,$0.00,GST,$0.00,B,,,5,1,30,0,-$29.51,,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goleby's,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6398,25/10/2023,93575,,P,2JZ rear seals,51111,$262.28,,JOB NO:,Purchase; Goleby's,,GST,$26.23,$0.00,GST,$0.00,B,,,5,1,30,0,$288.51,,*None,2233
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabre Australia,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6426,25/10/2023,399738,,P,ARP-AP5.200-1LGB Head Studs,51120,$911.25,,JOB NO:,Purchase; Fabre Australia,,GST,$91.13,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,002.38",,*None,1009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGN Tooling Grinding services,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6395,26/10/2023,24233,,P,"1/2"" reamer",69300,$338,,JOB NO:,Purchase; NGN Tooling Grinding services,,GST,$33.8,$0.00,GST,$0.00,B,,,5,1,30,0,$371.8,,*None,1276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nason,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6434,26/10/2023,2683028,,P,RB30 Billet Head,51111,$95.82,,JOB NO:,Purchase; Nason,,GST,$9.58,$0.00,GST,$0.00,B,,,5,1,30,0,$105.4,,*None,1243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Miller Engineering,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6487,27/10/2023,100579,,P,pistons for larson,51140,"$5,746.03",,,Purchase; Bill Miller Engineering,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.650884,5,1,30,0,"$5,746.03",,*None,1286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHL Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6526,27/10/2023,ADLR000474836,,P,Jonathon Malta,61020,$124.81,,JOB NO:,Purchase; DHL Express,,GST,$12.48,$0.00,GST,$0.00,B,,,5,1,30,0,$137.29,,*None,1236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Miller Engineering,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6609,27/10/2023,100580,,P,Larson Pistons,51140,"$2,573.7",,,Purchase; Bill Miller Engineering,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.666628,5,1,30,0,"$2,573.7",,*None,1286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNT Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6528,28/10/2023,67583481 wk22,,P,Domestic freight wk 22,61018,$557.45,,JOB NO:,Purchase; TNT Express,,GST,$55.75,$0.00,GST,$0.00,B,,,5,1,30,0,$613.2,,*None,969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surman Metals,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6447,30/10/2023,I280021,,P,Ali Plate Windsor TC,51120,"$2,110",,JOB NO:,Purchase; Surman Metals,,GST,$211,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,321",,*None,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowden Insurance Brokers,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6455,30/10/2023,326937,,P,public liability for Trade stand,61025,$322.73,,,Purchase; Cowden Insurance Brokers,,GST,$32.27,$0.00,GST,$0.00,B,,,5,1,30,0,$355,,*None,1061
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costco Wholesale Australia,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6456,30/10/2023,733,,P,fuel for Jambo trade stand,61050,$136.36,,,Purchase; Costco Wholesale Australia,,GST,$13.64,$0.00,GST,$0.00,B,,,5,1,30,0,$150,,*None,3241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costco Wholesale Australia,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6457,30/10/2023,25913213,,P,food for Jambo trip,68900,$156.55,,,Purchase; Costco Wholesale Australia,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$316.82,,*None,3241
Costco Wholesale Australia,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6457,30/10/2023,25913213,,P,consumables,60120,$145.7,,,Purchase; Costco Wholesale Australia,,GST,$14.57,$0.00,GST,$0.00,B,,,5,1,30,0,$316.82,,*None,3241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coopers Stadium,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6458,30/10/2023,Jiobbi,,P,Purchases Jiobbi made because his personal card got hacked and it is a cashless venue refer to invoice 1611 1/11/23,68900,$78,,,Purchase; Coopers Stadium,,GST,$7.8,$0.00,GST,$0.00,B,,,5,1,30,0,$85.8,,*None,3242
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.E. Tooling,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6500,30/10/2023,SI-00594461/1,Courier,P,Hardness tester,69300,"$1,653.63",,Travis 511,Purchase; R.E. Tooling,,GST,$165.36,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,818.99",,*None,1198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.E. Tooling,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6501,30/10/2023,SI-00594461,Courier,P,Bore mic,69300,$595.05,,Travis 511,Purchase; R.E. Tooling,,GST,$59.51,$0.00,GST,$0.00,B,,,5,1,30,0,$654.56,,*None,1198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabre Australia,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6504,30/10/2023,399944,,P,ARP custom age 625 studs,51111,"$45,771.7",,JOB NO:,Purchase; Fabre Australia,,GST,"$4,577.17",$0.00,GST,$0.00,B,,,5,1,30,0,"$50,348.87",,*None,1009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6448,31/10/2023,128023,,P,Shipping Alt bkt NZ,61020,$38.09,,JOB NO:,Purchase; Australia Post,,GST,$3.81,$0.00,GST,$0.00,B,,,5,1,30,0,$41.9,,*None,2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,,6449,31/10/2023,,,P,,58000,-$66,,,Northern Machining Service: Discounts on 00006400,,GST,-$6.6,$0.00,,$0.00,B,,,0,0,0,0,-$72.6,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,,6450,31/10/2023,,,P,,58000,-$34,,,Northern Machining Service: Discounts on 00006401,,GST,-$3.4,$0.00,,$0.00,B,,,0,0,0,0,-$37.4,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,,6451,31/10/2023,,,P,,58000,-$15,,,Northern Machining Service: Discounts on 00006402,,GST,-$1.5,$0.00,,$0.00,B,,,0,0,0,0,-$16.5,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,,6452,31/10/2023,,,P,,58000,-$102,,,Northern Machining Service: Discounts on 00006446,,GST,-$10.2,$0.00,,$0.00,B,,,0,0,0,0,-$112.2,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,,6453,31/10/2023,,,P,,58000,-$108,,,Northern Machining Service: Discounts on 00006445,,GST,-$10.8,$0.00,,$0.00,B,,,0,0,0,0,-$118.8,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,,6454,31/10/2023,,,P,,58000,-$24,,,Northern Machining Service: Discounts on 00006403,,GST,-$2.4,$0.00,,$0.00,B,,,0,0,0,0,-$26.4,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENT,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6503,31/10/2023,16287,,P,fire ring material,51120,"$6,529.7",,JOB NO:,Purchase; DENT,,GST,$652.97,$0.00,GST,$0.00,B,,,5,1,30,0,"$7,182.67",,*None,1141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6527,31/10/2023,3-054-33258,,P,"export turn 3, tensai & faster",61019,"$1,168.01",,JOB NO:,Purchase; FedEx,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,168.01",,*None,1280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHL Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6529,31/10/2023,ADLR000475214,,P,Slapit,61019,"$1,023.69",,JOB NO:,Purchase; DHL Express,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,023.69",,*None,1236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfitzner Property Pty Ltd,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6355,01/11/2023,597,,P,November Rent,61081,"$9,166.66",,,Purchase; Pfitzner Property Pty Ltd,,GST,$916.67,$0.00,GST,$0.00,B,,,5,1,30,0,"$10,083.33",,*None,3020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENT,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6565,01/11/2023,16290,,P,Tensioner Parts,51120,$688,,JOB NO:,Purchase; DENT,,GST,$68.8,$0.00,GST,$0.00,B,,,5,1,30,0,$756.8,,*None,1141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENT,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6566,01/11/2023,16291,,P,Machine Gear Washers LP Kit,51120,$272,,JOB NO:,Purchase; DENT,,GST,$27.2,$0.00,GST,$0.00,B,,,5,1,30,0,$299.2,,*None,1141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UES International,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6645,01/11/2023,382470,,P,piano wire for O-rings,51120,$350.51,,,Purchase; UES International,,GST,$35.05,$0.00,GST,$0.00,B,,,5,1,30,0,$385.56,,*None,2745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrenaline Motorsport,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6486,02/11/2023,INV-0113,,P,Rent & outgoings Nov 23,61080,$883.84,,,Purchase; Adrenaline Motorsport,,GST,$88.38,$0.00,GST,$0.00,B,,,5,1,30,0,$972.22,,*None,3227
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGN Tooling Grinding services,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6493,02/11/2023,24240,,P,newen tips,69300,$845,,,Purchase; NGN Tooling Grinding services,,GST,$84.5,$0.00,GST,$0.00,B,,,5,1,30,0,$929.5,,*None,1276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Fasteners,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6538,02/11/2023,2344805,,P,Marcus Chipboard screws,51120,$65.16,,JOB NO:,Purchase; United Fasteners,,GST,$6.52,$0.00,GST,$0.00,B,,,5,1,30,0,$71.68,,*None,976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6551,02/11/2023,8628,,P,Maatouk Inv 510,58000,$400,,,Purchase; Northern Machining Service,,GST,$40,$0.00,GST,$0.00,B,,,4,10,10,10,$440,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nason,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6575,02/11/2023,2686105,,P,Phfitzner Perf Inv515,51111,$32.14,,JOB NO:,Purchase; Nason,,GST,$3.21,$0.00,GST,$0.00,B,,,5,1,30,0,$35.35,,*None,1243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabre Australia,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6560,03/11/2023,400202,,P,ARP-AR5.600-1LGB Stud,51120,"$6,136.15",,JOB NO:,Purchase; Fabre Australia,,GST,$613.62,$0.00,GST,$0.00,B,,,5,1,30,0,"$6,749.77",,*None,1009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabre Australia,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6561,03/11/2023,400223,,P,AEVI-1106S Vw Ex Valve,51111,$387.8,,JOB NO:,Purchase; Fabre Australia,,GST,$38.78,$0.00,GST,$0.00,B,,,5,1,30,0,$426.58,,*None,1009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHL Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6464,04/11/2023,D14699301,,P,GSt on Import,21340,$345,,,Purchase; DHL Express,,IMP,$345,$0.00,GST,$0.00,B,,,5,1,30,0,$808.84,,*None,1236
DHL Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6464,04/11/2023,D14699301,,P,Customs fee,61010,$93,,,Purchase; DHL Express,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$808.84,,*None,1236
DHL Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6464,04/11/2023,D14699301,,P,DHL fee,61011,$23.49,,,Purchase; DHL Express,,GST,$2.35,$0.00,GST,$0.00,B,,,5,1,30,0,$808.84,,*None,1236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNT Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6531,04/11/2023, 67639452 wk23,,P,Domestic freight wk23,61018,$346.71,,JOB NO:,Purchase; TNT Express,,GST,$34.67,$0.00,GST,$0.00,B,,,5,1,30,0,$381.38,,*None,969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jamboree,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6249,06/11/2023,INV-0271,,A,November Jambo Sponsorship,60104,"$2,200",,,Purchase; jamboree,,GST,$220,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,420",,*None,1247
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wurth,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6588,06/11/2023,4320727950,,P,consumables,60120,$230.61,,,Purchase; Wurth,,GST,$23.06,$0.00,GST,$0.00,B,,,5,1,30,0,$253.67,,*None,1045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6533,07/11/2023,3-054-45275,,P,export freight Ashton,61019,$768.24,,JOB NO:,Purchase; FedEx,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$768.24,,*None,1280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6552,07/11/2023,8633,,P,Big Shawn Inv 1636,58000,$80,,,Purchase; Northern Machining Service,,GST,$8,$0.00,GST,$0.00,B,,,4,10,10,10,$88,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6553,07/11/2023,8632,,P,CK Inv 1631,58000,$440,,,Purchase; Northern Machining Service,,GST,$44,$0.00,GST,$0.00,B,,,4,10,10,10,$484,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surman Metals,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6568,07/11/2023,I280450,,P,Barra Front Water Plate,51120,$176,,,Purchase; Surman Metals,,GST,$17.6,$0.00,GST,$0.00,B,,,5,1,30,0,$193.6,,*None,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MH pro paint and signs,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6587,07/11/2023,1030,,P,Stickers,60104,"$1,130",,,Purchase; MH pro paint and signs,,GST,$113,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,243",,*None,1183
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alan Johnson Performance Engineering, Inc",,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6998,07/11/2023,268012,,P,Parts to fix big shaun's engine,51111,"$17,141.81",,,"Purchase; Alan Johnson Performance Engineering, Inc",,FRE,$0.00,$0.00,FRE,$0.00,B,,0.653882,5,1,30,0,"$17,141.81",,*None,1989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fcs cleaning supplies,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6521,08/11/2023,INV-13615,,P,Cleaning supplies,60120,$389,,JOB NO:,Purchase; Fcs cleaning supplies,,GST,$38.9,$0.00,GST,$0.00,B,,,5,1,30,0,$427.9,,*None,1810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6516,09/11/2023,230438,,P,CK Inv 1631,51111,$70.56,,JOB NO:,Purchase; APD,,GST,$7.06,$0.00,GST,$0.00,B,,,5,1,30,0,$77.62,,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6517,09/11/2023,230437,,P,Valve guide Cutters Tools,69310,$278.21,,JOB NO:,Purchase; APD,,GST,$27.82,$0.00,GST,$0.00,B,,,5,1,30,0,$306.03,,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surman Metals,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6688,09/11/2023,I280512,,P,Cradle plates,51120,"$31,416",,,Purchase; Surman Metals,,GST,"$3,141.6",$0.00,GST,$0.00,B,,,5,1,30,0,"$34,557.6",,*None,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G&T Performance Engines,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6470,10/11/2023,3062,,P,5 Used RB30 Heads,51111,$568.18,,,Purchase; G&T Performance Engines,,GST,$56.82,$0.00,GST,$0.00,B,,,5,1,30,0,$625,,*None,3250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision Shims,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6509,10/11/2023,37467,,P,Stock Suzuki Cyl Head,51111,$153.5,,,Purchase; Precision Shims,,GST,$15.35,$0.00,GST,$0.00,B,,,5,1,30,0,$168.85,,*None,1066
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision International,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6548,10/11/2023,376512,,P,Belt Idlers RB,51120,$810.75,,,Purchase; Precision International,,GST,$81.08,$0.00,GST,$0.00,B,,,5,1,30,0,$891.83,,*None,1006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surman Metals,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6589,10/11/2023,I280614,,P,ali plate,51120,"$4,455",,,Purchase; Surman Metals,,GST,$445.5,$0.00,GST,$0.00,B,,,5,1,30,0,"$4,900.5",,*None,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhemac Motors,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6676,10/11/2023,96395,,P,balance V8 crank Trinity Car Care Inv 1438,58000,$261.27,,Trinity Car Care Inv 1438,Purchase; Rhemac Motors,,GST,$26.13,$0.00,GST,$0.00,B,,,5,1,30,0,$287.4,,*None,977
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.E. Tooling,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6677,10/11/2023,SI-00594647,Courier,P,tooling,69300,$343.65,,,Purchase; R.E. Tooling,,GST,$34.37,$0.00,GST,$0.00,B,,,5,1,30,0,$378.02,,*None,1198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bend Motorsport Park Pty Ltd,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6761,10/11/2023,281300,,P,Carting for Christmas Staff Party,68900,$954.55,,Thank you!,Purchase; The Bend Motorsport Park Pty Ltd,,GST,$95.45,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,050",,*None,3223
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNT Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6532,11/11/2023,67692620 wk24,,P,Domestic freight wk24,61018,$685.8,,JOB NO:,Purchase; TNT Express,,GST,$68.58,$0.00,GST,$0.00,B,,,5,1,30,0,$754.38,,*None,969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statewide Bearings,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6472,13/11/2023,T587387,,P,Bearings for Big Shaun and Hyabusa Head,51111,$332.43,,,Purchase; Statewide Bearings,,GST,$33.24,$0.00,GST,$0.00,B,,,5,1,30,0,$365.67,,*None,3251
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.H.E Performance Auto,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6508,13/11/2023,4785,,P,Stock Suzuki Heads,51110,$414,,,Purchase; C.H.E Performance Auto,,GST,$41.4,$0.00,GST,$0.00,B,,,5,1,30,0,$455.4,,*None,1277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Fasteners,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6539,13/11/2023,2348399,,P,Helicoil,51120,$29.39,,JOB NO:,Purchase; United Fasteners,,GST,$2.94,$0.00,GST,$0.00,B,,,5,1,30,0,$32.33,,*None,976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision International,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6549,13/11/2023,376801,,P,Trinity Car Care Inv 1438,51110,$95.87,,,Purchase; Precision International,,GST,$9.59,$0.00,GST,$0.00,B,,,5,1,30,0,$105.46,,*None,1006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6554,13/11/2023,8636,,P,Darren,58000,$80,,,Purchase; Northern Machining Service,,GST,$8,$0.00,GST,$0.00,B,,,4,10,10,10,$88,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSE,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6582,13/11/2023,194586,,P,Bearings Stock,51111,$330,,JOB NO:Cakee 1655,Purchase; OSE,,GST,$33,$0.00,GST,$0.00,B,,,5,1,30,0,$363,,*None,925
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNC Cutting Services,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6590,13/11/2023,1001794,,P,cut gaskets,58010,$130,,,Purchase; CNC Cutting Services,,GST,$13,$0.00,GST,$0.00,B,,,5,1,30,0,$143,,*None,1260
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA Building Supplies,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6591,13/11/2023,209009390,,A,Building materials,61100,$52.42,,,Purchase; SA Building Supplies,,GST,$5.24,$0.00,GST,$0.00,B,,,5,1,30,0,$57.66,,*None,2964
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Performance Wholesale Australia,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6592,13/11/2023,P665359,,P,return rings,51110,-$448.25,,JOB NO:,Purchase; Performance Wholesale Australia,,GST,-$44.83,$0.00,GST,$0.00,B,,,5,1,30,0,-$493.08,,*None,1102
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
