*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate
14-SR20-Spring-Kit,SPR-K-H1021-DSR20 Spring Kit S,SPR-K-H1021-DSR20 Spring Kit S,£684.53,51120.0,,SPR-K-H1021-DSR20 Spring Kit S,890.0,41110.0,GST on Income
82-M5x10mm-CSK-Skt-Scw-Zinc,M5x10mm-CSK-Skt-Scw-Zinc-Plate,.,£0.15,51110.0,,.,,,BAS Excluded
82-M10x25mm-CSK-Skt-Scw-Zinc,M10x25mm-CSK-Skt-Scw-Zinc-Plat,.,£0.00,51110.0,,.,,,BAS Excluded
82-M10x40mm-CSK-Skt-Scw-Zinc,M10x40mm-CSK-Skt-Scw-Zinc-Plat,.,£0.00,51110.0,,.,,,BAS Excluded
84-Reamer-Mach-6.6mm,Valve Guide reamer 6.6mm suit ,.,£292.60,51120.0,,.,,,BAS Excluded
14-Hon-In-HIVN-1022D,Honda-Intake-Valve-36mm-SS-Bla,Honda-Intake-Valve-36mm-SS-Bla,£24.75,51110.0,,Honda-Intake-Valve-36mm-SS-Bla,33.0,41110.0,GST on Income
14-Hon-Ex-HEVI-1021D,Honda-Ex-Valve-30.5m-Inconel-N,Honda-Ex-Valve-30.5m-Inconel-N,£34.21,51110.0,,Honda-Ex-Valve-30.5m-Inconel-N,45.0,41110.0,GST on Income
14-Hon-In-HIVN-1020D,Honda-Intake-Valve-35mm-SS-Bla,Honda-Intake-Valve-35mm-SS-Bla,£0.00,51110.0,,Honda-Intake-Valve-35mm-SS-Bla,8.31,41110.0,GST on Income
14-Hon-Ex-HEVI-1020D,Honda-Exhaust-Valve-30mm-Black,Honda-Exhaust-Valve-30mm-Black,£0.00,51110.0,,Honda-Exhaust-Valve-30mm-Black,8.31,41110.0,GST on Income
14-Hon-SPRK-H1019D,Honda Spring-Kit-H1019D,Honda Spring-Kit-H1019D,£0.00,51110.0,,Honda Spring-Kit-H1019D,8.31,41110.0,GST on Income
14-Mitsi-GDE-MI66-STI,In-Valve-Guides-GDE-MI66-STI,In-Valve-Guides-GDE-MI66-STI,£8.58,51110.0,,In-Valve-Guides-GDE-MI66-STI,12.0,41110.0,GST on Income
14-Mitsi-GDE-MI66-STE,Ex-Valve-Guides-GDE-MI66-STE,Ex-Valve-Guides-GDE-MI66-STE,£8.58,51110.0,,Ex-Valve-Guides-GDE-MI66-STE,12.0,41110.0,GST on Income
26-Ext-Oil-pump-00021662,Single-Stage-Pump-Under-Alt,Single-Stage-Pump-Under-Alt 00021662,"£2,185.00",51110.0,,Single-Stage-Pump-Under-Alt 00021662,2841.0,41110.0,GST on Income
24-Oil-Filter-K&N-HP-3001,Oil-Filter-K&N-HP-3001-Z9,Oil-Filter-K&N-HP-3001-Z9,£37.73,51110.0,,Oil-Filter-K&N-HP-3001-Z9,49.05,41110.0,GST on Income
86-BCH25594-4-Cyl-Hd-Gskt-Pk,4-Cylinder-Gasket-Pack,BCH25594 4 Cyl Head Gskt Pk,£0.00,51120.0,,BCH25594 4 Cyl Head Gskt Pk,,,BAS Excluded
86-24100-Plywood-box-SM,Plywood box short motor ,.,£0.00,51120.0,,.,0.0,41110.0,BAS Excluded
86-24100AR-Inserts,21400-Inserts,.,£0.00,51120.0,,.,,,BAS Excluded
16-RB26-Ex-Vlv-NEVI-1032-7,RB 26 Exhaust Valve std Length,RB 26 Exhaust Valve std Length,£48.07,51120.0,,RB 26 Exhaust Valve std Length,64.0,41110.0,BAS Excluded
16-RB26-IN-Vlv-NIVN-1032,RB26 Intake Valve Std Length,RB26 Intake Valve Std Length,£31.79,51120.0,,RB26 Intake Valve Std Length,43.0,41110.0,BAS Excluded
38-Match-Port-Pro-Paw-Man,Match Port to Pro Paw Manifold,.,,,,.,0.0,41110.0,GST on Income
38-Port-Plenum-Pro-Paw,Port Plenum Pro Port,.,,,,.,0.0,41110.0,GST on Income
38-Install-Jessel-1.8-Rockers,Install Jessel 1.8 Ratio Rocke,.,,,,.,0.0,41110.0,GST on Income
"38-Modify-Heads-Suit-3/8""-Push","Modify Heads to Suit 3/8"" Push",.,,,,.,0.0,41110.0,GST on Income
38-Check-Inst-Spring-Height,Check Installed Spring Height,Check Installed Spring Height,,,,Check Installed Spring Height,75.0,41110.0,GST on Income
48-Balance,Balance Rotating Assembly,.,£287.40,58000.0,,.,660.0,41112.0,GST on Income
48--lnsh-v8-crnk,Linish V8 cranckshaft,.,,,,.,143.0,41112.0,GST on Income
48--c&h-rod,Close & Hone Con Rods,.,,,,.,275.0,41112.0,GST on Income
88-A-101-Red-Gauge-Oil,Superflow Red Gauge Oil 30ml,.,£33.88,51120.0,,.,,,BAS Excluded
48-Grind-Side-clearance-rods,Grind rods for side clearance,.,,,,.,275.0,41112.0,GST on Income
38-Cut-Valve-Seats,Cut performance multi angle se,Cut performance multi angle seats,,,,Cut performance multi angle seats,440.0,41112.0,GST on Income
38-Face-Valves,Face Valves,Face Valves,,,,Face Valves,8.8,41112.0,GST on Income
38-Face-Cyl-Heads,Face Heads,Face Heads,,,,Face Heads,248.0,41112.0,GST on Income
38-Blend-intake-port,Blend insert to intake port,.,,,,.,220.0,41110.0,GST on Income
38-Ass-V8-Heads,Assemble V8 Cylinder heads,Assemble V8 Cylinder heads checking seat pressure & coil bind,,,,Assemble V8 Cylinder heads checking seat pressure & coil bind,275.0,41110.0,GST on Income
18-Valve-Locks-11/32-7deg-std,"Valve Locks 11/32, 7 deg, std",.,£45.72,51111.0,,.,76.0,41112.0,GST on Income
28-BBC-SC4-454-4250-6385-Crank,Scat BBC 4340 4.250 Forged cra,.,"£1,353.90",51120.0,,.,1760.0,41112.0,GST on Income
28-BBC-454-6385-2200A-Rods,Scat BBC 6.385/2.200 H Beam Ro,.,£976.86,51120.0,,.,1270.0,41112.0,GST on Income
28-BBC-Pistons,"BBC Pistons with rings 4.320"" ",.,"£1,400.00",51120.0,,.,1820.0,41112.0,GST on Income
28-BBC-Timing-timing-chain,BBC Timing chain set,.,£154.76,51120.0,,.,202.0,41112.0,GST on Income
28-Sump-Gskt-Conversion-set,Sump gasket conversion set,.,£0.00,51120.0,,.,0.0,41112.0,GST on Income
18-BBC-Head-Gskt-Felpro,BBC head gasket felpro,.,£0.00,51120.0,,.,0.0,41112.0,GST on Income
18-BBC-Intake-Gskt-Suit-AFR-He,BBC Intake Gskt to suit AFR He,.,£0.00,51120.0,,.,0.0,41112.0,GST on Income
48-BBF-Acid-Dip,Acid Dip Block & Heads,.,£132.00,51120.0,,.,172.0,41112.0,GST on Income
48-SBC-Deck-Block,Deck Block to suit pistons,.,£363.00,58000.0,,.,472.0,41112.0,GST on Income
28-SBC-350-Piston-Forged,P271056SRP-SRP-PRO-Forged-Pist,.,"£1,234.69",51120.0,,.,1605.0,41112.0,GST on Income
28-SBC-350-Con-Rod-Forged,CRCH350618SC-Chev-Conrods-S/B-,.,£563.69,51120.0,,.,733.0,41112.0,GST on Income
28-SBC-CR-Brg-S/B-Chev-Lge-Jn,EB2376B8000K-Con-Rod-Brg-S/B-C,.,£31.87,51120.0,,.,42.0,41112.0,GST on Income
28-SBC-Main-Brg-Lge-Jnl,EB2377M5000K-Main-Brg-S/B-Chev,.,£37.62,51120.0,,.,49.0,41112.0,GST on Income
28-SBC-Plug-Kit,MPE100BR-Brass-Freeze-Plug-oil,.,£35.56,51120.0,,.,47.0,41112.0,GST on Income
28-SBC-Oil-Pump-Std-Vortex,ML155SP-Oil-Pump-Std-350-Chev-,.,£66.78,51120.0,,.,87.0,41112.0,GST on Income
28-SBC-Hyd-Roller-Cam,LT20120712-Voodoo-Retro-Hyd-Ro,.,£493.38,51120.0,,.,642.0,41112.0,GST on Income
28-SBC-Timing-Chain-Set,RCS1080Rollmaster-SBC-TPI-305/,.,£152.30,51120.0,,.,198.0,41112.0,GST on Income
28-SBC-Oil-Filter,MOR22460-Oil-Filter-Chev-Race-,.,£21.09,51120.0,,.,28.0,41112.0,GST on Income
18-SBC-AFR-Heads,AFR1006-AFR-SBC-195/64cc-Angle,.,"£1,701.00",51120.0,,.,2211.0,41112.0,GST on Income
18-SBC-Roller-Rockers,CO17002-16-High-Energy-Alumini,.,£313.68,51120.0,,.,408.0,41112.0,GST on Income
18-SBC-Intake-Man-RPM-Airgap,ED7501-Intake-Man-RPM-Airgap-S,.,£503.94,51120.0,,.,656.0,41112.0,GST on Income
18-SBC-Head-Gskt,ED7361-Edelbrock-SBC-Head-Gskt,.,£174.17,51120.0,,.,227.0,41112.0,GST on Income
18-SBC-Head-Studs, 134-4001 CHEV S/B HEX HEAD ST,.,£374.36,51120.0,,.,487.0,41112.0,GST on Income
34-SR20-VVL Delete,SR 20 Delete VVL to solid lift,SR 20 Delete VVL to solid lifter,,,,SR 20 Delete VVL to solid lifter,1206.0,41112.0,GST on Income
"34-SR20-Drill-Head-1/2"" studs","Drill Head for 1/2"" studs","Drill Head for 1/2"" studs",,,,"Drill Head for 1/2"" studs",264.0,41112.0,GST on Income
34-SR20-Modify-Chamber,Modify chamber to match head g,Modify chamber to match head gasket,,,,Modify chamber to match head gasket,198.0,41112.0,GST on Income
34-SR20-Face-Cyl-Head,Face cylinder Head,Face cylinder Head,,,,Face cylinder Head,143.0,41112.0,GST on Income
34-SR20-Bend-Ports,Blend Ports to match seats,Blend Ports to match seats,,,,Blend Ports to match seats,268.0,41112.0,GST on Income
34-SR20-Cut-Seats,Cut Performance Multi Angle Se,Cut Performance Multi Angle Seats,,,,Cut Performance Multi Angle Seats,396.0,41112.0,GST on Income
34-SR20-Drill-&-Tap,Dril & Tap Plug on ex side,Dril & Tap Plug on ex side,,,,Dril & Tap Plug on ex side,99.0,41112.0,GST on Income
34-SR20-Assemble-Set-Spr-Press,Wash & Assemble Cylinder Head ,"Assemble Cylinder Head, Check Coil Bind & Set Spring Pressure",,,,"Assemble Cylinder Head, Check Coil Bind & Set Spring Pressure",396.0,41112.0,GST on Income
01-wire,Wire transfer & handling fee,.,£0.00,61021.0,,.,,,BAS Excluded
36-Barra-Remove-V/Springs,Remove valve springs from Barr,.,,,,.,202.0,41112.0,GST on Income
26-Idler-Pivot-Arm,Idler Pivot arm revised versio,Idler Pivot arm revised version,£63.80,51120.0,,Idler Pivot arm revised version,,,BAS Excluded
26-Idler-Pivot-Pin,Idler Pivot Pin M12 1.75,Idler Pivot Pin M12 1.75,£35.20,51120.0,,Idler Pivot Pin M12 1.75,,,BAS Excluded
26-Idler-Wash-Front-Center,Idler front Washer Front Cente,Idler front Washer Front Cente,£9.35,51120.0,,Idler front Washer Front Cente,,,BAS Excluded
26-Idler-Wash-Front-Offset,Idler Washer Front Offset,Idler Washer Front Offset,£9.35,51120.0,,Idler Washer Front Offset,,,BAS Excluded
26-Idler-Tnsr-Bush,Idler Tensioner Bush revised,Idler Tensioner Bush revised,£19.80,51120.0,,Idler Tensioner Bush revised,,,BAS Excluded
24-Callies-4G63-94,compstar4G63 94mm stroke,compstar4G63 94mm stroke,£0.00,51140.0,,compstar4G63 94mm stroke,2600.0,41110.0,GST on Income
24-CR-Brg-4G63-H,4B1185 H STD Con Rod Bearing,4B1185 H STD Con Rod Bearing,£49.29,51120.0,,4B1185 H STD Con Rod Bearing,72.0,41112.0,GST on Income
24-CR-Brg-4G63-HX,4B1185HX STD Con Rod Bearing 4,4B1185HX STD Con Rod Bearing 4,£47.22,51120.0,,4B1185HX STD Con Rod Bearing 4,61.39,41112.0,GST on Income
24-CR-Brg-4G63-HC,4B1185 HC STD Conrod Brg Set 4,4B1185 HC STD Conrod Brg Set 4,£120.68,51120.0,,4B1185 HC STD Conrod Brg Set 4,157.0,41112.0,GST on Income
24-4G63-M-Brg-H,5M1219 H STD Main Brg Set 4G63,5M1219 H STD Main Brg Set 4G63,£76.01,51111.0,,5M1219 H STD Main Brg Set 4G63,99.0,41112.0,GST on Income
24-4G63-M-Brg-HC,5M1219 HC STD Main Brg Set 4G6,5M1219 HC STD Main Brg Set 4G6,£218.55,51111.0,,5M1219 HC STD Main Brg Set 4G6,285.0,41112.0,GST on Income
24-4G63-Thrust-Brg,1T1219 STD Thrust Brg Set 4G63,1T1219 STD Thrust Brg Set 4G63,£9.38,51120.0,,1T1219 STD Thrust Brg Set 4G63,13.0,41112.0,GST on Income
92-Driven-Eng-Assy-Grease,Driven Engine Assy Grease 16oz,.,£50.37,51120.0,,.,,,BAS Excluded
92-ARP-Fstnr-Lube,100-9911 ARP Fastener Assy Lub,.,£48.95,51120.0,,.,,,BAS Excluded
44-4G63-BORE BLOCK,4G63-BORE BLOCK,4G63-BORE BLOCK,£220.00,51120.0,,4G63-BORE BLOCK,286.0,41112.0,GST on Income
48-TOYOTA-V8-BORE AND HONE,TOYOTA-V8-BORE AND HONE,.,£440.00,51120.0,,.,572.0,41112.0,GST on Income
48-TOYOTA-V8 FACE BLOCK,TOYOTA-V8 FACE BLOCK,.,£220.00,51120.0,,.,286.0,41112.0,GST on Income
34-4G63-WELD CYL HEAD,4G63-WELD CYL HEAD,4G63 Weld Cylinder for dry deck & supply & weld -16 water fitting,£220.00,51120.0,,4G63 Weld Cylinder for dry deck & supply & weld -16 water fitting,550.0,41112.0,GST on Income
34-4G63-PRESSURE-TEST-HEAD,4G63-PRESSURE-TEST-HEAD,4G63 Pressure Test Head,£121.00,51120.0,,4G63 Pressure Test Head,157.3,41112.0,GST on Income
34-4G63-STRAIGHTEN-HEAD,4G63-STRAIGHTEN-HEAD,4G63 Straighten Head ,£121.00,51120.0,,4G63 Straighten Head ,172.0,41112.0,GST on Income
16-B-RB-30-Retainer,Billet RB 30 cyl Head retainer,Billet RB 30 cyl Head retainer,£42.90,51120.0,,Billet RB 30 cyl Head retainer,,,BAS Excluded
16-B-RB-30-Valve-Locks,Billet RB 30 Valve locks pair,Billet RB 30 Valve locks pair,£30.55,51120.0,,Billet RB 30 Valve locks pair,,,BAS Excluded
26-RB26-Rod-Brng-HX,6B2960-HX-STD-ACL-Race-RB,6B2960-HX-STD-ACL-Race-RB,£132.48,51120.0,,6B2960-HX-STD-ACL-Race-RB,173.0,41112.0,GST on Income
16-RB26-Seat-TS1015/2,TS1015/2 RB 26 Spring Seat Ex,TS1015/2 RB 26 Inner Spring Seat Ex,£9.02,51111.0,,TS1015/2 RB 26 Inner Spring Seat Ex,12.0,41112.0,GST on Income
16-RB26-Seat-TS1015,RB 26 Spring Seat In,RB 26 Spring Seat In TS1015,£8.36,51120.0,,RB 26 Spring Seat In TS1015,10.3,41112.0,GST on Income
16-RB-26-Seat-TS1015,RBV 26 Spring Seat,RB 26 Spring Seat TS1015,£7.92,51120.0,,RB 26 Spring Seat TS1015,10.3,41112.0,GST on Income
26-RB30-Balancer-Hub,RB 30 Balancer HUB with Timing,RB 30 Balancer HUB with Timing,£264.00,51120.0,,RB 30 Balancer HUB with Timing,0.0,41110.0,GST on Income
26-RB30-Anodise-Balancer Hub,Anodise Balancer Hub w/Black O,Anodise Balancer Hub w/Black Oxide. Courier back when completed.,£9.32,51120.0,,Anodise Balancer Hub w/Black Oxide. Courier back when completed.,,,BAS Excluded
82-Dowel-Pin-M5x16mm-Plain,M5 x 16mmDowel Pin-Din 6325 ,.,£32.49,51120.0,,.,,,BAS Excluded
44-4G-O-Ring-Block,4G Oring Block,4G Oring Block,£334.00,51111.0,,4G Oring Block,435.0,41112.0,GST on Income
36-RB30-Press-Test-Head,RB 30 Press Test Cyl head,.,£121.00,51111.0,,.,158.0,41112.0,GST on Income
36-RB26-Face-Cyl-Head,RB26 Face Cyl Head,.,£132.00,51111.0,,.,172.0,41112.0,GST on Income
48-Chev-Bore-Block,Chev Bore Block,.,£220.00,51111.0,,.,286.0,41112.0,GST on Income
16-2J-HKS-Cam-Gears,2J-HKS-Cam-Gear-Set,2J-HKS-Cam-Gear-Set,£475.00,51111.0,,2J-HKS-Cam-Gear-Set,618.0,41112.0,GST on Income
16-2J-Gates-Racing-Cam-Belt,2J-Gates-Racing-Cam-Belt,2J-Gates-Racing-Cam-Belt,£125.00,51111.0,,2J-Gates-Racing-Cam-Belt,179.0,41112.0,GST on Income
46-2J-Crack-Test-Crankshaft,Crack-Test-Crankshaft,.,£48.02,51111.0,,.,63.0,41112.0,GST on Income
48-308-Sonic-Test-Block,308-Sonic-Test-Block,.,£123.68,51111.0,,.,161.0,41112.0,GST on Income
48-308-Crack-Test-Block,308-Crack-Test-Block,.,£145.52,51111.0,,.,190.0,41112.0,GST on Income
26-2J-Welch-Plug-Kit,2J-Welch-Plug-Kit,2J-Welch-Plug-Kit,£55.32,51111.0,,2J-Welch-Plug-Kit,72.0,41112.0,GST on Income
26-RB26-Timing-Belt,T1040R 92141 x 25.4mm VE511 Ga,T1040R 92141 x 25.4mm VE511 Gates RPM High Performance Timing Belt,£181.50,51111.0,,T1040R 92141 x 25.4mm VE511 Gates RPM High Performance Timing Belt,236.0,41112.0,GST on Income
28-Billet-308-Cam-Bearings-Jes,Billet-308-Cam-Bearings-Jessel,.,£75.04,51120.0,,.,,,BAS Excluded
48-308-Deck-Block,308-Deck-Block,.,£363.00,58000.0,,.,472.0,41112.0,GST on Income
48-308-Linish-Crank,308-Linish-Crank,.,,,,.,0.0,41112.0,GST on Income
48-308-Hot-Wash-Block,308-Hot-Wash-Block-Remove oil ,.,£132.00,58000.0,,.,172.0,41112.0,GST on Income
26-RB26-Balancer-Bolt,ARP 102-2501 Nissan 2.6L RB 26,ARP 102-2501 Nissan 2.6L RB 26,£101.19,51111.0,,ARP 102-2501 Nissan 2.6L RB 26,132.0,41112.0,GST on Income
18-308-jesel-rockers,308-jesel-rockers ,.,"£2,310.00",51111.0,,.,3003.0,41112.0,GST on Income
18-ede-308-cnc,Edelbrock holden V8 heads CNC ,.,,,,.,5000.0,41112.0,GST on Income
18-spng kt,Valve spring kit,.,,,,.,5000.0,41112.0,GST on Income
18-vlv-guides,Bronze valve guides,.,,,,.,18.0,41112.0,GST on Income
38-R&R,"R&R guides, ream and hone","R&R guides, ream and hone",,,,"R&R guides, ream and hone",14.0,41112.0,GST on Income
46-RB30-Bore-To-90mm,RB30-Bore-To-90mm,.,£462.00,51111.0,,.,600.0,41112.0,GST on Income
46-RB30-ORing-Block,RB30-ORing-Block-For-Fire-Ring,.,£250.80,51111.0,,.,327.0,41112.0,GST on Income
34-4G63-Face-Cyl-Head,4G63-Face-Cyl-Head,4G63 Face Cylinder Head,£110.00,51111.0,,4G63 Face Cylinder Head,143.0,41112.0,GST on Income
36-RB26-Press-Test-Cyl-Head,RB26-Press-Test-Cyl-Head,.,£121.00,51111.0,,.,158.0,41112.0,GST on Income
46-2J-Machine-Main-Tunnel,2J-Machine-Main-Tunnel-6Cyl,.,"£1,320.70",51111.0,,.,1717.0,41112.0,GST on Income
14-4G63-Ex-Valve +1mm,4G63-Ex-Valve-MEVI-1009 +1mm,4G63-Ex-Valve-MEVI-1009 +1mm,£47.85,51111.0,,4G63-Ex-Valve-MEVI-1009 +1mm,63.0,41112.0,GST on Income
14-4G63-Valve-Locks,4G63-Valve-Locks,4G63-Valve-Locks,£1.70,51111.0,,4G63-Valve-Locks,2.21,41112.0,GST on Income
24-Honda-Balancer-2-Parts,Honda-Balancer-ATI-917057,Honda-Balancer-ATI-917057,£491.92,51111.0,,Honda-Balancer-ATI-917057,640.0,41112.0,GST on Income
24-Honda-Balancer-2nd-Part,Honda-Balancer-ATI-916017,Honda-Balancer-ATI-916017,£156.64,51111.0,,Honda-Balancer-ATI-916017,204.0,41112.0,GST on Income
18-Crane-Dual-Valve-Springs,CR96870-16-Dual-Valve-Springs,.,£212.07,51111.0,,.,276.0,41112.0,GST on Income
18-308-Steel-Retainer,CO740-16-Steel-Retainer,.,£87.36,51111.0,,.,114.0,41112.0,GST on Income
18-308-ID-Spring-Locater,CO4783-16-Spring-Locater,.,£86.81,51111.0,,.,123.0,41112.0,GST on Income
18-308-Single-Groove-Locks,CO611-16-10deg-11/32-locks,.,£52.54,51111.0,,.,69.0,41112.0,GST on Income
18-308-Single-Groove-Locks-.05,CO614-16-10deg-11/32-locks-.05,.,£37.90,51111.0,,.,50.0,41112.0,GST on Income
24-SR20-Chain-Oiler,SR20-Chain-Oiler,SR20-Chain-Oiler,£9.35,51120.0,,SR20-Chain-Oiler,,,BAS Excluded
26-Barra-Tensioner-Adapter,Barra-Tensioner-Adapter,Barra-Tensioner-Adapter,£5.17,51120.0,,Barra-Tensioner-Adapter,,,BAS Excluded
16-RB26-Cam-Follower-CF-31/3.2,RB26-Cam-Follower-CF-31/3.2+,RB26-Cam-Follower-CF-31/3.2+,£33.00,51111.0,,RB26-Cam-Follower-CF-31/3.2+,43.0,41112.0,GST on Income
16-RB26-Cam-Follower-31/3.78,KCF-182-31mm x 3.78mm Shim,KCF-182-31mm x 3.78mm Shim,£21.72,51111.0,,KCF-182-31mm x 3.78mm Shim,43.0,41112.0,GST on Income
16-RB26-Valve-Spring-Seat,13205-58S00-Valve-Spring-Seat,13205-58S00-Valve-Spring-Seat,£0.85,51111.0,,13205-58S00-Valve-Spring-Seat,10.3,41112.0,GST on Income
14-Honda-K24-Cyl-Head,Honda-K24-Cyl-Head,Honda-K24-Cyl-Head,£275.00,51111.0,,Honda-K24-Cyl-Head,358.0,41112.0,GST on Income
26-RB26-Piston-Oil-Jet,11560-05U10 RB26-Piston-OilJet,11560-05U10 RB26-Piston-OilJet,£78.65,51111.0,,11560-05U10 RB26-Piston-OilJet,103.0,41112.0,GST on Income
ARP2000-RB,ARP 2000 Head studs,.,£40.00,51120.0,,.,80.0,41113.0,GST on Income
16-RB26-Int-Valve+1mm,S/S intake valve +1mm Shimless,S/S intake valve +1mm Shimless,£0.00,51111.0,,S/S intake valve +1mm Shimless,37.0,41112.0,GST on Income
16-RB26-Exh-Valve+1mm,Inconel Ex valve +1mm Shimless,Inconel Ex valve +1mm Shimless,£0.00,51111.0,,Inconel Ex valve +1mm Shimless,50.0,41112.0,GST on Income
18-304-Intake-Valve-2.055,"P11552JF-2.0x11/32x5.14x.290""",.,£10.82,51111.0,,.,15.0,41112.0,GST on Income
18-304-EX-Valve-1.6,P11751JF-1.6x11/32x5.16x.290,.,£11.50,51111.0,,.,15.0,41112.0,GST on Income
18-LS3-IN-Valve-2.165,P11686JF-2.16x8mmx4.87-L92-6.2,.,£12.49,51111.0,,.,17.0,41112.0,GST on Income
18-LS1-STG2-IN-Valve-20.2,P11362JF-2.02x8mmx4.87-LS1/LS6,.,£12.28,51111.0,,.,16.0,41112.0,GST on Income
18-LS1-EX-Valve-1.6,P11365HP-1.60x8mmx4.92-LS1/LS6,.,£11.04,51111.0,,.,17.0,41112.0,GST on Income
18-304-Dual Valve Spring,PAC1207X-155@1.8-Rate-433,.,£27.29,51111.0,,.,36.0,41112.0,GST on Income
18-304-Steel-Retainer-7deg,CC714-16-Steel-Ret-7deg-Non-LS,.,£111.29,51111.0,,.,145.0,41112.0,GST on Income
18-304-Valve-Locks-Std-7deg,86107X1-16-Std-7deg-11/32+.050,.,£85.28,51111.0,,.,111.0,41112.0,GST on Income
82-M10x65mm-Skt-Hd-Cap-Scw-Znc,M10x65mm-Skt-Hd-Cap-Scw-Znc,.,£0.00,51120.0,,.,,,BAS Excluded
82-M10x75mm-Sct-Hd-Cap-Scw-Znc,M10x75mm-Sct-Hd-Cap-Scw-Zinc,.,£0.00,51120.0,,.,,,BAS Excluded
82-Cable-Ties-300mmx4.8mm,Cable-Ties-300mmx4.8mm,.,£0.00,51130.0,,.,,,BAS Excluded
82-M6x16mm-Skt-Hd-Cap-Scw-Znc,M6x16mm-Skt-Hd-Cap-Scw-Znc,.,£0.00,51120.0,,.,,,BAS Excluded
82-M10x35mm-Skt-Hd-Cap-Scw-Znc,M10x35mm-Skt-Hd-Cap-Scw-Znc,.,£0.00,51120.0,,.,,,BAS Excluded
56-Barra-Anodize,Barra-Anodize,.,£720.00,51120.0,,.,,,BAS Excluded
26-RB26-Main-Brng-H-C-STD,7M2428HC-STD-RB26-ACL-Race-M-B,7M2428HC-STD-RB26-ACL-Race-M-B,£279.80,51130.0,,7M2428HC-STD-RB26-ACL-Race-M-B,,,BAS Excluded
26-Barra-Ext-Oil-Pump,02-99-1594-Sgle-Stge-Oil-Pump,02-99-1594-Sgle-Stge-Oil-Pump,£0.00,51140.0,,02-99-1594-Sgle-Stge-Oil-Pump,0.0,41113.0,GST on Income
48-308-Line-Hone,308-Line-Hone,.,£415.94,51130.0,,.,541.0,41112.0,GST on Income
26-Barra-Crank-Pulley,18-Tooth-Barra-Crank-Pulley,18-Tooth-Barra-Crank-Pulley,£0.00,51130.0,,18-Tooth-Barra-Crank-Pulley,0.0,41112.0,GST on Income
26-Barra-Pump-Pulley,36-Tooth-Barra-Pump-Pulley,36-Tooth-Barra-Pump-Pulley,£0.00,51130.0,,36-Tooth-Barra-Pump-Pulley,0.0,41112.0,GST on Income
18-Anodize-Alt-Bracket,Anodize-Alt-Bracket,.,£0.00,51120.0,,.,0.0,41130.0,GST on Income
18-Anodize-Carb-Spacer,Anodize-Carb-Spacer,.,£0.00,51120.0,,.,0.0,41130.0,GST on Income
18-Anodize-Timing-Cover,Anodize-Timing-Cover,.,£0.00,51120.0,,.,0.0,41130.0,GST on Income
28-LS-L77-6.2-Lifters,RHT-2148-LS-L77-6.2-Lifters,.,£14.96,51130.0,,.,20.0,41112.0,GST on Income
18-LS-L77-6.2-Head-Gaskt-Set,HS-54660B-LS-L77-6.2-Head-Gkt,.,£226.60,51130.0,,.,295.0,41112.0,GST on Income
56-814-8-ORB-Plug-Black,814-8-ORB-Plug-Black,.,£6.19,51120.0,,.,,,BAS Excluded
48-SBC-Balance-Crank,SBC-Balance-Crank- Bob-Weight-,.,£251.45,51130.0,,.,660.0,41112.0,GST on Income
86-BCH25595-6-Cyl-Hd-Gskt-Pk,BCH25595-6-Cyl-Hd-Gskt-Pk,BCH25595-6-Cyl-Hd-Gskt-Pk,£0.00,51120.0,,BCH25595-6-Cyl-Hd-Gskt-Pk,,,BAS Excluded
56-O-Ring-Cord-2.50mm,O-Ring-Cord-2.50mm,Cord-2.50mm Quantity 100m Roll Material NBR70,£6.24,51120.0,,Cord-2.50mm Quantity 100m Roll Material NBR70,0.0,41113.0,GST on Income
86-Steel-Strap,12mm Ribbon wound ST Strap 15k,.,£84.00,51120.0,,.,,,BAS Excluded
86-Packing-Tape-Clear,Packing-Tape-Clear,.,£79.00,61021.0,,.,,,BAS Excluded
56-RB-Head-Dowel-15mm,Head-Dowel-15mm,.,£2.17,51120.0,,.,0.0,41113.0,GST on Income
26-RB26-Drive-Mandrel,RB26-Drive-Mandrel,RB26-Drive-Mandrel,£220.00,51130.0,,RB26-Drive-Mandrel,286.0,41112.0,GST on Income
26-RB26-18T-Crank-Pulley,RB26-18T-Crank-Pulley,RB26-18T-Crank-Pulley,£85.00,51130.0,,RB26-18T-Crank-Pulley,111.0,41112.0,GST on Income
26-RB26-36T-pump-Pulley,RB26-36T-pump-Pulley,RB26-36T-pump-Pulley,£200.00,51130.0,,RB26-36T-pump-Pulley,260.0,41112.0,GST on Income
26-RB26-Drive-Belt,HOR-HTD-Belt-640-8M-25,HOR-HTD-Belt-640-8M-25,£80.00,51130.0,,HOR-HTD-Belt-640-8M-25,104.0,41112.0,GST on Income
48-BBC-Crack-Test-Crank,BBC-Crack-Test-Crank,.,£84.39,51130.0,,.,143.0,41112.0,GST on Income
26-DS-Ftting-103-P12-12-BLK,103-P12-12-BLK,103-P12-12-BLK,£56.62,51130.0,,103-P12-12-BLK,74.0,41112.0,GST on Income
26-DS-Fitting-101-12-BLK,101-12-BLK,101-12-BLK,£25.86,51130.0,,101-12-BLK,34.0,41112.0,GST on Income
