{}
Co./Last Name	First Name	Card ID	Card Status	Addr 1 - Line 1	Addr 1 - Line 2	Addr 1 - Line 3	Addr 1 - Line 4	Addr 1 - City	Addr 1 - State	Addr 1 - Postcode	Addr 1 - Country	Addr 1 - Phone No. 1	Addr 1 - Phone No. 2	Addr 1 - Phone No. 3	Addr 1 - Fax No.	Addr 1 - Email	Addr 1 - WWW	Addr 1 - Contact Name	Addr 1 - Salutation	Addr 2 - Line 1	Addr 2 - Line 2	Addr 2 - Line 3	Addr 2 - Line 4	Addr 2 - City	Addr 2 - State	Addr 2 - Postcode	Addr 2 - Country	Addr 2 - Phone No. 1	Addr 2 - Phone No. 2	Addr 2 - Phone No. 3	Addr 2 - Fax No.	Addr 2 - Email	Addr 2 - WWW	Addr 2 - Contact Name	Addr 2 - Salutation	Addr 3 - Line 1	Addr 3 - Line 2	Addr 3 - Line 3	Addr 3 - Line 4	Addr 3 - City	Addr 3 - State	Addr 3 - Postcode	Addr 3 - Country	Addr 3 - Phone No. 1	Addr 3 - Phone No. 2	Addr 3 - Phone No. 3	Addr 3 - Fax No.	Addr 3 - Email	Addr 3 - WWW	Addr 3 - Contact Name	Addr 3 - Salutation	Addr 4 - Line 1	Addr 4 - Line 2	Addr 4 - Line 3	Addr 4 - Line 4	Addr 4 - City	Addr 4 - State	Addr 4 - Postcode	Addr 4 - Country	Addr 4 - Phone No. 1	Addr 4 - Phone No. 2	Addr 4 - Phone No. 3	Addr 4 - Fax No.	Addr 4 - Email	Addr 4 - WWW	Addr 4 - Contact Name	Addr 4 - Salutation	Addr 5 - Line 1	Addr 5 - Line 2	Addr 5 - Line 3	Addr 5 - Line 4	Addr 5 - City	Addr 5 - State	Addr 5 - Postcode	Addr 5 - Country	Addr 5 - Phone No. 1	Addr 5 - Phone No. 2	Addr 5 - Phone No. 3	Addr 5 - Fax No.	Addr 5 - Email	Addr 5 - WWW	Addr 5 - Contact Name	Addr 5 - Salutation	Notes	Identifiers	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Billing Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	           - % Monthly Charge	Tax Code	Credit Limit	Tax ID No.	Volume Discount %	Sales/Purchase Layout	Price Level	Payment Method	Payment Notes	Name on Card	Card Number	BSB	Account Number	Account Name	A.B.N. 	A.B.N. Branch	Account	Salesperson	Salesperson Card ID	Comment	Shipping Method	Printed Form	Freight Tax Code	Use Customer's Tax Code	Receipt Memo	Invoice/Purchase Order Delivery	Record ID
Rise - Redgum		*None	Y									6274 371				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10681
Armadale Health Service - AIN		*None	N									9391 2066				michelle.hemy@health.wa.gov.au		Michelle Hemy																																																																			N							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	10690
Fiona Stanley Hospital - AIN		*None	Y									6152 4018				FSH.CentralNursing@health.wa.gov.au																																																																				Corine.Bodilly@health.wa.gov.au  FTEMaintenance.HCN@health.wa.gov.au	NV							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10694
Rise - Individualised Services		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	10709
Rise - Kira House		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10731
The Vein Clinic		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10733
Rise - Doubleview		*None	Y									62743701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10750
Skin Patrol		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10755
Baptistcare - Yallambee		*None	Y									9295 1511																																																																																0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Yallambee (Baptistcare)	    												GST	N		P	10756
Sir Charles Gairdner Hospital - MHU		*None	Y									6444 5143				SCGOPHCGFinance.ClinicalCorporate@health.wa.gov.au		Susan Beames																																																																			N							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit		Sir Charles Gairdner Hospital - MHU	    												GST	N		P	10767
Senses Australia		*None	Y									9473 5499				admin@senses.org.au		Angel Sentosa																																																																										0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Senses Australia	    												GST	N		P	10774
Bennu International		*None	Y																																																																																									0	5	1	30	0	0	FRE	0		0	S	0	EFTPOS		Bennu International	    												FRE	Y		P	10775
Rise - Astrolabe		*None	Y									08 6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Astrolabe (Rise)	    												GST	N		P	10776
Chloe Baker		*None	Y													see card details		see card details																																																																		Jan (Yarn) Wachowski jan.g.watchowski@nab.com.au  Darryl Hughes darryl.hughes@nab.com.au  invoices emailed to:  NAT.WA.Admin@nab.com.au								0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Chloe Baker	    												FRE	Y		P	10777
Bentley Hospital		*None	N										0408 957 871			hss.nursewestadministrationfinance@health.wa.gov.au		Karen Corkhill																																																																			V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10782
Brightwater  Home Services		*None	Y									9400 8700				accounts.payable@brightwatergroup.com																																																																												0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit		Brightwater Home Services	    												GST	N		P	10783
Autism Association		*None	Y									9489 8900				autismwa@autism.org.au	sheena.bater@autism.org.au	Sheena Bater	Accounts Clerk																																																																									0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Autism Association	    												GST	N		P	10784
Damyn Cox		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Damyn Cox	    												GST	N		P	10787
Armadale Mental Health Service - AIN		*None	Y									9391 2137				Danielle.Bone@health.wa.gov.au		Danielle Bone																																																																			N							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	10788
Brightwater Warnbro		*None	N									9202 3540				accounts.payable@brightwatergroup.com	Kirat.Kaur@brightwatergroup.com	Kirat																																																																			V							0	2	0	30	0	0	GST	0		0	S	0																GST	N		P	10790
BHP Billiton- Iron Ore		c.425	N									62244444																																																																									A							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		BHP Billiton Iron Ore P/L	    												GST	N		P	10793
Rise -- Hooley		*None	Y									08 6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10816
Rise - O'Connor		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10817
Rise - Jingella		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10818
Rise - Higham		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10819
Rise - Marley		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10820
Rise - Welbourn		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10824
Rise - Ferguson		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10831
Baptistcare - Dryandra		*None	Y									9282 8616 Head Office	9045 4400 site			melissa.mendolia@baptistcare.com.au	Keira.Wirth@baptistcare.com.au	Keira Wirth - site																																																																										0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	10833
Rise - Stratton Edge Youth Centre		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10845
Rise - Intensive Support Services		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10849
Autism - Tippett		*None	Y													samantha.lourie@autism.org.au																																																																												0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10857
Programmed Health Professionals		*None	Y									92162166				phpaccountspayable@programmed.com.au	emma.henriques@programmed.com.au																																																																											0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10858
Perth Premium Cleaning		*None	Y	521 Beechboro Road North				BEECHBORO	WA	6063						contact@perthpremiumcleaning.com.au																																																																												0	5	1	30	0	0	GST	0		0	S	0								12282079619		8-1300						GST	Y		P	10860
ValleyView Residence		*None	N													jostanley@valleyview.org.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		ValleyView Residence	    												GST	N		P	10863
Autism - Acheson		*None	Y													samantha.lourie@autism.org.au																																																																												0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10869
Rise - Valentine		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10871
My Place		*None	N	PO Box 869				Subiaco 	WA	6904		6380 2927				admin@myplace.org.au		see card details																																																																		Marco Tommassone - Donna Boardman  Lynette Kinrade - Donna Boardman  0431 139 330								0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	10877
Autism - Fairland		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10880
Autism - Walter		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10881
Autism - Opalite		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10882
Autism - Colstoun		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10891
Autism - Tuckeroo		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10896
Kalamunda Hospital - AIN		*None	Y									9257 8100					KDCH.administration@health.wa.gov.au	Jane Taylor																																																																			N							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	10897
Rise - Wintergreen		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10898
Autism - Emms		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10899
Rise - Jeimba 2		*None	Y									92743701						Tania Brunini																																																																										0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10904
Rise- Aubin Grove		*None	Y									08 6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10905
Roshana - Sunshine Park Lodge		*None	Y									9279 9988				admin@roshana.com.au		Assunta Wambeck																																																																										0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10916
Baptistcare - Gracewood		*None	N									9365 2400	9282 8600 accts			morena.lombardo@baptistcare.com.au																																																																												0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10921
Rise - Kyema		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	10953
Rise - Aleppo		*None	Y									08 6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10956
Autism - Blackboy		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10965
Fremantle Hospital & Health Service - AIN		*None	N									9431 2410						Valma Gauci	Melissa Jones																																																																		N							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10967
Rise Network inc		*None	N									6365 2631				Charri.Hearne@risenetwork.com.au		Charri Hearne																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10973
Rise - Luana House		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10974
St John Medical - Armadale		*None	Y									9373 3847				apolloaccounts@stjohnambulance.com.au		Sue																																																																			V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10977
Manjimup (Bapistcare)		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10978
Rise - Jeimba		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10982
St John Medical - Joondalup		*None	N									9373 3847				apolloaccounts@stjohnambulance.com.au		Sue																																																																			V							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	10983
St John Medical - Cockburn		*None	N									9334 1222				apolloaccounts@stjohnambulance.com.au		Sue																																																																			V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	10985
St John of God - Midland		*None	N	'linda.morse@sjog.org.au'	linda from accounts							9462 4668 	9462 4061 Venancia			group.accountspayable@sjog.org.au		Kathryn																																																																			V							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	10995
Rise - Cooking Group		*None	Y									08 6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11004
Rise - Waikiki		*None	Y									6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11013
Baptistcare - Manjimup		*None	N									9282 8600				accounts.payable@baptistcare.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11014
Juniper (Annesley & Rowethorpe)		*None	Y									9240 0313				accountspayable@juniper.org.au																																																																												0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11023
Interchange WA		*None	Y									6323 0882		0415 808 071		k.wilson@interchangewa.org.au		Kaylene Wilson																																																																										0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	11024
Rise - Aubin Grove		*None	Y									08 6274 3701				accountspayable@risenetwork.com.au		Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11030
Department of Child Protection/Carers		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11032
Brightwater Hamilton House		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11035
Rise  - Aged Care - Home Care Services		*None	Y	41a Great Northern Highway				MIDDLE SWAN	WA	6056		6274 3742	0419 836 155		9250 1624	nicole.degraaf@risenetwork.com.au		Nicole Degraaf																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11041
Rockingham - Kwinana District Hospital - AIN		*None	N																																																																																		N							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	11045
Far North Community Services Ltd		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit		Far North Community Services Ltd	    												GST	N		P	11046
Medisculpt		*None	Y									9380 6438				tina@medaesthetics.com.au		Tina Vincin																																																																										0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	11059
St John Medical - Cannington		*None	N													apolloaccounts@stjohnambulance.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11061
Murray District Hospital - AIN		*None	Y																																																																																		N							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11062
Teem Treasure		*None	Y									0433 608 698				michelle@teemtreasure.com.au		Michelle 																																																																										0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	11063
Rise - Lake House		*None	Y									92743701						Tania Brunini																																																																			R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11064
Princess Margaret Hospital - AIN		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11067
Wanneroo GP Super Clinic		*None	Y									9306 1940 site	1300 303 244 invs	Part of IPN		jaegar.odonoghue@ipn.com.au		Jaegar Odonoghue																																																																										0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11072
Jobfit WA		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11078
Armadale Health Service - SITE		*None	Y																																																																																		N							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11085
IPN - Pinjarra Medical Centre		*None	Y									9225 3886				jaegar.odonoghue@ipn.com.au		WA State Administrator																																																																										0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11088
IPN - Salisbury Family Medical Centre		*None	Y									9225 3886				jaegar.odonoghue@ipn.com.au		WA State Administrator																																																																										0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11093
Graylands Hospital SITE		*None	Y									9347 6536				StateForensicExecutiveSecretary@health.wa.gov.au		Kat O'Neil																																																																										0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11098
Perth Childrens Hospital PCH		*None	Y																																																																																		N							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11099
Capstone Health		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11100
Perth Childrens Hospital		c.441	N	15 Hospital Avenue Nedlands Western Australia 6009 Australia				Nedlands	WA	6009	Australia	0864560007				eric.williams@health.wa.gov.au		Eric Williams																																																																			V				20994			0	2	0	20	0	0	GST	0		0	S	0																GST	N		A	11109
Sir Charles Gairdner Hospital - MHOA		*None	Y													SCGOPHCGFinance.ClinicalCorporate@health.wa.gov.au																																																																					N							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11116
Mark Ratcliff		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11124
Rockingham City Family Practice		*None	Y									08 9553 9200				nicole.crosby@fullertonhealth.com.au		Nicole Crosby																																																																			N							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11125
Sir Charles Gairdner Hospital - SITE		*None	N									6457 3159	6457 3515			SCGOPHCGFinance.ClinicalCorporate@health.wa.gov.au;rushton.hunt@health.wa.gov.au;Trinity.parkins@health.wa.gov.au		Trinity Parkins																																																																			V							0	2	0	30	0	0	GST	0		0	S	0																GST	N		A	11130
South Street GP Super Clinic		*None	Y									9456 3875				accounts@starfamilymedical.com.au		Talha Khan																																																																										0	5	1	30	0	0	GST	1,000		0	S	0																GST	N		A	11132
Fiona Stanley Hospital - SITE		*None	Y																																																																																		N							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11143
Brighton Beach Medical Centre		c.444	N	Unit 2 22 Hughie Edwards Drive				MERRIWA	WA	6030	Australia	93059944						Samina																																																																										0	2	0	14	0	0	GST	0		0	S	0																GST	N		A	11150
Rise - Welbourne		*None	Y																																																																																		R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11151
Braemar Presbyterian Homes for the Aged		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11166
Rise Milperra Cottage		*None	Y																																																																																		R							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11174
Methodist Ladies College		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11193
Bentley Hospital - SITE		*None	Y																																																																																		N							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11196
Prendiville Catholic College		*None	Y									9307 2000						Sam																																																																										0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11212
Simply Helping		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11220
Royal Perth Hopistal - SITE		*None	N													hss.nursewestadministrationfinance@health.wa.gov.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11224
Arche Health Ltd		*None	Y	PO Box 268				Bentley	WA	6102						accounts@archehealth.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11235
MercyCare Rockingham 		*None	N									9442 3444				invoicemhs@mercycare.com.au		Rhonda Harding																																																																			V							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11246
Woodvale Medical Centre		*None	Y									9309 4211						Jane Walton																																																																										0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11252
South Freo Medical Centre		*None	Y									9367 7840	0406 040 660			leann@mclinica.com.au;m.clinicaau@gmail.com		Vishal																																																																			V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11254
MercyCare Kelmscott		*None	N													invoicemhs@mercycare.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11258
Arche Health - Belvidere Health Centre		*None	Y																																																																																		OV							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11266
Wembley Medical Centre		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11271
SafeWork		*None	N									03 9550 3821				ripal.brahmbhatt@swlabs.com.au		 Ribal																																																																			V							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11280
Brightwater House 		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11289
Brightwater Linen & Catering			*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11290
King Edward Memorial Hospital- AIN		*None	Y																																																																																		N							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11311
State Health Incident Control Centre 		*None	N																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11312
Westminster Day Surgery		*None	Y									9349 5555																																																																									V							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11316
Selby Lodge - AIN		*None	Y																																																																																		N							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11318
Braemar Village		*None	N	PO Bo x 1115				Willagee	WA	6156						accountsmailbox@braemar.org.au																																																																					OV							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11319
Braemar Cooinda		*None	N													accounts@braemar.org.au																																																																					OV							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11321
Colpcare		*None	Y																																																																																		V							0	2	0	14	0	0	GST	0		0	S	0										4-1100						GST	N		P	11324
Kath French Secure Care-Dept. of Communities		*None	N													linda.growcott@communities.wa.gov.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11329
Bentley Hospital - AIN MHU		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11331
Complete Corporate Health		*None	Y									08 9226 1898						Helen																																																																			OV							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11334
IMED Radiology - Mt Lawley		*None	N																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11335
Midwest Community Living Association		*None	N													accounts@mwcla.org.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11338
Skin Rejuvenate Day Surgery - East Perth		*None	N													info@skinrejuvenate.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11339
Brightwater South Lake		*None	N													bwinvoice@brightwatergroup.com																																																																					V							0	2	0	30	0	0	GST	0		0	S	0																GST	N		P	11354
Spencer Ave		*None	N																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11355
At HomeCare		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11360
Western Cardiology Subiaco		*None	Y													robynr@westerncardiology.com.au;																																																																					A							0	5	1	30	0	0	GST	0		0	S	0										4-1100						GST	N		P	11362
Ability Centre - Bradford Views Villa 1		*None	N													accountspayable@abilitycentre.com.au																																																																					V							0	2	0	14	0	0	GST	0		0	S	0																GST	N		A	11364
Hillview 1		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11365
Ability Centre - Bradford  Views Villa 2		*None	N	margaret.small@abilitywa.com.au												accountspayable@abilitycentre.com.au																																																																					V							0	2	0	14	0	0	GST	0		0	S	0																GST	N		P	11366
Ability Centre - Limonite 1 & 2		*None	N													Agencyinvoice@abilitycentre.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11367
Western Diagnostic		*None	N									3317 0729																																																																									V							0	2	0	30	0	0	GST	0		0	S	0																GST	N		A	11371
Ability Centre - 108 Bradford - Coolbinia		*None	N													Agencyinvoice@abilitycentre.com.au																																																																					V							0	2	0	14	0	0	GST	0		0	S	0																GST	N		A	11373
Ability Centre - Arnhem - Respite		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11374
Ability Centre - Gledhill		*None	N													Agencyinvoice@abilitycentre.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11375
Ability Centre - Ida Street		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11376
Ability Centre - Kenwick 6		*None	N													Agencyinvoice@abilitycentre.com.au																																																																					V							0	2	0	14	0	0	GST	0		0	S	0																GST	N		A	11377
Ability Centre - Kenwick 7		*None	Y																																																																																		V							0	2	0	14	0	0	GST	0		0	S	0																GST	N		A	11378
Ability Centre - Maritana 		*None	N													Agencyinvoice@abilitycentre.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11379
Ability Centre - McDonald 1		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11380
Ability Centre - Penryn		*None	N													Agencyinvoice@abilitycentre.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11381
Ability Centre - Rookwood		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11382
Ability Centre - Staunton		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11383
Ability Centre - Surrey Road		*None	N																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11384
Ability Centre - Wandoo		*None	N																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11385
Ability Centre - 6 Diana Street- Innaloo		*None	N													Agencyinvoice@abilitycentre.com.au																																																																					V							0	2	0	14	0	0	GST	0		0	S	0																GST	N		A	11386
Ability Centre - Rivett		*None	N																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11388
Osborne Park - Site (PSA) 		*None	N																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11389
Ability Centre - Limonite 3		*None	N																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11390
Ability Centre - 9 Blackbutt Court		*None	N													Agencyinvoice@abilitycentre.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	11391
St John Medical - Midland		*None	N													apolloaccounts@stjohnwa.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11392
Guildford Grammar School		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11395
Ability Centre - Edale Units		*None	N													Agencyinvoice@abilitycentre.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		A	11396
Solutions IT		c.1	N													jcantrill@solutionsit.com.au																																																																					A							0	2	0	14	0	0	GST	0		0	S	0																GST	N		A	11397
Babcock Integrated Technology Australia		c.2	N													accounts@babcock.com.au																																																																					A							0	2	0	30	0	0	GST	0		0	S	0																GST	N		A	11399
Austin Engineering		c.3	N													ap@austineng.com.au																																																																					A							0	4	0	45	0	0	GST	0		0	S	0																GST	N		A	11400
Contatore Engineering Pty Ltd		c.4	N													admin@contatoreengineering.com.au																																																																					A				$5,000			0	2	0	14	0	0	GST	0		0	S	0																GST	N		A	11401
