{}
Co./Last Name	First Name	Card ID	Card Status	Addr 1 - Line 1	Addr 1 - Line 2	Addr 1 - Line 3	Addr 1 - Line 4	Addr 1 - City	Addr 1 - State	Addr 1 - Postcode	Addr 1 - Country	Addr 1 - Phone No. 1	Addr 1 - Phone No. 2	Addr 1 - Phone No. 3	Addr 1 - Fax No.	Addr 1 - Email	Addr 1 - WWW	Addr 1 - Contact Name	Addr 1 - Salutation	Addr 2 - Line 1	Addr 2 - Line 2	Addr 2 - Line 3	Addr 2 - Line 4	Addr 2 - City	Addr 2 - State	Addr 2 - Postcode	Addr 2 - Country	Addr 2 - Phone No. 1	Addr 2 - Phone No. 2	Addr 2 - Phone No. 3	Addr 2 - Fax No.	Addr 2 - Email	Addr 2 - WWW	Addr 2 - Contact Name	Addr 2 - Salutation	Addr 3 - Line 1	Addr 3 - Line 2	Addr 3 - Line 3	Addr 3 - Line 4	Addr 3 - City	Addr 3 - State	Addr 3 - Postcode	Addr 3 - Country	Addr 3 - Phone No. 1	Addr 3 - Phone No. 2	Addr 3 - Phone No. 3	Addr 3 - Fax No.	Addr 3 - Email	Addr 3 - WWW	Addr 3 - Contact Name	Addr 3 - Salutation	Addr 4 - Line 1	Addr 4 - Line 2	Addr 4 - Line 3	Addr 4 - Line 4	Addr 4 - City	Addr 4 - State	Addr 4 - Postcode	Addr 4 - Country	Addr 4 - Phone No. 1	Addr 4 - Phone No. 2	Addr 4 - Phone No. 3	Addr 4 - Fax No.	Addr 4 - Email	Addr 4 - WWW	Addr 4 - Contact Name	Addr 4 - Salutation	Addr 5 - Line 1	Addr 5 - Line 2	Addr 5 - Line 3	Addr 5 - Line 4	Addr 5 - City	Addr 5 - State	Addr 5 - Postcode	Addr 5 - Country	Addr 5 - Phone No. 1	Addr 5 - Phone No. 2	Addr 5 - Phone No. 3	Addr 5 - Fax No.	Addr 5 - Email	Addr 5 - WWW	Addr 5 - Contact Name	Addr 5 - Salutation	Notes	Identifiers	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Billing Rate	Cost Per Hour	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	Tax Code	Credit Limit	Tax ID No.	Payment Method	Payment Notes	Name on Card	Card Number	BSB	Account Number	Account Name	Statement Text	Remittance Method	Remittance Address	A.B.N. 	A.B.N. Branch	Volume Discount %	Sales/Purchase Layout	Account	Comment	Shipping Method	Printed Form	Freight Tax Code	Use Supplier's Tax Code	Report Taxable Payments	Payment Memo	Invoice/Purchase Order Delivery	Record ID
Shared Vision Solutions		*None	Y	PO Box 6524	East Perth				WA	6892		9201 1878			9201 1878	sharevis@iinet.net.au		Richard																																																																										0	0	2	0	30	0	GST	0						062-902	10113765	SHARED VISION SOLUTIONS	CHOICEONE	P		39077668065		0	S					GST	Y	N		P	9947
Jacquie McPhee		*None	Y	Suite 17 Chelsea Village	145 Stirling Highway			Nedlands	WA	6009		9383 1372			9384 3370																																																																													0	0	2	0	30	0	GST	0						306-044	4880800	JACQUELINE L MCPHEE	CHOICEONE	P		20658790276		0	S					GST	Y	N		P	9948
WA Safety and Education Services		Sole Trader	N	107 Trailwood Drive				Woodvale	WA	6026		0438 759 923				wasafetyservices@ozemail.com.au		Anne-Marie Widermanski																																																																		Anne Marie sole trader does work for ChoiceOne on a contractual basis ie is paid for outcome not hours.								0	0	2	0	30	0	GST	0						036-237	348771	WA SAFETY & EDUCATION SERVICES	CHOICEONE	E	wasafetyservices@ozemail.com.au	75274497163		0	S					GST	Y	N		P	9950
Pinjarra Medical Centre		*None	Y	26 Forrest Street	Pinjarra				WA	6208		9531 3130			9531 3350	pinjarra@ipnet.com.au																																																																												0	0	2	0	30	0	GST	0						032-024	826620	IPN MEDICAL CENTRES	CHOICEONE	P		37088149893		0	S	5-3300				GST	Y	N		P	9955
Collie Medical Group		*None	N	17 Johnson Street	Collie				WA	6225		9734 1233			9734 4181	bsaharay&bigpond.com.au																																																																												0	0	2	0	30	0	GST	0						066-510	10131863	COLLIE MEDICAL GROUP	CHOICEONE	P		84009124387		0	S					GST	Y	N		P	9976
Crush		*None	Y	Level 1	28 John Street	Northbridge			WA	6003		9328 2345			9328 2200	team@crushme.com.au	www.crushme.com.au																																																																											0	0	2	0	30	0	GST	0						306-058	5283115	CRUSH	CHOICEONE	P		91085538674		0	S	6-1065				GST	Y	Y		P	9982
Totally Workwear Midland		*None	N	9/14-22 Farrall Road	Midvale				WA	6056		9274 0815			9274 0813	accounts@totallyworkwearmidland.com.au																																																																												0	0	2	0	30	0	GST	0						086-131	829191638	TOTALLY WORKWEAR MIDLAND	CHOICEONE	P		15133749916		0	S	5-3700				GST	Y	N		P	9986
AMEC - Assoc of Mining & Expl Companiies Inc.		*None	Y	PO Box 948				West Perth	WA	6872		9320 5150	9322 3625		1300 738 185	info@amec.org.au	www.amec.org.au	Anne Marie Doig																																																																										0	0	2	0	30	0	GST	0						086-492	596761731	AMEC	CHOICEONE	P		33362864696		0	S	6-1070				GST	Y	N		P	9992
PathWest Laboratory Medicine WA		*None	Y	Locked Bag 2009	Nedlands				WA	6009		9346 1202			6380 1323	ar.pathwest@health.wa.gov.au		Roberta Paratore																																																																										0	0	2	0	30	0	GST	0						066-040	13301635	PATHWEST INTEREST BEARING	CHOICEONE	P		13993250709		0	S	5-3300				GST	Y	N		P	9993
Campaign Brief		*None	Y	PO Box 699	West Perth				WA	6872		9380 9044			9380 9069	perth@campaignbrief.com																																																																												0	0	2	0	30	0	GST	0						086-164	29081625	CAMPAIGN BRIEF	CHOICEONE	P		42009202779		0	S	6-1302				GST	Y	N		P	10004
Tenders Online (Illion Aust P/L)		*None	Y	Subscription Department	Reply Paid 5215			WEST CHATSWOOD	NSW	1515		1800 80 60 60			02 9934 5501	finance@cordell.com.au	www.cordell.com.au																																																																											0	0	2	0	30	0	GST	0						064-000	14462217	CORDELL INFORMATION PTY LTD	CHOICEONE	E	finance@cordell.com.au	95159137274		0	S	6-1070				GST	Y	Y		P	10017
Curtin University		*None	Y									92263500			92264108																																																																													0	0	2	0	30	0	FRE	0										P		99143842569		0	S	6-5300				FRE	Y	N		P	10031
Site Ware Direct		*None	N	453 Belmont Avenue				KEWDALE	WA	6105		1800 89 79 89			1800 79 90 97	accounts@sitewaredirect.com.au																																																																												0	0	2	0	30	0	GST	0						016-307	643097221	SITE WARE DIRECT	CHOICEONE	E	accounts@sitewaredirect.com.au	81961915252		0	S	5-4700				GST	Y	N		A	10056
National Australia Bank		*None	Y																																																																																									0	0	2	0	30	0	GST	0						086-006	580103881	CHOICEONE	CHOICEONE	P				0	S					GST	N	N		P	10060
IPS Insurance		*None	Y									133233																																																																								Policy # MOT 401 935 343 1DGW580 2010 Mercedes Benz ML 63 AMG Stationwagon								0	0	2	0	30	0	GST	0										P		11000016722		0	S					GST	Y	N		P	10085
Insidejob		*None	Y	"Level 4, 607 Bourke Street"				Melbourne	VIC	3000		03 8621 6611			03 9621 1300	cvas@hcms.com.au	www.hcms.com.au	Catherine Vas																																																																										0	0	2	0	30	0	GST	0						033-058	201703	HUMAN CAPITAL MGMNT SOLUTIONS	CHOICEONE	P		67095021971		0	S	6-5230				GST	Y	N		P	10098
West Coast Eagles		*None	Y	PO Box 508				Subiaco	WA	6904		9381 1111			9388 2541	finance@wce.com.au																																																																												0	0	2	0	30	0	GST	0						306-089	2840553	INDIAN PACIFIC LTD	CHOICEONE	P		31009178894		0	S	6-1302				GST	Y	N		P	10101
Christopher Alexander		*None	Y									9447 1829				alexander.chris@bigpond.com																																																																												0	0	2	0	30	0	GST	0						016-494	504361889	CHRISOPHER ALEXANDER	CHOICEONE	P		24086896295		0	S					GST	Y	N		P	10108
Budget Car Wash		*None	Y									0404 038 999				info@budgetcarwash.net	www.budgetcarwash.net																																																																											0	0	2	0	30	0	FRE	0						086-131	173201214	BUDGET CAR WASH	CHOICEONE	P		45847814590		0	S	6-2020				FRE	Y	Y		A	10110
Segafredo Zanetti Australia Pty Ltd		*None	N	67-69 Scarborough Beach Road				North Perth	WA	6006		1300 660 976			9201 1351	receptionwa@segafredo.com.au	www.espressoitalia.com.au	Dominic Dizinno																																																																		Coffee Machine serial # 901030018354  Service 1800 072 326  Customer no. C028764								0	0	2	0	30	0	FRE	0						032-010	417674	SEGAFREDO ZANETTI AUST PTY LTD	CHOICEONE	E	receptionwa@segafredo.com.au	13001490580		0	S	6-5110				FRE	Y	Y		A	10113
Enable IT Services		*None	Y	882 Hay Street				Perth	WA	6000		Sales 646 6460	Accts 6460 6460		9322 1834	accounts@enabletech.com.au		Jodie Sinclair																																																																										0	0	2	0	14	0	GST	0						086-334	532184322	ENABLE TECHNOLOGY PTY LTD	CHOICEONE	P		19097134257		0	S	6-3250				GST	Y	N		A	10119
LinkedIn 		*None	N													ar-apac@linkedin.com																																																																				"CONTRACT # CSL780447345 Bank of America Level 64, MLC Centre 19 Martin Place Sydney  NSW 2000 BSB:  232001 Acc Number:  15720012 Swift / BIC:  BOFAAUSX AUD $4125 .00"								0	0	2	0	30	0	GST	0						232-001	17304012	LINKEDIN	CHOICEONE	E	cashapps_apac@linkedin.com	73615253408		0	S	1-1700				GST	Y	N		A	10121
Kinetic Health Group Pty Ltd (inactive)		*None	Y	PO Box 1237				Osborne Park	WA	6916		9242 0850			9242 9790	shannon.moffitt@kinetichealth.com.au																																																																												0	0	2	0	30	0	GST	0						036-306	362236	KINETIC HEALTH GROUP PTY LTD	CHOICEONE	P		39100261265		0	S	5-3300				GST	Y	N		A	10138
Munro Doig Lawyers		*None	Y	43 Richardson Street				West Perth	WA	6005		9426 6222			9426 6211	reception@munrodoig.com.au																																																																												0	0	2	0	30	0	GST	0						306-089	1667409	MUNRO DOIG	CHOICEONE	P		41500712199		0	S	6-1010				GST	Y	N		A	10172
WA Driver Development		*None	Y	PO Box 2025				Wangara	WA	6947		08 9303 4366																																																																																0	0	2	0	30	0	FRE	0						086-334	743936432	WA DRIVER DEVELOPMENT	CHOICEONE	P		74490542896		0	S					FRE	Y	N		P	10190
Window Wipers		*None	Y	"19A, 87 Catalano Circuit"				Canning Vale	WA	6155		6323 2180				admin@wwfm.com.au	www.windowwipers.com.au	Kristen																																																																										0	0	2	0	30	0	GST	0						016-318	216812534	WINDOW WIPERS	CHOICEONE	P		92109753175		0	S					GST	Y	N		P	10191
Health Ageing Training Services		*None	Y	109 Caledonian Avenue				Maylands	WA	6051		9243 6546				marion@hatstraining.com.au	www.hatstraining.com.au	Marin Hopkins																																																																										0	0	2	0	30	0	FRE	0						066-114	10227446	HEALTH AGING TRAINING SVCES	CHOICEONE	P		17277640167		0	S	5-3650				FRE	Y	Y		P	10207
ZettaNet Pty Ltd		*None	Y	Level 6	10 William Street			Perth	WA	6000		1300 139 550			1300 794 469	remittance@zetta.net.au	www.zetta.net.au	accounts@zetta.net.au																																																																		Account Number # 2142681374								0	0	2	0	30	0	GST	0						086-006	822647313	ZETTANET PTY LTD	2142681374	P		48066394509		0	S	6-3230				GST	Y	N		P	10208
Cabling & Communications Solutions Pty Ltd		AVAYA	Y	22 Santa Barbara Parade				Quinns Rocks	WA	6030		0430 345 769				steve@candcsolutions.net.au																																																																												0	0	2	0	30	0	GST	0						036-080	416691	CABLING AND COMMUNICATIONS	CHOICEONE	P		79567401125		0	S	6-5160				GST	Y	N		A	10210
Perth Party Hire		*None	Y	103 Nicholson Road				Subiaco	WA	6008		9382 2088			9388 2294	info@perthpartyhire.com.au	www.perthpartyhire.com.au																																																																											0	0	2	0	30	0	GST	0						086-492	534995671	PERTH PARTY HIRE	CHOICEONE	P		81676535404		0	S	6-3110				GST	Y	N		A	10215
Batger	Diane	*None	Y																																																																																									0	0	2	0	30	0	N-T	0						062-612	10082345	DIANE BATGER	GOH	P				0	S	1-1398				N-T	N	N		P	10231
Faulkner & Co Pty Ltd		*None	N	Ground Floor	7 Havelock Street			West Perth	WA	6005		9486 5600			9486 5699	reception@faulknerandco.com.au	www.faulkner&co.com.au																																																																											0	0	2	0	30	0	GST	0						066-130	10338541	FAULKNER & CO PTY LTD	CHOICEONE	E	reception@faulknerandco.com.au	81153449391		0	S	6-1005				GST	Y	N		A	10235
PPR - Professional Public Relations Pty Ltd		*None	Y	588 Hay Street				Subiaco	WA	6008		9388 0944			9388 0933	perth@ppr.com.au	www.ppr.com.au																																																																			SWIFT CODE HKBAAU2S								0	0	2	0	30	0	GST	0						342-011	162898002	PROFESSIONAL PUBLIC RELATIONS PL	CHOICEONE	P		16001045450		0	S					GST	Y	N		P	10274
Luke's Landscaping		Retic	Y	3/9 Sundercombe Street				Osborne Park	WA	6017		9493 1000	0424 133 950			admin@lukeslandscaping.com.au	www.lukeslandscaping.com																																																																											0	0	2	0	30	0	GST	0						302-162	485462	LUKES LANDSCAPING	CHOICEONE	E	admin@lukeslandscaping.com.au	23164578563		0	S	6-6050				GST	Y	N		P	10275
Taylor	Sarah May	*None	Y																																																																																									0	0	2	0	30	0	GST	0						116-879	474036363	SARAH MAY TAYLOR	CHOICEONE	P				0	S					GST	N	N		P	10278
JarmanMcKenna		*None	Y									9492 2222			9492 2255	emily.lampard@jmck.com.au																																																																												0	0	2	0	30	0	GST	0						186-300	278579354	JARMANMCKENNA	108105/34150	P		94869121543		0	S	6-1010				GST	Y	N		P	10290
Aspire Performance Training		*None	Y	10/643 Newcastel Street				Leederville	WA	6007		6460 0965				info@aspirept.com.au		Donna McFetridge																																																																										0	0	2	0	30	0	GST	0						066-192	10459249	ASPIRE PERFORMANCE TRAINING	CHOICEONE	P		80155229388		0	S	6-5230				GST	Y	N		P	10292
AMPco Australasian Medical Publishing Company		*None	Y									02 9562 6666																																																																																0	0	2	0	30	0	GST	0						062-189	10008337	AUSTRALASIAN MED PUBLISHING CO	CHO017	P		20000005854		0	S	6-1302				GST	Y	Y		P	10293
FuturisHealth		*None	Y									9382 8244				monika@futurishealth.com.au																																																																												0	0	2	0	30	0	GST	0						016-305	483840089	FUTURIS HEALTH	CHOICEONE	P		41015857794		0	S					GST	Y	N		P	10295
Hai	Loi Chau	*None	Y									0403 324 794																																																																																0	0	2	0	30	0	GST	0						086-147	864962944	HAI LOI CHAU	CHOICEONE	P		41295871749		0	S	6-1060				GST	Y	N		P	10296
Australian Marketing Institute		*None	Y													events@ami.org.au																																																																												0	0	2	0	30	0	GST	0						012-003	197989843	AUSTRALIAN MARKETING INSTITUTE	CHOICEONE	P		30000026586		0	S					GST	Y	N		P	10297
Gimondo	Naomi	*None	Y													elizabethgimondo@bigpond.com.au																																																																												0	0	2	0	30	0	N-T	0						306-061	334499	ELIZABETH N GIMONDO	CHOICEONE	P				0	S					N-T	Y	N		P	10298
Workshop Consultancy Pty Ltd		*None	Y	3 Williton Road				Karrinyup	WA	6018								Fiona Perella	ACN 161 684 368																																																																									0	0	2	0	30	0	GNR	0						016-350	381721265	WORKSHOP CONSULTANCY PTY LTD	CHOICEONE	P		67681432865		0	S					GNR	Y	N		P	10304
SA O'Keefe & Associates Pty Ltd		*None	Y													saokeefe3011@gmail.com																																																																												0	0	2	0	30	0	GST	0						066-103	10285935	SA OKEEFE & ASSOC PTY LTD	CHOICEONE	P		71147647327		0	S					GST	Y	N		P	10310
Medibank Health Solutions Pty Ltd		*None	Y									9350 6469				MSreceivables@medibank.com.au																																																																												0	0	2	0	30	0	GST	0						032-713	138751	MEDIBANK HEALTH SOLUTIONS	CHOICEONE 30889	P		99078934791		0	S					GST	Y	N		P	10311
Lexmark International (Australia) Pty Ltd		*None	Y	2 Park Street				Sydney	NSW	2000								Samantha Malone																																																																		Have received mail noting that Lexmark has been acquired by Hyland Software Inc								0	0	2	0	30	0	GST	0						242-000	230894019	LEXMARK AUST PTY LTD	CHOICEONE	P		86050148466		0	S					GST	Y	N		P	10322
Australian Institute of Management WA		*None	Y									9383 8088			9387 6171	aimwa@aimwa.com	www.aimwa.com																																																																											0	0	2	0	30	0	GST	0						036-054	131289	AUST INSTITUTE OF MANAGEMENT	CHOICEONE	P		98928669029		0	S					GST	Y	N		P	10324
Funky Balloons		*None	Y									9368 2233					www.funkyballoons.com.au	David Komadina																																																																										0	0	2	0	30	0	GST	0						306-066	2473059	FUNKY BALLOONS	CHOICEONE	P		21834190375		0	S	6-5390				GST	Y	N		P	10326
Cavenagh Medical Centre		*None	Y									8981 8566			8941 0391	cmcadmin@cmc.org.au																																																																												0	0	2	0	30	0	GST	0						035-302	351738	DR JEANINE RICHARDSON	INV 494315 494961	P		61635569321		0	S					GST	Y	N		P	10328
Manzi	Michael	*None	Y									419992124																																																																																0	0	2	0	30	0	GST	0						633-108	114970981	MICHAEL MANZI	CHOICEONE	P		80471322121		0	S					GST	Y	N		P	10335
Global Security Management		*None	Y	PO Box 330				Belmont	WA	6984					03 9224 0295	billing@globalsec.com.au																																																																												0	0	2	0	30	0	GST	0						016-112	836280276	WSPL GLOBAL	CHOICEONE	P		67052475911		0	S	5-4300				GST	Y	N		P	10338
Hantke	TR & EA	*None	Y	Franchising Soltuions	PO Box 790			Cottesloe	WA	6911						tim.hantke@bigpond.com																																																																												0	0	2	0	30	0	GST	0						037-129	772246	TR & EA HANTKE	CHOICEONE	P				0	S					GST	N	N		P	10342
Birman & Ride		*None	Y													ns@birmanride.com.au																																																																												0	0	2	0	30	0	GST	0						036-001	196433	BIRMAN & RIDE	4567.1	P				0	S					GST	N	N		P	10346
Makerite Contracting		*None	Y	Lot 25 Briggs Road				Byford	WA	6122		0418 919 608			9525 0479	makerite.paul@bigpond.com																																																																												0	0	2	0	30	0	GST	0						016-253	247984195	MAKERITE CONTRACTING	CHOICEONE	P		25320660647		0	S	6-6050				GST	Y	N		P	10347
1st Executive Pty Ltd		*None	Y	Level 5	99 Queen Street			Melbourne	VIC	3000																																																																																		0	0	2	0	30	0	GST	0						083-054	484897781	1ST EXECUTIVE PTY LTD	CHOICEONE	P		13092335790		0	S	6-1014				GST	Y	N		P	10348
Lindorff	Patrick	*None	Y																																																																																									0	0	2	0	30	0	GST	0						036-048	319816	PATRICK JAMES LINDORFF	CHOICEONE	P				0	S					GST	N	N		P	10349
ASB Marketing Pty Ltd		*None	N	"Unit 2, 100 Belmont Avenue"				Belmont	WA	6104		9477 6888			9477 6999	info@asbmarketing.com.au	www.asbmarketing.com																																																																											0	0	2	0	30	0	GST	0						016-286	256391172	ASB MARKETING	CHOICEONE	P		20000761606		0	S	6-1302				GST	Y	N	Pens and Branded Merchandise	P	10350
Tunnel Vision Pty Ltd		*None	Y	PO Box 3928				Success	WA	6964		9417 1563			9414 1411	accounts@tunnelvision.com.au																																																																												0	0	2	0	30	0	GST	0						036-308	230317	TUNNEL VISION	CHOICEONE	P		19131116900		0	S					GST	Y	N		P	10351
Portner Press Pty Ltd		*None	N									1300 78 29 11			03 9558 2219	cs@portnerpress.com.au																																																																												0	0	2	0	30	0	GST	0						083-032	101365997	PORNTER PRESS PTY LTD	CHOICEONE	E	cs@portnerpress.com.au	22134714140		0	S	6-1070				GST	Y	N		P	10352
WA Safety Tape & Mesh		*None	Y									9258 7088			9258 7055	info@wasafety.com.au																																																																												0	0	2	0	30	0	GST	0						016-270	109317335	WA AIR SPRINGS AUST PTY LTD	CHOICEONE	P		40104214075		0	S	5-3700				GST	Y	N		P	10353
Australian Association of Practice Managers Ltd		*None	Y									03 9095 8712	0414 381 510		03 9329 2524	headoffice@aapm.org.au	www.aapm.org.au	Jane Reed	WA President																																																																									0	0	2	0	30	0	GST	0						063-114	10119934	AAPM LTD	CHOICEONE	P		91010067615		0	S	6-1302				GST	Y	N		P	10354
Assessments Online		*None	N	PO Box 4897	Dainfern			Gauteng		2055	South Africa	082 442 3621			086 695 3034	admin@assessmentsonline.co.za	www.assessmentsonline.co.za	Laura																																																																		"Your address and business number:  14 Melia Road, Blairgowrie, 2194. South Africa Bank name: FNB  Account number/IBAN: 62507987743 SWIFT code: FIRNZAJJ Laurie Ann Assessments Online Mobile  +27 (0)71 362 6796 "								0	0	2	0	30	0	FRE	0										P				0	S	5-4900				FRE	Y	Y		P	10360
Envision Medical Imaging Pty Ltd		*None	Y													finance@envisionmi.com.au																																																																					A							0	0	2	0	30	0	GST	0						066-000	11193839	ENVISION MEDICAL IMAGING PTY LTD	CHOICEONE	P		86129565386		0	S	6-1302				GST	Y	N		P	10361
Port Hedland Medical Centre		*None	Y	7 Edgar Street				Port Hedland	WA	6721		9173 3733			9173 5219	reception@porthedlandmedical.com.au	www.porthedlandmedical.com.au																																																																											0	0	2	0	30	0	GST	0						086-492	175474179	PILBARA MEDICAL HOLDINGS PTY LTD	CHOICEONE	P		65143532478		0	S					GST	Y	N		P	10362
Perth Premium Cleaning Services		*None	Y	521 Beechboro Road North				Beechboro	WA	6063		0457 883 573				contact@perthpremiumcleaning.com.au		Grace Wenham																																																																		ACN 161 564 406 GST registered from invoice # 36								0	0	2	0	30	0	GST	0						036-062	673600	OFFICEKLEENING PTY LTD	CHOICEONE	E	contact@perthpremiumcleaning.com.au	12282079619		0	S	5-9003				GST	Y	N		A	10372
Floreat Medical		*None	Y	439 Cambridge Street				Floreat	WA	6014		9387 6000			9387 6222																																																																													0	0	2	0	30	0	GST	0								FLOREAT MEDICAL	CHOICEONE	P		87099586071		0	S					GST	Y	N		P	10373
David John Garnsworthy		*None	Y	Howard Chambers	"1st Floor, 21 Howard Street"			Perth	WA	6000		9322 9662			9200 6279	david@garnsworthycosts.com.au		David Garnsworthy																																																																		"send chqs to 100 Dampier Ave, Mullaloo"								0	0	2	0	30	0	GST	0						016-002	108341616	DAVID JOHN GARNSWORTHY	CHOICEONE	P		53131066457		0	S					GST	Y	N		P	10376
Rotary Club of West Perth (Inc)		*None	N									9472 6309			9472 3927	rotarywestperth@sponsorship.net.au																																																																												0	0	2	0	30	0	GST	0						036-011	330472	ROTARY CLUB OF WEST PERTH INC	13743 CHOICEONE	E	rotarywestperth@sponsorship.net.au	73171897613		0	S					GST	Y	N		P	10377
Buddha Mobile Phone Repairs		Mobile Repairs	Y									0405 577 285					www.BuddhaiPhoneRepair.com																																																																											0	0	2	0	30	0	GST	0						016-560	558057495	BHUDDA PHONE REPAIR	CHOICEONE	P		43304860139		0	S					GST	Y	N		P	10378
Dr Shaza Salleh		*None	Y	2 Pioneer Road				CENTENNIAL PARK	WA	6330		(08) 9842 2822			(08) 9842 8219		www.pioneerhealth.com.au																																																																											0	0	2	0	30	0	GST	0						016-510	486281876	PIONEER HEALTH ALBANY	CHOICEONE	P		38306982911		0	S					GST	N	N		P	10379
Martian Logic Pty Ltd (My Recruitment)		*None	N	Suite 201  Level 2	50 Clarence Street				NSW			02 9262 1745				accounts@myrecruitmentplus.com	www.adlogic.com.au	Ben Illfeld																																																																										0	0	2	0	30	0	GST	0						032-020	172359	MARTIAN LOGIC PTY LTD	CHOICEONE	E	accounts@myrecruitmentplus.com	34089846846		0	S	6-1302				GST	Y	N		P	10380
Matting Solutions WA Pty Ltd		*None	Y	"Unit 3, 102 Norma Road"				MYAREE	WA	6154		08 9330 6633				info@mattingsolutions.com.au																																																																												0	0	2	0	30	0	GST	0						306-066	2620458	MATTING SOLUTIONS WA PTY LTD		P		85146266702		0	S					GST	Y	N		P	10381
Go Go On-Hold		*None	N	PO Box 321				GUILDFORD	WA	6055		08 9250 46 45				accounts@choiceone.com.au																																																																				Direct Debited from Trading account								0	0	2	0	30	0	GST	0						016-554	264980487	GO GO ON-HOLD		A		69119135426		0	S	6-1080				GST	Y	Y		P	10382
Integrated Carpentry Solutions		*None	Y	92 Healy Rd				Hamilton Hill	WA	6163	Australia	0435 004 147																																																																																0	0	2	0	30	0	GST	0						066-107	10518718	INTEGRATED CARPENTRY SOLUTIONS	CHOICEONE	P		58513234483		0	S	6-6050				GST	N	N		P	10384
Miningoilgas Pty Ltd		*None	Y									6314 0300			9481 7322	accounts@miningoilgas.com.au	www.miningoilgas.com.au																																																																											0	0	2	0	30	0	GST	0						086-492	592491797	MININGOILGAS PTY LTD	CHOICEONE	P		28112572433		0	S					GST	Y	N		P	10388
Diversity Cleaning		*None	Y									0416 042 258 Josh	0413 998 955 Mike			admin@diversitycleaning.com.au																																																																												0	0	2	0	30	0	GST	0						016-185	375978419	DIVERSITY CLEANING	CHOICEONE	P		67795692097		0	S					GST	Y	N		P	10389
Aged & Community Services WA Inc		*None	Y									9244 8233			9244 8122	admin@acswa.org.au																																																																												0	0	2	0	30	0	GST	0						306-051	172773	AGED & COMMUNITY SERVICES WA	CHOICEONE	P		33304773467		0	S					GST	Y	N		P	10391
Ford		*None	Y																																																																																									0	0	2	0	30	0	GST	0										P		30004116223		0	S					GST	Y	N		P	10392
Virgin Bores & Reticulation		Reticulation	Y	41 Floyd Street				Trigg	WA	6029		1300 734 300			9467 6291	freewater@virginbores.com.au	www.virginbores.com.au																																																																											0	0	2	0	30	0	GST	0						036-027	244835	VIRGIN BORES	CHOICEONE	P		89868581990		0	S					GST	Y	N		P	10398
Commercial Air Solutions		*None	Y	PO Box 23				Welshpool DC	WA	6986		9258 6233			9258 6244	accounts@comair.com.au																																																																												0	0	2	0	30	0	GST	0						016-498	525840133	COMMERCIAL AIR SOLUTIONS	CHOICEONE	P		28062933743		0	S					GST	Y	N		P	10399
Image Seven		*None	Y	11 East Parade				East Perth	WA	6004		9221 9777				accounts@imageseven.com.au																																																																												0	0	2	0	30	0	GST	0						036-073	165652	IMAGE SEVEN	CHOICEONE	P		24076188559		0	S					GST	Y	N		P	10400
EziTag Systems		*None	Y	PO Box 319				Mount Waverley	VIC	3149		03 9545 5401			03 9548 8902	sales@ezitag.com.au	www.ezitag.com.au																																																																											0	0	2	0	30	0	GST	0						063-182	10163385	EZITAG SYSTEMS	CHOICEONE	P		36501989688		0	S					GST	Y	N		P	10401
Medical Training Solutions		*None	Y	38 Belvedere Road				Hamersley	WA	6022		9386 7889	0413 011 862			amanda@medicaltrainingsolutions.com.au																																																																												0	0	2	0	30	0	FRE	0						036-080	395077	MEDICAL TRAINING SOLUTIONS	CHOICEONE	P		88147295340		0	S					FRE	Y	N		P	10402
Mason	Ian	*None	Y																																																																																									0	0	2	0	30	0	GST	0						016-270	198354647	IAN MASON	CHOICEONE	P				0	S					GST	N	N		P	10407
Lot Property Services Pty Ltd		Handyman	Y									9204 5334	0400 206 212		9204 5359	office@tlps.com.au																																																																												0	0	2	0	30	0	GST	0						306-054	556498	THE LOT PROPERTY SERVICES PL	CHOICEONE	P		63156033199		0	S	6-6050				GST	Y	N		P	10412
Oosterhuis	Dr Christine	*None	Y													accounts@pioneerhealth.com.au																																																																												0	0	2	0	30	0	GST	0						016-510	486281876	PIONEER HEALTH ALBANY	CHOICEONE	P		99031240646		0	S					GST	Y	N		P	10415
Melton	Greg Edward Kenneth	*None	Y													groggm@hotmail.com																																																																												0	0	2	0	30	0	GST	0						303-092	4240449	GREGORY E K MELTON	CHOICEONE	P				0	S					GST	N	N		P	10416
Print Sync Business Solutions		*None	Y									9434 2122			9418 7422	accountsreceivable@printsync.com.au																																																																												0	0	2	0	30	0	GST	0						016-560	348161614	EDGEVIEW ENTERPRISES	CHOICEONE	P		50092654718		0	S	6-1065				GST	Y	N		P	10417
Nanotek		*None	Y	PO Box 375				North Richmond	NSW	2754		1800 626 683				nanette@nanotek.co		Nanette Cornish																																																																										0	0	2	0	30	0	GST	0						082-080	183759326	ECOWASH MOBILE PTY LTD	CHOICEONE	P		15108417901		0	S	6-2020				GST	Y	Y		P	10421
Kott Gunning Lawyers		*None	Y									9321 3755			9321 3465	accounts@kottgunn.com.au																																																																												0	0	2	0	30	0	GST	0						016-002	257672611	KOTT GUNNING	CHOICEONE	P		35611414728		0	S	6-1010				GST	Y	N		P	10422
