Account Number,Account Name,Header,Balance,Account Type,Last Cheque Number,Tax Code,Currency Code,Inactive Account,AccountantLink Code,BSB Number,B/Account Number,B/Account Name,Company Trading Name,Create Bank Files,Bank Code,Direct Entry User ID,Self Balancing Transaction,Description,Classification for Statement of Cash Flow,Subtotal Header Accounts
44092,Income-Verif of competance,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44095,Income Face to Face Courses,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44110,KM Reimbursements TRA,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44120,Domestic Reimbursement TRA,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44130,Overseas Reimbursements TRA,,$0.00 ,Income,,EXP,,N,,,,,,,,,,,,
44140,Training Currency Gain/Loss,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
45000,Income North America,H,$0.00 ,Income,,,,N,,,,,,,,,,,,Y
45010,North America Employees,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
45020,North America Consultants,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
45030,North Amer Currency Gain/Loss,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
45100,Reimbursements North America,H,$0.00 ,Income,,,,N,,,,,,,,,,,,Y
45110,Km Reimbursement North America,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
45120,Domestic Reimbursement NA,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
45130,Overseas Reimbursement NA,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
45140,Admin/Project Mgmnt/Site NA,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
46000,Income East Asia,H,$0.00 ,Income,,,,N,,,,,,,,,,,,Y
46010,East Asia Employees,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
46020,East Asia Consultants,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
46030,East Asia Currency Gain/Loss,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
46100,Reimbursements East Asia,H,$0.00 ,Income,,,,N,,,,,,,,,,,,Y
46110,Km Reimbursement East Asia,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
46120,Domestic Reimbursement EA,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
46130,Overseas Reimbursement EA,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
46140,Admin/Project Mgmnt/Site EA,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
47000,Income Central Asia,H,$0.00 ,Income,,,,N,,,,,,,,,,,,Y
47010,Central Asia Employees,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
47020,Central Asia Consultants,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
47030,Central Asia Currency GainLoss,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
47100,Reimbursements Central Asia,H,$0.00 ,Income,,,,N,,,,,,,,,,,,Y
47110,Km Reimbursement Central Asia,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
47120,Domestic Reimbursement CA,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
47130,Overseas Reimbursement CA,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
47140,Admin/Project Mgmnt/Site CA,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
48000,Income Assurance,H,$0.00 ,Income,,,,N,,,,,,,,,,,,Y
48010,Assurance Employees,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
48020,Assurance Consultants,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
48030,Assurance Currency Gain/Loss,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
48100,Reimbursements Assurance,H,$0.00 ,Income,,,,N,,,,,,,,,,,,Y
48110,Km Reimbursements Assurance,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
48120,Domestic Reimbursements ASS,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
48130,Overseas Reimbursements ASS,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
48140,Admin/Project Mgmnt/Site ASS,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
49000,Income Contracting,H,"$460,686.70 ",Income,,,,N,,,,,,,,,,,,Y
49010,Contracting Employees,H,"$38,589.40 ",Income,,,,N,,,,,,,,,,,,N
49012,Contracting Employees INV,,"$35,984.40 ",Income,,N-T,,N,,,,,,,,,,,,
49014,Contracting Employees WIP,,"$2,605.00 ",Income,,N-T,,N,,,,,,,,,,,,
49020,Contracting Consultants,H,"$422,031.30 ",Income,,,,N,,,,,,,,,,,,N
49022,Contracting Consultants INV,,"$422,031.30 ",Income,,N-T,,N,,,,,,,,,,,,
49024,Contracting Consultants WIP,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
49030,Contracting Outsourcing,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
49100,Reimbursements Contracting,H,$66.00 ,Income,,,,N,,,,,,,,,,,,Y
49110,Km Reimbursement Contracting,,$66.00 ,Income,,N-T,,N,,,,,,,,,,,,
49120,Domestic Reimbursements Contr,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
49130,Overseas Reimbursements Contr,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
49140,Admin/Project Mgmt/Site Contr,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
49199,Contracting Currency Gain/Loss,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
50000,Cost Of Sales,H,"$2,202,548.61 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
50100,Opening WIP,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
50200,Closing WIP,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
51000,Corporate Services,H,$592.00 ,Cost of Sales,,,,N,,,,,,,,,,,,Y
51005,Wages Admin,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
51010,Superannuation Admin,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
51015,Consultants Admin,,$592.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
52000,COST OF SALES ENVIRONMENT,H,"$335,181.18 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
52005,Wages Environment,,"$72,002.38 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
52010,Allowances Environment,,"$3,475.00 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
52011,LAFHA Environment,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
52012,Long Service Leave Accural-ENV,,"$9,771.00 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
52015,Superannuation Environment,,"$17,572.46 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
52016,Workers' Compensation,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
52017,Payroll Tax,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
52018,Accrued Annual Leave,,"$54,788.40 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
52019,Accrued Sick Leave Environment,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
52020,Consultants Environment,,"$100,820.21 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
52021,Sub-contracting Environment,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
52025,Direct On-Costs Chargeable ENV,H,"$75,056.78 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
52030,COS Chargeable Environment,,"$41,888.28 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
52031,Discount allowed Environment,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
52035,Km Environment,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
52040,Domestic Travel Environment,,"$10,477.36 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
52045,International Travel ENV,,"$22,691.14 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
52050,Direct On-Costs Non-Chargeable,H,"$1,694.95 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
52055,COS Environment N-C,,"$1,694.95 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
52060,Contract Establishment ENV N-C,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
52065,Sundry Environment N-C,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
53000,COST OF SALES SAFETY,H,"$1,387,688.22 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
53005,Wages Safety,,"$632,495.74 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
53010,Allowances Safety,,$400.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
53011,LAFHA Safety,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
53012,Long Service Leave Acc-Safety,,"$5,366.00 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
53015,Superannuation Safety,,"$80,926.82 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
53016,Workers' Compensation,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
53017,Payroll Tax,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
53018,Accrued Annual Leave,,"$10,076.92 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
53019,Accrued Sick Leave Safety,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
53020,Consultants Safety,,"$424,967.80 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
53021,Safety product outsourcing,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
53025,Direct On-Costs Chargeable SAF,H,"$192,368.81 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
53030,COS Chargeable Safety,,"$3,457.49 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
53031,Discount Allowed Safety,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,Customer attracted discount,,
53035,Km Safety,,"$4,107.65 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
53040,Domestic Travel Safety,,"$139,155.20 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
53045,International Travel Safety,,"$45,648.47 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
53048,Site Allowance Safety,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
53050,Direct On-Costs Non-Charge SAF,H,"$41,086.13 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
53055,COS Safety N-C,,"$40,547.09 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
53060,Contract Establishment N-C SAF,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
53065,Sundry Safety N-C,,$539.04 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54000,COST OF SALES TRAINING,H,"$6,752.32 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
54005,Wages Training,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54010,Allowances Training,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54011,LAFHA Training,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54012,Long Service Leave Acc-TRA,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54015,Superannuation Training,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54016,Workers' Compensation,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54017,Payroll Tax,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54018,Accrued Annual Leave,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54019,Accrued Sick Leave TRA,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54020,Consultants Training,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54025,Direct On-Costs Chargeable TRA,H,$0.00 ,Cost of Sales,,,,N,,,,,,,,,,,,Y
54030,COS Chargeable Training,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54035,Km Training,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54040,Domestic Travel Training,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54045,International Travel Training,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54050,Direct On-Costs NC Training,H,"$6,752.32 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
54055,COS Training N-C,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54060,Subscriptions/Licences TRA,,"$6,752.32 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
54065,Sundry N-C Training,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54070,Material/Venue Hire Training,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
54075,Sundry Km/Postage/Lunches TRA,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
55000,COST OF SALES NORTH AMERICA,H,$0.00 ,Cost of Sales,,,,N,,,,,,,,,,,,Y
55005,Wages North America,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
55010,Allowances North America,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
55015,Superannuation North America,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
55020,Consultants North America,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
55025,Direct On-Costs Chargeable NA,H,$0.00 ,Cost of Sales,,,,N,,,,,,,,,,,,Y
55030,COS Chargeable North America,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
55035,Km North America,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
55040,Domestic Travel North America,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
55045,Int Travel North America,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
55050,Direct On-Costs Non-Charge NA,H,$0.00 ,Cost of Sales,,,,N,,,,,,,,,,,,N
55055,COS N-C North America,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
55060,Contract Establishment N-C NA,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
55065,Sundry N-C North America,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
56000,COST OF SALES EAST ASIA,H,"$72,938.84 ",Cost of Sales,,,,N,,,,,,,,,,,,N
56005,Wages East Asia,,"$68,728.84 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
56010,Allowances East Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
56020,Consultants East Asia,,"$2,348.39 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
56025,Direct On-Costs Chargeable EA,H,"$1,557.61 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
56030,COS Chargeable East Asia,,"$1,405.61 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
56035,Km East Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
56040,Domestic Travel East Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
56045,International Travel East Asia,,$152.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
56050,Direct On-Costs N-C East Asia,H,$304.00 ,Cost of Sales,,,,N,,,,,,,,,,,,N
56055,COS Non-Chargeable East Asia,,$304.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
56060,Contract Estab N-C East Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
56065,Sundry NonChargeable East Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
57000,COST OF SALES CENTRAL ASIA,H,$0.00 ,Cost of Sales,,,,N,,,,,,,,,,,,N
57005,Wages Central Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
57010,Allowances Central Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
57015,Superannuation Central Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
57020,Consultants Central Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
57025,Direct On-Costs Chargeable CA,H,$0.00 ,Cost of Sales,,,,N,,,,,,,,,,,,Y
57030,COS Chargeable Central Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
57035,Km Central Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
57040,Domestic Travel Central Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
57045,International Travel CA,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
57050,Direct On-Costs N-C CA,H,$0.00 ,Cost of Sales,,,,N,,,,,,,,,,,,Y
57055,COS NonChargeable Central Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
57060,Contract Estabment N-C CA,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
57065,Sundry N-C Central Asia,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
58000,COS ASSURANCE SERVICES,H,"$11,667.47 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
58005,Wages Assurance Services,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
58010,Allowances Assurance Services,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
58015,Superannuation Assurance Svcs,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
58020,Consultants Assurance Services,,"$5,727.20 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
58025,Direct On-Costs Chargeable ASS,H,"$5,874.87 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
58030,COS Chargeable Assurance Svcs,,$919.44 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
58035,Km Assurance Services,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
58040,Domestic Travel Assurance Svcs,,"$2,301.53 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
58045,International Travel Assurance,,"$2,653.90 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
58050,Direct On-Costs N-C Assurance,H,$65.40 ,Cost of Sales,,,,N,,,,,,,,,,,,Y
58055,COS N-C Assurance Services,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
58060,Contract Estab N-C Assurance,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
58065,Sundry N-C Assurance Services,,$65.40 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59000,COST OF SALES CONTRACTING,H,"$387,728.58 ",Cost of Sales,,,,N,,,,,,,,,,,,Y
59005,Wages Contracting,,"$78,903.98 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
59010,Allowances Contracting,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59011,LAFHA Contracting,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59012,Long Service Leave acc-Contr,,"$4,376.72 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
59015,Superannuation Contracting,,"$15,073.40 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
59016,Workers Comp Contracting,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59017,Payroll Tax Contracting,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59018,Accrued Annual Leave Contr,,"$14,250.59 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
59019,Accrued Sick Leave Contracting,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59020,Consultants Contracting,,"$275,123.89 ",Cost of Sales,,N-T,,N,,,,,,,,,,,,
59021,Sub-Contracting Contracting,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59025,Direct OnCosts Chargable Contr,H,$0.00 ,Cost of Sales,,,,N,,,,,,,,,,,,N
59030,COS Charegeable Contracting,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59035,Km Contracting,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59040,Domestic Travel Contracting,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59045,International Travel Contr,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59050,Direct OnCosts NonCharge Contr,H,$0.00 ,Cost of Sales,,,,N,,,,,,,,,,,,N
59055,COS Contracting N-C,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59060,Contract Establishmnt Contr NC,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
59065,Sundry N-C Contracting,,$0.00 ,Cost of Sales,,N-T,,N,,,,,,,,,,,,
60000,Expenses,H,"$786,901.22 ",Expense,,,,N,,,,,,,,,,,,Y
61000,CORPORATE SERVICES,H,"$658,855.74 ",Expense,,,,N,,,,,,,,,,,,Y
61001,Admin Staff Expenses,H,"$260,898.21 ",Expense,,,,N,,,,,,,,,,,,Y
61005,Wages,,"$220,374.15 ",Expense,,N-T,,N,,,,,,,,,,,,
61006,Wages:JOBKEEPER-TOPUP,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61007,Wages Admin recovery,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61010,Consultants,,"$15,817.00 ",Expense,,N-T,,N,,,,,,,,,,,,
61015,Superannuation,,"$24,707.06 ",Expense,,N-T,,N,,,,,,,,,,,,
61020,Workers' Compensation,,$0.00 ,Expense,,N-T,,Y,,,,,,,,,,,,
61025,Payroll tax,,$0.00 ,Expense,,N-T,,Y,,,,,,,,,,,,
61027,Non Refundable Foreign Tax Cre,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61100,Admin Motor Vehicles,H,$117.27 ,Expense,,,,N,,,,,,,,,,,,Y
61110,Fuel,,$117.27 ,Expense,,GST,,N,,,,,,,,,,,,
61120,Motor Vehicle Insurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61130,Lease,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61140,Licensing,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61150,Repairs & Maintenance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61200,Admininstration Travel,H,"$10,430.28 ",Expense,,,,N,,,,,,,,,,,,Y
61210,Airfares Domestic,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61220,Airfares International,,"$2,242.52 ",Expense,,N-T,,N,,,,,,,,,,,,
61230,Accommodation,,"$2,556.28 ",Expense,,GST,,N,,,,,,,,,,,,
61240,Kilometrage,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61250,Meals etc,,$803.54 ,Expense,,GST,,N,,,,,,,,,,,,
61260,Sundry Travel Expenses,,"$4,827.94 ",Expense,,GST,,N,,,,,,,,,,,,
61300,Company Expenses,H,"$236,125.46 ",Expense,,,,N,,,,,,,,,,,,Y
61305,Accounting fees,,"$39,138.72 ",Expense,,GST,,N,,,,,,,,,,,,
61310,Consultants - External,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61315,Doubtful Debts,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61316,WIP & Debtor Tidy up,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61320,Bank Charges,,"$2,254.44 ",Expense,,INP,,N,,,,,,,,,,,,
61325,Borrowing Costs,,$60.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61327,Business Insurance Costs,,"$111,195.94 ",Expense,,N-T,,N,,,,,,,,,,,,
61330,Credit Card Charges,,$75.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61331,Foreign Tax paid,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61335,Depreciation - Plant & Equip,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61336,Depreciation Office F&E,,"$2,041.00 ",Expense,,N-T,,N,,,,,,,,,,,,
61337,Depreciation-Computer equipmen,,"$6,951.00 ",Expense,,N-T,,N,,,,,,,,,,,,
61340,Depreciation - Motor Vehicles,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61345,Donations,,$686.85 ,Expense,,GST,,N,,,,,,,,,,,,
61346,Division 7a Loan Cleared (Prior Period),,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61350,Certification Audit Fees,,"$3,885.00 ",Expense,,FRE,,N,,,,,,,,,,,,
61351,ASIC Filing Fees,,$310.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61355,Fines & Penalties,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61360,Interest,,"$5,498.99 ",Expense,,N-T,,N,,,,,,,,,,,,
61361,"Int SIA Loan MNT 240,000,000",,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61362,Interest on SIA short term loan,,"$39,483.00 ",Expense,,N-T,,N,,,,,,,,,,,,
61365,Legal expenses,,"$1,829.07 ",Expense,,GST,,N,,,,,,,,,,,,
61370,Merchant Fees,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61372,Payroll Tax,,"$4,692.56 ",Expense,,N-T,,N,,,,,,,,,,,,
61375,Time Pro Hosting - Replicon,,"$4,758.60 ",Expense,,N-T,,N,,,,,,,,,,,,
61379,Scottish Pacific Interest,,"$1,191.77 ",Expense,,N-T,,N,,,,,,,,,,Interest charged on funds drawn,,
61380,Scottish Pacific Fees,,"$12,070.16 ",Expense,,GST,,N,,,,,,,,,,Administration fee charged at 0.4% on invoices uploaded,,
61381,Small Amounts Written Off,,$3.36 ,Expense,,N-T,,N,,,,,,,,,,,,
61390,Hire Purchase Charges,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61392,Hire of Motor Vehicle,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61400,Company Staff Expenses,H,"$19,124.27 ",Expense,,,,N,,,,,,,,,,,,Y
61401,Employee Share Scheme,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61405,Accrued Annual Leave,,"$3,451.29 ",Expense,,N-T,,N,,,,,,,,,,,,
61406,Accrued Long Service Leave,,"$4,977.00 ",Expense,,N-T,,N,,,,,,,,,,,,
61407,Accrued Sick Leave,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61410,Agency Staff Costs,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61415,Employment Expenses,,"$5,594.21 ",Expense,,GST,,N,,,,,,,,,,,,
61420,LAFHA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61425,Medical Expenses,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61430,Staff Amenities,,"$1,242.16 ",Expense,,GST,,N,,,,,,,,,,,,
61445,Staff Entertainment,,"$1,289.52 ",Expense,,GST,,N,,,,,,,,,,,,
61450,Staff Gifts,,$410.32 ,Expense,,GST,,N,,,,,,,,,,,,
61455,Staff Training,,"$1,499.00 ",Expense,,GST,,N,,,,,,,,,,,,
61460,Traineeship Costs,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61465,Uniforms,,$660.77 ,Expense,,GST,,N,,,,,,,,,,,,
61470,Director / Board Fees,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61471,Redundancy - Edward Wilson,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61500,Company General Expenses,H,"$77,861.40 ",Expense,,,,N,,,,,,,,,,,,Y
61505,Advertising,,$67.76 ,Expense,,GST,,N,,,,,,,,,,,,
61510,Archiving,,"$1,821.37 ",Expense,,GST,,N,,,,,,,,,,,,
61515,Courier,,$396.95 ,Expense,,GST,,N,,,,,,,,,,,,
61516,Division 7a Loans Cleared (Prior Period),,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61520,Entertainment - Clients,,$477.16 ,Expense,,FRE,,N,,,,,,,,,,,,
