{},,,,,,,,,,,,,,,,,,,,,,,,,
Cheque Account,Cheque No.,Date,Inclusive,Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Memo,Allocation Account No.,Amount,Job No.,Tax Code,Tax Amount,Printed,Currency Code,Exchange Rate,Statement Text,Allocation Memo,Category,Card ID,Record ID,Delivery Status,Is Year-End Adjustment
,Wages,16/11/2021,X,,,Nikita Murthagh and Benjamkin Yarham ($50 not paid on 15-11-2021),,,,Wages 1-15 November,11815,250,,N-T,0,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,16/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,,"5,000.00",,,,,,,,,,*None,2806,P,N
,tfr,16/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,21103,"5,000.00",,N-T,0,,,,,,,*None,2806,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11115,tfr,17/11/2021,X,Stripe,,Stripe,,,,Stripe,,8.1,,,,,,,,,,*None,4904,P,N
,tfr,17/11/2021,X,Stripe,,Stripe,,,,Stripe,60036,8.1,,N-T,0,,,,,,,*None,4904,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,17/11/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account 205581,,"2,000.00",,,,,,,,,,*None,4607,P,N
,tfr,17/11/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account 205581,11113,"2,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,17/11/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account 205581,,"2,000.00",,,,,,,,,,*None,4607,P,N
,tfr,17/11/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account 205581,11113,"2,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,17/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,500,,,,,,,,,,*None,2703,P,N
,tfr,17/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,500,,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11115,tfr,18/11/2021,X,Stripe,,Stripe,,,,Stripe- feed invoice on stripe #87 and MYOB #00067191,,252.88,,,,,,,,,,*None,4904,P,N
,tfr,18/11/2021,X,Stripe,,Stripe,,,,Stripe- feed invoice on stripe #87 and MYOB #00067191,60036,252.88,,N-T,0,,,,,,,*None,4904,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,18/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"1,000.00",,,,,,,,,,*None,2703,P,N
,tfr,18/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"1,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,18/11/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account 205581,,"3,000.00",,,,,,,,,,*None,4607,P,N
,tfr,18/11/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account 205581,11113,"3,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,18/11/2021,X,ANZ (new Directors) Account 205581,,ANZ (new Directors) Account 205581,,,,ANZ (new Directors) Account 205581,,"4,000.00",,,,,,,,,,*None,4607,P,N
,tfr,18/11/2021,X,ANZ (new Directors) Account 205581,,ANZ (new Directors) Account 205581,,,,ANZ (new Directors) Account 205581,11113,"4,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,18/11/2021,X,ANZ (Equipment) 182359,,ANZ (Equipment) 182359,124 Hindes Street,Lota  QLD  4179,,ANZ (Equipment) 182359- Transfer m oney received from Sliptest Specialist,,"14,000.00",,,,,,,,,,*None,3885,P,N
,tfr,18/11/2021,X,ANZ (Equipment) 182359,,ANZ (Equipment) 182359,124 Hindes Street,Lota  QLD  4179,,ANZ (Equipment) 182359- Transfer m oney received from Sliptest Specialist,11112,"14,000.00",,N-T,0,,,,,,,*None,3885,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11112,tfr,18/11/2021,X,ANZ Bank,,ANZ Bank,,,,ANZ Bank- Accounting Servicing fee,,10,,,,,,,,,,*None,22,P,N
,tfr,18/11/2021,X,ANZ Bank,,ANZ Bank,,,,ANZ Bank- Accounting Servicing fee,60001,10,,FRE,0,,,,,,,*None,22,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,19/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"3,500.00",,,,,,,,,,*None,2703,P,N
,tfr,19/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"3,500.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,22/11/2021,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,,"1,375.00",,,,,,,,,,*None,4783,P,N
,tfr,22/11/2021,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,19001,"1,375.00",,N-T,0,,,,,,,*None,4783,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,22/11/2021,X,ISTS rent,,ISTS rent,,,,ISTS rent,,925,,,,,,,,,,*None,2864,P,N
,tfr,22/11/2021,X,ISTS rent,,ISTS rent,,,,ISTS rent,61102,925,,GNR,0,,,,,,,*None,2864,P,N
,tfr,22/11/2021,X,ISTS rent,,ISTS rent,,,,ISTS rent,61102,0,,GNR,0,,,,,,,*None,2864,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,22/11/2021,X,Walton Global Pty Ltd,,Walton Global Pty Ltd,,,,Walton Global Pty Ltd- RENT,,700,,,,,,,,,,*None,4899,P,N
,tfr,22/11/2021,X,Walton Global Pty Ltd,,Walton Global Pty Ltd,,,,Walton Global Pty Ltd- RENT,62601,700,,N-T,0,,,,,,,*None,4899,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,22/11/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account 205581,,"3,000.00",,,,,,,,,,*None,4607,P,N
,tfr,22/11/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account 205581,11113,"3,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11115,tfr,23/11/2021,X,Stripe,,Stripe,,,,Stripe- Fees charged by Stripe inv 67223,,241.79,,,,,,,,,,*None,4904,P,N
,tfr,23/11/2021,X,Stripe,,Stripe,,,,Stripe- Fees charged by Stripe inv 67223,60036,241.79,,N-T,0,,,,,,,*None,4904,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,23/11/2021,X,ANZ (Equipment) 182359,,ANZ (Equipment) 182359,124 Hindes Street,Lota  QLD  4179,,ANZ (Equipment) 182359- Money tranfer from Mackaroo selling pendulum sold to Floor Conncepts Australi,,"13,010.00",,,,,,,,,,*None,3885,P,N
,tfr,23/11/2021,X,ANZ (Equipment) 182359,,ANZ (Equipment) 182359,124 Hindes Street,Lota  QLD  4179,,ANZ (Equipment) 182359- Money tranfer from Mackaroo selling pendulum sold to Floor Conncepts Australi,11112,"13,010.00",,N-T,0,,,,,,,*None,3885,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,23/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"2,000.00",,,,,,,,,,*None,2703,P,N
,tfr,23/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"2,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,23/11/2021,X,ANZ (new Directors) Account 205581,,ANZ (new Directors) Account 205581,,,,ANZ (new Directors) Account 205581,,"1,000.00",,,,,,,,,,*None,4607,P,N
,tfr,23/11/2021,X,ANZ (new Directors) Account 205581,,ANZ (new Directors) Account 205581,,,,ANZ (new Directors) Account 205581,11113,"1,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,24/11/2021,X,ANZ (new Directors) Account 205581,,ANZ (new Directors) Account 205581,,,,ANZ (new Directors) Account 205581,,"8,000.00",,,,,,,,,,*None,4607,P,N
,tfr,24/11/2021,X,ANZ (new Directors) Account 205581,,ANZ (new Directors) Account 205581,,,,ANZ (new Directors) Account 205581,11113,"8,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,24/11/2021,X,ANZ (new Directors) Account 205581,,ANZ (new Directors) Account 205581,,,,ANZ (new Directors) Account 205581,,"1,000.00",,,,,,,,,,*None,4607,P,N
,tfr,24/11/2021,X,ANZ (new Directors) Account 205581,,ANZ (new Directors) Account 205581,,,,ANZ (new Directors) Account 205581,11113,"1,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,24/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"1,000.00",,,,,,,,,,*None,2703,P,N
,tfr,24/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"1,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
21002,tfr,24/11/2021,X,,,MSFT INFO,,,,Credit card transaction,,18.92,,,,,,,,,,,,P,N
,tfr,24/11/2021,X,,,MSFT INFO,,,,Credit card transaction,61001,17.2,,GST,1.72,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11115,tfr,25/11/2021,X,Stripe,,Stripe,,,,Stripe- Fees charged Adbri Masonry Inv 91 Stripe,,4.33,,,,,,,,,,*None,4904,P,N
,tfr,25/11/2021,X,Stripe,,Stripe,,,,Stripe- Fees charged Adbri Masonry Inv 91 Stripe,60036,4.33,,N-T,0,,,,,,,*None,4904,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,25/11/2021,X,ANZ (new Directors) Account 205581,,ANZ (new Directors) Account 205581,,,,ANZ (new Directors) Account 205581,,"2,000.00",,,,,,,,,,*None,4607,P,N
,tfr,25/11/2021,X,ANZ (new Directors) Account 205581,,ANZ (new Directors) Account 205581,,,,ANZ (new Directors) Account 205581,11113,"2,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,25/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,,"4,000.00",,,,,,,,,,*None,2806,P,N
,tfr,25/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,21103,"4,000.00",,N-T,0,,,,,,,*None,2806,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,25/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"4,000.00",,,,,,,,,,*None,2703,P,N
,tfr,25/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"4,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,26/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,,"5,000.00",,,,,,,,,,*None,2806,P,N
,tfr,26/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,21103,"5,000.00",,N-T,0,,,,,,,*None,2806,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,26/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,,"5,000.00",,,,,,,,,,*None,2806,P,N
,tfr,26/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,21106,"5,000.00",,N-T,0,,,,,,,*None,2806,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,26/11/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account 205581,,"1,000.00",,,,,,,,,,*None,4607,P,N
,tfr,26/11/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account 205581,11113,"1,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11115,tfr,26/11/2021,X,Stripe,,Stripe,,,,Stripe,,2.13,,,,,,,,,,*None,4904,P,N
,tfr,26/11/2021,X,Stripe,,Stripe,,,,Stripe,60036,2.13,,N-T,0,,,,,,,*None,4904,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,29/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,,"3,000.00",,,,,,,,,,*None,2806,P,N
,tfr,29/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,21103,"3,000.00",,N-T,0,,,,,,,*None,2806,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,29/11/2021,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,,"1,375.00",,,,,,,,,,*None,4783,P,N
,tfr,29/11/2021,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,19001,"1,375.00",,N-T,0,,,,,,,*None,4783,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,29/11/2021,X,ISTS rent,,ISTS rent,,,,ISTS rent,,925,,,,,,,,,,*None,2864,P,N
,tfr,29/11/2021,X,ISTS rent,,ISTS rent,,,,ISTS rent,61102,925,,GNR,0,,,,,,,*None,2864,P,N
,tfr,29/11/2021,X,ISTS rent,,ISTS rent,,,,ISTS rent,61102,0,,GNR,0,,,,,,,*None,2864,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,29/11/2021,X,Walton Global Pty Ltd,,Walton Global Pty Ltd,,,,Walton Global Pty Ltd- RENT,,700,,,,,,,,,,*None,4899,P,N
,tfr,29/11/2021,X,Walton Global Pty Ltd,,Walton Global Pty Ltd,,,,Walton Global Pty Ltd- RENT,62601,700,,N-T,0,,,,,,,*None,4899,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,29/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,,"2,000.00",,,,,,,,,,*None,2806,P,N
,tfr,29/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,21103,"2,000.00",,N-T,0,,,,,,,*None,2806,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11115,tfr,29/11/2021,X,Stripe,,Stripe,,,,Stripe,,26.87,,,,,,,,,,*None,4904,P,N
,tfr,29/11/2021,X,Stripe,,Stripe,,,,Stripe,60036,26.87,,N-T,0,,,,,,,*None,4904,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,30/11/2021,X,,,Employee wages (2nd half of month),,,,Wages period (16-30 November 2021),,"21,816.50",,,,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Employee wages (2nd half of month),,,,Wages period (16-30 November 2021),11815,"21,816.50",,N-T,0,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,30/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,,"5,000.00",,,,,,,,,,*None,2806,P,N
,tfr,30/11/2021,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,21103,"5,000.00",,N-T,0,,,,,,,*None,2806,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,30/11/2021,X,,,Mick Walton wages (2nd half of month),,,,Wages period (16-30 November 2021),,"4,556.00",,,,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick Walton wages (2nd half of month),,,,Wages period (16-30 November 2021),11815,"4,556.00",,N-T,0,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,30/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"2,500.00",,,,,,,,,,*None,2703,P,N
,tfr,30/11/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"2,500.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,30/11/2021,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd- Customs Munro pendulum,,817.18,,,,,,,,Disbursement fee,,*None,4756,P,N
,tfr,30/11/2021,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd- Customs Munro pendulum,61707,"7,030.80",,GST,703.08,,,,,,,*None,4756,P,N
,tfr,30/11/2021,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd- Customs Munro pendulum,61707,"-7,030.80",,N-T,0,,,,,,,*None,4756,P,N
,tfr,30/11/2021,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd- Customs Munro pendulum,61707,88,,N-T,0,,,,,Aust Gov Import charges,,*None,4756,P,N
,tfr,30/11/2021,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd- Customs Munro pendulum,61707,26.1,,N-T,0,,,,,Disbursement fee,,*None,4756,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,30/11/2021,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd,,"1,503.24",,,,,,,,Disbursement fee,,*None,4756,P,N
,tfr,30/11/2021,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd,61707,"12,652.10",,GST,"1,265.21",,,,,,,*None,4756,P,N
,tfr,30/11/2021,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd,61707,"-12,652.10",,N-T,0,,,,,,,*None,4756,P,N
,tfr,30/11/2021,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd,61707,190,,N-T,0,,,,,Aust Gov Import charges,,*None,4756,P,N
,tfr,30/11/2021,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd,61707,48.03,,N-T,0,,,,,Disbursement fee,,*None,4756,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
21002,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,,"18,709.58",,,,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,62002,"1,649.05",,GST,164.9,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,62002,"1,097.40",,GST,109.74,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61801,103.73,,GST,10.37,,,,,End of the month lunch,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,62111,762.91,,N-T,0,,,,,Storage Wellington,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,60018,17.92,,GST,1.79,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,60101,212.5,,GST,21.25,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61004,870.07,,GST,87,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61301,613.32,,GST,61.33,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61301,254.55,,GST,25.45,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61301,70.45,,GST,7.05,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61304,166.51,,GST,16.66,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61501,"3,024.95",,GST,302.5,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61502,181.82,,GST,18.18,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61503,32.73,,GST,3.27,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61504,"6,051.35",,GST,605.14,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61505,33.81,,GST,3.39,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61506,"1,619.61",,GST,161.96,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61705,2.88,,GST,0.28,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61705,209.8,,GST,20.98,,,,,,,,,P,N
,tfr,30/11/2021,X,,,Mick and Technicians,,,,ANZ Visa New credit card 9489- Expenses November 2021,61711,102.7,,GST,10.28,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,01/12/2021,X,,,Quick Super,,,,Superannuation November 2021,,"6,187.17",,,,,,,,,,,,P,N
,tfr,01/12/2021,X,,,Quick Super,,,,Superannuation November 2021,21201,"6,187.17",,N-T,0,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,01/12/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"6,000.00",,,,,,,,,,*None,4607,P,N
,tfr,01/12/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"6,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,01/12/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"3,000.00",,,,,,,,,,*None,4607,P,N
,tfr,01/12/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"3,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,02/12/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"2,000.00",,,,,,,,,,*None,2703,P,N
,tfr,02/12/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"2,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11115,tfr,02/12/2021,X,Stripe,,Stripe,,,,Stripe,,4.33,,,,,,,,,,*None,4904,P,N
,tfr,02/12/2021,X,Stripe,,Stripe,,,,Stripe,60036,4.33,,N-T,0,,,,,,,*None,4904,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,03/12/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"2,500.00",,,,,,,,,,*None,2703,P,N
,tfr,03/12/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"2,500.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,06/12/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"2,000.00",,,,,,,,,,*None,2703,P,N
,tfr,06/12/2021,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"2,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,06/12/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"2,000.00",,,,,,,,,,*None,4607,P,N
,tfr,06/12/2021,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"2,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,06/12/2021,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,,"1,375.00",,,,,,,,,,*None,4783,P,N
,tfr,06/12/2021,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,19001,"1,375.00",,N-T,0,,,,,,,*None,4783,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,06/12/2021,X,ISTS rent,,ISTS rent,,,,ISTS rent,,925,,,,,,,,,,*None,2864,P,N
,tfr,06/12/2021,X,ISTS rent,,ISTS rent,,,,ISTS rent,61102,925,,GNR,0,,,,,,,*None,2864,P,N
,tfr,06/12/2021,X,ISTS rent,,ISTS rent,,,,ISTS rent,61102,0,,GNR,0,,,,,,,*None,2864,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
