Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Description,Account No.,Amount,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
Red ICT,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3100,31/10/2022,788311,,P,Internet Lota,61004,$108.18,,,Purchase; Red ICT,,GST,$10.82,$0.00,GST,$0.00,B,,,5,1,30,0,$228,,*None,4820
Red ICT,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3100,31/10/2022,788311,,P,Internet GTCC,62614,$99.09,,,Purchase; Red ICT,,GST,$9.91,$0.00,GST,$0.00,B,,,5,1,30,0,$228,,*None,4820
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seek Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3105,31/10/2022,502732698,,P,Advertisement for testing technician position,60018,$850,,,Purchase; Seek Limited,,GST,$85,$0.00,GST,$0.00,B,,,5,1,30,0,$935,,*None,2076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3101,01/11/2022,INV-5860,,P,Monthly back up,61001,$80.91,,,Purchase; Nifty IT,,GST,$8.09,$0.00,GST,$0.00,B,,,5,1,30,0,$89,,*None,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3103,01/11/2022,2-10004372462,,P,MYOB monthly subscription,60017,$145.45,,,Purchase; MYOB Australia Pty Ltd,,GST,$14.55,$0.00,GST,$0.00,B,,,5,1,30,0,$160,,*None,4389
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorpass,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3107,01/11/2022,16,,P,Fuel all cars October 2022,62001,"$2,824.11",,,Purchase; Motorpass,,GST,$282.41,$0.00,GST,$0.00,B,,,5,1,30,0,"$3,106.52",,*None,2867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3111,01/11/2022,7313/09799805,,P,Testing equipment for Sydney apartment,62710,$25.48,,,Purchase; Bunnings Warehouse,,GST,$2.55,$0.00,GST,$0.00,B,,,5,1,30,0,$28.03,,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veritas Engineering Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3119,01/11/2022,116222,,P,"Application, processing, printing and delivery of ASIC for Christopher Rezuk",60101,$299,,,Purchase; Veritas Engineering Pty Ltd,,GST,$29.9,$0.00,GST,$0.00,B,,,5,1,30,0,$334.82,,*None,5639
Veritas Engineering Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3119,01/11/2022,116222,,P,Surcharge for paying by credit card,60101,$5.92,,,Purchase; Veritas Engineering Pty Ltd,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$334.82,,*None,5639
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suttons Holden Arncliffe Pty Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3179,01/11/2022,BAGSA30577,,P,Car service 867BK7 . sERVICE CARRIED OUT 90.00KMs. Replace engine oil and oil & filter,62005,$290,,,Purchase; Suttons Holden Arncliffe Pty Limited,,GST,$29,$0.00,GST,$0.00,B,,,5,1,30,0,$319,,*None,5837
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metcash Food and Grocery Convenience Store,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3106,03/11/2022,897,,P,Office supplies Lota,61304,$171.77,,,Purchase; Metcash Food and Grocery Convenience Store,,GST,$17.18,$0.00,GST,$0.00,B,,,5,1,30,0,$188.95,,Campbells,5013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Good Guys Discount Warehouses (Australia) P/L,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3109,03/11/2022,,,P,Music pod for Sydney apartment,62713,$40,,,Purchase; The Good Guys Discount Warehouses (Australia) P/L,,GST,$4,$0.00,GST,$0.00,B,,,5,1,30,0,$44,,*None,4712
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM3 Contractor Management Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3110,03/11/2022,18949278,,P,JLL induction for Chris Rezuk,60101,$20,,,Purchase; CM3 Contractor Management Pty Ltd,,GST,$2,$0.00,GST,$0.00,B,,,5,1,30,0,$22,,*None,6014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkpay Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3113,03/11/2022,200039606,,P,Parking fine 728WLM MW,62003,$55,,,Purchase; Parkpay Pty Ltd,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$55,,*None,6017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkpay Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3114,03/11/2022,200039605,,P,Parking fine 923EL5  JB,62003,$55,,,Purchase; Parkpay Pty Ltd,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$55,,*None,6017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3115,03/11/2022,,,P,Gas in Sydney apartment,62711,$67.67,,,Purchase; Energy Australia Pty Ltd,,GST,$6.77,$0.00,GST,$0.00,B,,,5,1,30,0,$74.44,,*None,5745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLH Mowing ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3116,03/11/2022,INV5912,,P,Backyard mowing,61107,$90.91,,,Purchase; Shane Houghton,,GST,$9.09,$0.00,GST,$0.00,B,,,5,1,30,0,$100,,*None,5557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3118,04/11/2022,1-84469054154,,P,MYOB invoice payments fee,60017,$437.2,,,Purchase; MYOB Australia Pty Ltd,,GST,$43.72,$0.00,GST,$0.00,B,,,5,1,30,0,$480.92,,*None,4389
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3295,04/11/2022,,,P,Gas bill in Sydney apartment,62708,$73.69,,,Purchase; Energy Australia Pty Ltd,,GST,$7.37,$0.00,GST,$0.00,B,,,5,1,30,0,$81.06,,*None,5745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercheap Auto,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3184,05/11/2022,,,P,Magnetic trays for calibration,61711,$90.86,,,Purchase; Supercheap Auto,,GST,$9.09,$0.00,GST,$0.00,B,,,5,1,30,0,$99.95,,*None,3503
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7- Eleven,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3117,07/11/2022,,,P,Petrol 156XIB,62001,$113.74,,,Purchase; 7- Eleven,,GST,$11.37,$0.00,GST,$0.00,B,,,5,1,30,0,$125.11,,*None,5670
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennards Self Storage Thebarton,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3121,07/11/2022,89723,,P,6 months rental storage in SA,61602,$747.27,,,Purchase; Kennards Self Storage Thebarton,,GST,$74.73,$0.00,GST,$0.00,B,,,5,1,30,0,$822,,*None,5208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melbourne IT,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3123,07/11/2022,17992353,,P,The pendulum.com. 1 year subscription,61001,$24.55,,,Purchase; Melbourne IT,,GST,$2.45,$0.00,GST,$0.00,B,,,5,1,30,0,$27,,*None,4129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Origin Energy,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3126,07/11/2022,1.10002E+11,,P,Electricity bill Lota,61103,$142.47,,,Purchase; Origin Energy,,GST,$14.25,$0.00,GST,$0.00,B,,,5,1,30,0,$156.72,,*None,2858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3120,08/11/2022,INV-5872,,P,Purchase of AU domain complete process eligibility,61001,$50,,,Purchase; Nifty IT,,GST,$5,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,490.84",,*None,29
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3120,08/11/2022,INV-5872,,P,"Site back ups, webstore implementing GST field  added to invoice and resolve shipping issues. extensive sites testing",61001,"$1,000",,,Purchase; Nifty IT,,GST,$100,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,490.84",,*None,29
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3120,08/11/2022,INV-5872,,P,"Relocate desks and add set up adjacent  printer/scanner, staff password changes, creates Chris'profile on PC, laptop and phone, Ben's access removed, Josh''s MYOB resolved",61001,$700,,,Purchase; Nifty IT,,GST,$70,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,490.84",,*None,29
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3120,08/11/2022,INV-5872,,P,Webcentral premium cpanel hosting service renewal,61001,$470,,,Purchase; Nifty IT,,GST,$47,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,490.84",,*None,29
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3120,08/11/2022,INV-5872,,P,Credit card surcharge,61001,$48.84,,,Purchase; Nifty IT,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,490.84",,*None,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage Capital Cambridge,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3124,08/11/2022,31668,,P,6 months rental storage in Tasmania,61608,$354.55,,,Purchase; Storage Capital Cambridge,,GST,$35.45,$0.00,GST,$0.00,B,,,5,1,30,0,$390,,*None,4928
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapid Global,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3122,09/11/2022,,,P,Induction for Carl Kleinhaus,60101,$35,,,Purchase; Rapid Global,,GST,$3.5,$0.00,GST,$0.00,B,,,5,1,30,0,$38.5,,*None,3113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xero Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3125,10/11/2022,INV-24818128,,P,Xero monthly subscription,62623,$26.36,,,Purchase; Xero Australia Pty Ltd,,GST,$2.64,$0.00,GST,$0.00,B,,,5,1,30,0,$29,,*None,5083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avantix,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3142,10/11/2022,INV-202211006,,P,Digital scan for UAE map ,62802,$55,,,Purchase; Avantix,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$55,,*None,6044
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWA Plumbing Services,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3127,11/11/2022,INV-0881,,P,Investigating and fixing leaking water in the bathroom Sydney Apartment,62719,$320,,,Purchase; MWA Plumbing Services,,GST,$32,$0.00,GST,$0.00,B,,,5,1,30,0,$352,,*None,6030
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Element 14,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3131,14/11/2022,,,P,Weighing scale  for New Zealand facility,61711,$520.21,,,Purchase; Element 14,,GST,$52.02,$0.00,GST,$0.00,B,,,5,1,30,0,$572.23,,*None,3512
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLH Mowing ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3132,15/11/2022,INV5959,,P,Backyard maintenance,61107,$152.73,,,Purchase; Shane Houghton,,GST,$15.27,$0.00,GST,$0.00,B,,,5,1,30,0,$168,,*None,5557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Better Online ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3135,15/11/2022,2885,,P,Monthly cloud subscription,61001,$258,,,Purchase; Better Online ,,GST,$25.8,$0.00,GST,$0.00,B,,,5,1,30,0,$283.8,,*None,4830
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miller's Tooling Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3185,15/11/2022,,,P,Equipment for calibration ,61711,$180.55,,,Purchase; Miller's Tooling Pty Ltd,,GST,$18.06,$0.00,GST,$0.00,B,,,5,1,30,0,$198.61,,*None,5911
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3186,15/11/2022,,,P,Testing equipment bought for the storage box in Melbourne (Invoice not provided by Mick),61705,$318.52,,,Purchase; Bunnings Warehouse,,GST,$31.85,$0.00,GST,$0.00,B,,,5,1,30,0,$350.37,,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melbourne IT,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3133,17/11/2022,18019741,,P,Renewal acurem instruments yearly subscription,61001,$89.05,,,Purchase; Melbourne IT,,GST,$8.9,$0.00,GST,$0.00,B,,,5,1,30,0,$97.95,,*None,4129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bagworld,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3134,17/11/2022,729482,,P,Suitcase for Mick Walton,61512,$654.35,,,Purchase; Bagworld,,GST,$65.43,$0.00,GST,$0.00,B,,,5,1,30,0,$719.78,,*None,3525
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3140,19/11/2022,,,P,2 Toilets seat for Lota each toilet seat$74.24,61101,$134.98,,,Purchase; Bunnings Warehouse,,GST,$13.5,$0.00,GST,$0.00,B,,,5,1,30,0,$215.61,,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3140,19/11/2022,,,P,Cash box,61301,$14.03,,,Purchase; Bunnings Warehouse,,GST,$1.4,$0.00,GST,$0.00,B,,,5,1,30,0,$215.61,,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3140,19/11/2022,,,P,Scotch tape (2),61301,$19.73,,,Purchase; Bunnings Warehouse,,GST,$1.97,$0.00,GST,$0.00,B,,,5,1,30,0,$215.61,,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3140,19/11/2022,,,P,Clothes ,61304,$27.27,,,Purchase; Bunnings Warehouse,,GST,$2.73,$0.00,GST,$0.00,B,,,5,1,30,0,$215.61,,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iPRO Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3171,20/11/2022,82177,,P,Inductions,60101,$35,,,Purchase; iPRO Group Pty Ltd,,GST,$3.5,$0.00,GST,$0.00,B,,,5,1,30,0,$38.5,,*None,5995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Utilities,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3137,21/11/2022,1095531613,,P,Water and sewerage for GTCC,62619,$214.38,,,Purchase; Urban Utilities,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$214.38,,*None,3027
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverland Marketing,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3138,21/11/2022,406575,,P,Uniforms for Adam Paloff,61803,$739.5,,,Purchase; Riverland Marketing,,GST,$73.95,$0.00,GST,$0.00,B,,,5,1,30,0,$813.45,,*None,2863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochele Painting,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3141,21/11/2022,22-56121,,P,Initial deposit to paint Lota ,61101,$876.75,,,Purchase; Rochele Painting,,GST,$87.68,$0.00,GST,$0.00,B,,,5,1,30,0,$964.43,,*None,5232
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3143,23/11/2022,INV-11414,,P,Stickers calibration,61711,$75,,,Purchase; Tork Signs,,GST,$7.5,$0.00,GST,$0.00,B,,,5,1,30,0,$82.5,,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Storage Cannon Hill,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3144,24/11/2022,23167176,,P,BNE Archive Storage,61614,$714.55,,,Purchase; National Storage Cannon Hill,,GST,$71.45,$0.00,GST,$0.00,B,,,5,1,30,0,$786,,*None,3802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3147,24/11/2022,140312,,P,ASIC renewal for carl Kleinahus,60101,$299,,,Purchase; Australia Post,,GST,$29.9,$0.00,GST,$0.00,B,,,5,1,30,0,$328.9,,*None,3854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrubs Detailing Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3182,25/11/2022,,,P,Car detailing 969 EL5 AND 405XQC,62005,$326.92,,,Purchase; Scrubs Detailing Pty Ltd,,GST,$32.69,$0.00,GST,$0.00,B,,,5,1,30,0,$359.61,,*None,4986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Good Guys Discount Warehouses (Australia) P/L,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3164,26/11/2022,D1180674707,,P,Samsung dryer for Sydney Apartment,62705,$817.27,,,Purchase; The Good Guys Discount Warehouses (Australia) P/L,,GST,$81.73,$0.00,GST,$0.00,B,,,5,1,30,0,$899,,*None,4712
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Origin Energy,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3146,28/11/2022,16028541,,P,Electricity at the training centre,62625,$146.86,,,Purchase; Origin Energy,,GST,$14.69,$0.00,GST,$0.00,B,,,5,1,30,0,$161.55,,*None,2858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3149,28/11/2022,INV-11418,,P,Supply and install Dubai map in Lota,62802,$327.6,,,Purchase; Tork Signs,,GST,$32.76,$0.00,GST,$0.00,B,,,5,1,30,0,$360.36,,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiro Industrial Sewing Services,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3145,29/11/2022,28,,P,Bags for control testing,61704,$444,,,Purchase; Hiro Industrial Sewing Services,,GST,$44.4,$0.00,GST,$0.00,B,,,5,1,30,0,$488.4,,*None,5263
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Office Cleaning,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3151,30/11/2022,37135,,P,Lota cleaning in November 2022,61107,"$1,112.52",,,Purchase; Zoom Services,,GST,$111.25,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,223.77",,*None,3472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empire Accountants,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3152,30/11/2022,INV-25962,,P,Monthly agreement fee FY 2022-2023,60008,"$1,440",,,Purchase; Empire Accountants,,GST,$144,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,585.44",,*None,4764
Empire Accountants,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3152,30/11/2022,INV-25962,,P,Surcharge from the bank,60008,$1.44,,,Purchase; Empire Accountants,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,585.44",,*None,4764
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3154,30/11/2022,,,P,Stationary for Lota,61301,$59.19,,,Purchase; Office Works,,GST,$5.92,$0.00,GST,$0.00,B,,,5,1,30,0,$65.11,,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3156,30/11/2022,,,P,Amazon speaker for Lota,60013,$70,,,Purchase; Office Works,,GST,$7,$0.00,GST,$0.00,B,,,5,1,30,0,$373,,*None,3520
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3156,30/11/2022,,,P,2 toners ,61301,$269.09,,,Purchase; Office Works,,GST,$26.91,$0.00,GST,$0.00,B,,,5,1,30,0,$373,,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Office Cleaning,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3160,30/11/2022,37233,,P,November cleaning at the training centre,62622,$208,,,Purchase; Zoom Services,,GST,$20.8,$0.00,GST,$0.00,B,,,5,1,30,0,$228.8,,*None,3472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red ICT,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3161,30/11/2022,788367,,P,Internet Lota,61004,$108.18,,,Purchase; Red ICT,,GST,$10.82,$0.00,GST,$0.00,B,,,5,1,30,0,$228,,*None,4820
Red ICT,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3161,30/11/2022,788367,,P,Internet GTCC,62614,$99.09,,,Purchase; Red ICT,,GST,$9.91,$0.00,GST,$0.00,B,,,5,1,30,0,$228,,*None,4820
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartons Motors PTY LTD,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3176,30/11/2022,GBCSB554797,,P,"Car service 150.000 kms, oil changed  405XQC",62005,$590.91,,,Purchase; Bartons Motors PTY LTD,,GST,$59.09,$0.00,GST,$0.00,B,,,5,1,30,0,$650,,*None,3054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrubs Detailing Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3196,30/11/2022,INV-2436,,P,Car detailing 589YSF and 049DV7.,62005,$327.19,,,Purchase; Scrubs Detailing Pty Ltd,,GST,$32.72,$0.00,GST,$0.00,B,,,5,1,30,0,$359.91,,*None,4986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3150,01/12/2022,INV-5884,,P,Monthly back up,61001,$80.91,,,Purchase; Nifty IT,,GST,$8.09,$0.00,GST,$0.00,B,,,5,1,30,0,$89,,*None,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3155,01/12/2022,2-10004635707,,P,MYOB monthly subscription,60017,$145.45,,,Purchase; MYOB Australia Pty Ltd,,GST,$14.55,$0.00,GST,$0.00,B,,,5,1,30,0,$160,,*None,4389
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVIS AUSTRALIA,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3157,01/12/2022,,,P,Rental car reimbursed to Ned Holzberger as he paid with his personal credit card,61506,$154.78,,,Purchase; AVIS AUSTRALIA,,GST,$15.48,$0.00,GST,$0.00,B,,,5,1,30,0,$170.26,,*None,5203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citygreen,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3158,01/12/2022,24869,,P,Plant hire in Lota ,61107,$67.14,,,Purchase; Citygreen,,GST,$6.71,$0.00,N-T,$0.00,B,,,5,1,30,0,$73.85,,*None,3020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLH Mowing ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3159,01/12/2022,INV5997,,P,Backyard maintenance,61107,$127.27,,,Purchase; Shane Houghton,,GST,$12.73,$0.00,GST,$0.00,B,,,5,1,30,0,$140,,*None,5557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane City Council- Rates,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3162,01/12/2022,5.0001E+14,,P,Rates Lota,61104,"$1,163.05",,,Purchase; Brisbane City Council- Rates,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,163.05",,*None,2055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartons Motors PTY LTD,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3163,01/12/2022,GBHSB555212,,P,Car service 728WLM,62005,$454.55,,,Purchase; Bartons Motors PTY LTD,,GST,$45.45,$0.00,GST,$0.00,B,,,5,1,30,0,$500,,*None,3054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
