Account Number,Account Name,Header,Balance,Account Type,Last Cheque Number,Tax Code,Currency Code,Inactive Account,AccountantLink Code,BSB Number,B/Account Number,B/Account Name,Company Trading Name,Create Bank Files,Bank Code,Direct Entry User ID,Self Balancing Transaction,Description,Classification for Statement of Cash Flow,Subtotal Header Accounts
61500,Travel,H,"£194,297.99",Expense,,,,N,,,,,,,,,,,,N
61501,Air travel,,"£117,900.03",Expense,,GST,,N,,,,,,,,,,,,
61502,Excess Baggage Fee,,£892.89,Expense,,GST,,N,,,,,,,,,,,,
61503,Airport Trolleys,,£106.35,Expense,,GST,,N,,,,,,,,,,,,
61504,Accomodation,,"£43,389.29",Expense,,GST,,N,,,,,,,,,,,,
61505,Public Transport-Taxis,,"£4,322.49",Expense,,GST,,N,,,,,,,,,,,,
61506,Car Rentals,,"£23,874.60",Expense,,GST,,N,,,,,,,,,,,,
61507,Travel allowances,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
61508,Qantas Club Membership,,"£1,362.63",Expense,,GST,,N,,,,,,,,,,,,
61509,Visa to Travel,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61510,Travel Insurance,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61511,Hotel Membership,,"£2,149.11",Expense,,GST,,N,,,,,,,,,,,,
61512,Baggage and Accesories Trips,,£126.36,Expense,,GST,,N,,,,,,,,,,,,
61513,Passport,,£81.52,Expense,,GST,,N,,,,,,,,,,,,
61514,Ferries,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61515,Covid Test and Vaccines,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61516,International Driver License,,£92.72,Expense,,GST,,N,,,,,,,,,,,,
61520,Driving Courses,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61600,Storage,H,"£10,762.73",Expense,,,,N,,,,,,,,,,,,N
61601,BNE Storage,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61602,SA Storage The Barton,,"£1,570.90",Expense,,GST,,N,,,,,,,,,,,,
61603,VIC Storage Essendon,,"£1,074.01",Expense,,GST,,N,,,,,,,,,,,,
61604,SYD Storage Artarmon,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61605,ACT Storage Fyschwick,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61606,Big Blue Self Storage Cairns,,"£1,063.63",Expense,,GST,,N,,,,,,,,,,,,
61607,NT Storage Space Base,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61608,TAS Storage Hobart,,£709.10,Expense,,GST,,N,,,,,,,,,,,,
61609,WA Storage Western Australia,,"£1,492.36",Expense,,GST,,N,,,,,,,,,,,,
61610,GCT Storage Southport,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61611,Kennards Storage Moore Park SY,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61612,CENTRALQLD Storage Garbutt,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61613,NT Storage Coconut Grove,,£927.28,Expense,,GST,,N,,,,,,,,,,,,
61614,National Storage- Cannon Hill,,"£2,040.00",Expense,,GST,,N,,,,,,,,,,,,
61615,Townsville National Storage,,£943.63,Expense,,GST,,N,,,,,,,,,,National Storage - Bohle,,
61616,Expenses for storages,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61617,SYD Storage Kennards Waterloo,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61618,Mackay Storage,,£941.82,Expense,,GST,,N,,,,,,,,,,,,
61619,National Storage- Bohle,,£0.00,Expense,,GST,,N,,,,,,,,,,Storage Mount St John,,
61700,OPERATIONS TESTING EQUIPMENT,H,"£44,005.57",Expense,,,,N,,,,,,,,,,,,N
61701,Tortus or Pendulum  Repairs,,£850.00,Expense,,GST,,N,,,,,,,,,,,,
61702,Pendulum Calibration Expense,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61703,Calibration Engraving and others,,£127.69,Expense,,GST,,N,,,,,,,,,,,,
61704,Testing Equipment Requisites,,£541.48,Expense,,GST,,N,,,,,,,,,,,,
61705,Testing Equipment Purchases,,£632.72,Expense,,GST,,N,,,,,,,,,,,,
61706,Testing Equip Spare Parts,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61707,Testing Equip Import Expense,,"£1,491.20",Expense,,N-T,,N,,,,,,,,,,,,
61708,Expense Inventory,,"£31,025.88",Expense,,N-T,,N,,,,,,,,,,,,
61709,Consulting Services Equipment,,"£6,941.57",Expense,,GST,,N,,,,,,,,,,,,
61710,Ancillary Equipment,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
61711,Calibration Equipment,,"£2,395.03",Expense,,GST,,N,,,,,,,,,,,,
61712,Testing Equipment for Resale,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
61713,Equipment Repairs,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61800,Staff & Training Incentives,H,"£14,716.05",Expense,,,,N,,,,,,,,,,,,N
61801,Staff Incentives,,"£10,370.33",Expense,,GST,,N,,,,,,,,,,,,
61802,Staff Rehabilitation Expenses,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
61803,Uniforms,,"£1,399.69",Expense,,GST,,N,,,,,,,,,,,,
61804,Training,,"£2,681.81",Expense,,GST,,N,,,,,,,,,,,,
61805,Staff Amenities,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61806,Consulting Services,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
61807,Superannuation Mick,,£264.22,Expense,,N-T,,N,,,,,,,,,,,,
61808,Uniforms Dry Cleaning,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
61809,Vounchers,,£0.00,Expense,,GST,,N,,,,,,,,,,Gift vounchers for job performance,,
61900,Wages & Salaries,H,"£1,169,604.67",Expense,,,,N,,,,,,,,,,,,N
61901,Wages & Salaries,,"£986,757.81",Expense,,N-T,,N,,,,,,,,,,,,
61902,Superannuation,,"£110,084.81",Expense,,N-T,,N,,,,,,,,,,,,
61903,Paid Parental Leave,,"£12,722.05",Expense,,N-T,,N,,,,,,,,,,,,
61904,Travel Allowance ,,"£59,440.00",Expense,,N-T,,N,,,,,,,,,,,,
61905,Travel Allowance (Training),,£600.00,Expense,,N-T,,N,,,,,,,,,,,,
62000,Motor Vehicle Expenses,H,"£106,759.10",Expense,,,,N,,,,,,,,,,,,N
62001,M/V Fuel,,"£32,545.22",Expense,,GST,,N,,,,,,,,,,,,
62002,M/V Parking & tolls,,"£37,581.36",Expense,,GST,,N,,,,,,,,,,,,
62003,M/V Fines,,£120.00,Expense,,N-T,,N,,,,,,,,,,,,
62004,M/V Registration,,"£9,898.30",Expense,,N-T,,N,,,,,,,,,,,,
62005,M/V Repairs & Maintenance,,"£19,852.71",Expense,,GST,,N,,,,,,,,,,,,
62006,Stamp Duty,,£165.30,Expense,,N-T,,N,,,,,,,,,,,,
62007,Car Accesories,,£126.84,Expense,,GST,,N,,,,,,,,,,,,
62008,Driver License,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62009,M/V Leasing Car,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62010,Car Transportation,,£0.00,Expense,,GST,,N,,,,,,,,,,Car transported by a truck or another vehicle,,
62011,Car Admin Fees,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62012,Repairs (Cars Different ISTS),,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62013,LCT-Luxury car tax,,"£3,527.69",Expense,,N-T,,N,,,,,,,,,,,,
62014,Vehicle Discount,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62015,M/V Insurance,,"£2,941.68",Expense,,GST,,N,,,,,,,,,,,,
62100,New Zealand Expenses,H,"£8,255.47",Expense,,,,N,,,,,,,,,,,,N
62101,NZ Telephone,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62102,NZ Internet,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62103,NZ Trolley,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62104,NZ Car hire,,"£4,051.62",Expense,,N-T,,N,,,,,,,,,,,,
62105,NZ Fuel,,£99.89,Expense,,N-T,,N,,,,,,,,,,,,
62106,NZ Parking,,£60.25,Expense,,N-T,,N,,,,,,,,,,,,
62107,NZ Website,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62108,NZ Testing Requisites,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62109,NZ Testing Equipment,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62110,NZ PO Box Rental,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62111,NZ Storage,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62112,NZ Accomodation,,"£3,608.42",Expense,,N-T,,N,,,,,,,,,,,,
62113,NZ Staff Incentives,,£164.24,Expense,,N-T,,N,,,,,,,,,,,,
62114,NZ General Expenses,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62115,NZ Accounting Fees,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62116,NZ Licenses,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62117,NZ Travel Expenses,,£271.05,Expense,,N-T,,N,,,,,,,,,,,,
62118,NZ Advertisement,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62119,NZ Public Transport/Taxi,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62120,NZ Calibration Equipment,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62121,NZ Excess Bag,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62122,NZ Stationary,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62123,NZ TNT,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62124,NZ Training,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62125,NZ Airfare,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62126,NZ Office Equipment,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62127,NZ Taxi,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62128,Busiiness Meeting,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62129,Dumping,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62200,Singapore Expenses,H,£0.00,Expense,,,,N,,,,,,,,,,,,N
62201,SG Telephone,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62202,SG Internet,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62203,SG Trolley,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62204,SG Car Hire,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62205,SG Fuel,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62206,SG Parking,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62207,SG Website,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62208,SG Testing Requisites,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62209,SG Testing Equipment,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62210,SG PO Box Rental,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62211,SG Storage,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62212,SG Accomodation,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62213,SG Business Food and Beverage,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62214,SG General Expenses,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62215,SG  Accountanting Fees,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62216,SG Licenses and Fees,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62217,SG Travel Expenses,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62218,SG Advertisement,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62219,SG Public Transport/Taxi,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62220,SG Calibration  Equipment,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62221,SG Excess Bag,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62222,SG Stationary,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62223,SG Customs Singapore Imports,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62224,SG Training,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62225,SNG Motor Vehicle Fines,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62300,China Expenses,H,"£3,291.24",Expense,,,,N,,,,,,,,,,,,N
62301,CN Internet,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62302,CN Parking,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62303,CN Accomodation,,"£2,521.96",Expense,,N-T,,N,,,,,,,,,,,,
62304,CN Travel Expenses,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62310,Insurance for Workers,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62313,CN Staff Incentives,,£217.43,Expense,,N-T,,N,,,,,,,,,,,,
62319,CN Public Transport/Taxi,,£551.85,Expense,,N-T,,N,,,,,,,,,,,,
62400,Malaysia Expenses,H,£0.00,Expense,,,,N,,,,,,,,,,,,N
62406,MLY Parking,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62412,MLY Accommodation,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
62500,International Expenses,H,"£6,045.07",Expense,,,,N,,,,,,,,,,,,N
62501,Mobile  phone,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62503,Accommodation,,"£2,981.86",Expense,,N-T,,N,,,,,,,,,,,,
62504,Car Hire,,"£1,513.76",Expense,,N-T,,N,,,,,,,,,,,,
62505,Fuel,,£207.08,Expense,,N-T,,N,,,,,,,,,,,,
62506,Parking,,£97.58,Expense,,N-T,,N,,,,,,,,,,,,
62507,Public Transport Fares,,£204.56,Expense,,N-T,,N,,,,,,,,,,,,
62508,Toll,,£97.43,Expense,,N-T,,N,,,,,,,,,,,,
62509,Internet Ingflight,,£16.28,Expense,,N-T,,N,,,,,,,,,,,,
62510,Business Meeting (meals),,£585.27,Expense,,N-T,,N,,,,,,,,,,,,
62511,Airfares International,,£341.25,Expense,,N-T,,N,,,,,,,,,,,,
62600,Walton Global,H,"£125,115.65",Expense,,,,N,,,,,,,,,,,,N
62601,Rent,,"£37,675.00",Expense,,N-T,,N,,,,,,,,,,,,
62602,Fitting Outs,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62603,Maintenance and Repairs,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62604,Settlement of Property,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62605,Renovations ,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62606,Miscellaneous Purchases,,£97.52,Expense,,GST,,N,,,,,,,,,,,,
62607,Asset < 1000,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62608,Insurances GTCC,,"£1,899.75",Expense,,GST,,N,,,,,,,,,,,,
62609,Office Furniture,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62610,Body Corporate Fees,,"£4,634.20",Expense,,N-T,,N,,,,,,,,,,,,
62611,Equipment Hire,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62612,Office Supplies,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62613,Office Equipment,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62614,Internet NBN,,"£1,122.99",Expense,,GST,,N,,,,,,,,,,,,
62615,Tools for Maintenance,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62616,Crockery and Cutlery,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62617,GTCC Rates,,"£1,590.65",Expense,,N-T,,N,,,,,,,,,,,,
62618,Stationary,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62619,Water and Sewerage,,£945.01,Expense,,N-T,,N,,,,,,,,,,,,
62620,Testing Equipment,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62621,IT Services,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62622,Cleaning,,"£2,733.52",Expense,,GST,,N,,,,,,,,,,,,
62623,Xero Australia,,£332.53,Expense,,GST,,N,,,,,,,,,,,,
62624,Consulting Investors,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62625,Electricity,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62626,Accounting Fees,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62627,First Aid Kit,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62628,Work and Health Safety Audits,,£269.93,Expense,,GST,,N,,,,,,,,,,,,
62629,Advertisement,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62630,Fire Alarm,,£135.00,Expense,,GST,,N,,,,,,,,,,,,
62631,ASIC WALTON GLOBAL,,£0.00,Expense,,N-T,,N,,,,,,,,,,Australian Securities & Investments Commisiion,,
62700,Sydney Apartment,H,"£52,805.70",Expense,,,,N,,,,,,,,,,,,N
62701,Furniture,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62702,Kitchen Ware,,£817.27,Expense,,GST,,N,,,,,,,,,,,,
62703,Coffee Machine,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62704,Bedding and Linen,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62705,Electrodomestics,,£952.73,Expense,,GST,,N,,,,,,,,,,,,
62706,Rent Sydney Apartment,,"£38,250.00",Expense,,N-T,,N,,,,,,,,,,,,
62707,Body Corporate,,"£6,529.72",Expense,,GST,,N,,,,,,,,,,,,
62708,Electricty ,,£887.63,Expense,,GST,,N,,,,,,,,,,,,
62709,Miscellaneous,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62710,Tools for Storage,,£0.00,Expense,,GST,,N,,,,,,,,,,Not slip testing tools,,
62711,Gas,,£366.65,Expense,,GST,,N,,,,,,,,,,,,
62712,Stationary,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62713,Electrical Accesories,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62714,Signane,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62715,Cleaning,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62716,Water and Sewerage,,£685.51,Expense,,FRE,,N,,,,,,,,,,,,
62717,Rates,,"£1,601.95",Expense,,N-T,,N,,,,,,,,,,,,
62718,Apartment Supplies,,£622.29,Expense,,GST,,N,,,,,,,,,,,,
62719,Maintenance and Repairs,,£480.00,Expense,,GST,,N,,,,,,,,,,,,
62720,Land Tax NSW,,"£1,611.95",Expense,,N-T,,N,,,,,,,,,,,,
62721,Internet,,£0.00,Expense,,GST,,N,,,,,,,,,,,,
62800,United Arab Emirates,H,"£20,873.85",Expense,,,,N,,,,,,,,,,,,N
62801,Accounting Fess,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62802,Stationary,,£183.80,Expense,,N-T,,N,,,,,,,,,,,,
62803,IT Website,,£88.44,Expense,,N-T,,N,,,,,,,,,,,,
62804,IT Accessories ,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62805,Telephone,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62806,Accommodation,,"£12,519.90",Expense,,N-T,,N,,,,,,,,,,,,
62807,Rental Car,,"£3,257.50",Expense,,N-T,,N,,,,,,,,,,,,
62808,Fuel,,£28.52,Expense,,N-T,,N,,,,,,,,,,,,
62809,Parking and Tolls,,£293.92,Expense,,N-T,,N,,,,,,,,,,,,
62810,Health Insurance for Workers,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62811,Office Rental ,,£0.00,Expense,,N-T,,N,,,,,,,,,,Office rent in Dubai,,
62812,Public Transport/Taxi,,£664.12,Expense,,N-T,,N,,,,,,,,,,,,
62813,Business Food and Beverage,,£438.97,Expense,,N-T,,N,,,,,,,,,,,,
62814,Traffic Fines,,£0.00,Expense,,N-T,,N,,,,,,,,,,Traffic Fines Dubai,,
62815,Office Equipment,,£676.91,Expense,,N-T,,N,,,,,,,,,,Office equipment in Dubai,,
62816,Office Supplies,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62817,Medical Expenses,,£347.36,Expense,,N-T,,N,,,,,,,,,,,,
62818,Testing Equipment,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62819,Xero UAE,,£948.00,Expense,,N-T,,N,,,,,,,,,,,,
62820,Special Clothing,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62821,Images,,£171.21,Expense,,N-T,,N,,,,,,,,,,,,
62822,Licenses and Fees,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
62823,Po Box Fees UAE,,£43.20,Expense,,N-T,,N,,,,,,,,,,,,
62824,Business Insurance,,"£1,212.00",Expense,,N-T,,N,,,,,,,,,,,,
62825,UAE Airfares,,£0.00,Expense,,N-T,,N,,,,,,,,,,,,
66201,Admin  Fees,,£0.00,Expense,,GST,,Y,,,,,,,,,,,,
68000,to be deleted,H,£0.00,Expense,,,,N,,,,,,,,,,,,N
68001,Water cooler office,,£0.00,Expense,,GST,,Y,,,,,,,,,,,,
68002,Discounts Given,,£0.00,Expense,,N-T,,Y,,,,,,,,,,,,
80000,Other Income,H,"£16,253.05",Other Income,,,,N,,,,,,,,,,,,Y
81000,Interest Income,,£0.00,Other Income,,N-T,,N,,,,,,,,,,,,
82000,Income from Shares,,£0.00,Other Income,,N-T,,N,,,,,,,,,,,,
83000,Parental Leave Funds,,"£16,253.05",Other Income,,N-T,,N,,,,,,,,,,,,
84000,QLD State Goverment Grat,,£0.00,Other Income,,N-T,,N,,,,,,,,,,$10.000 received from government help Covid,,
85000,Trust Distributions Received,,£0.00,Other Income,,N-T,,N,,,,,,,,,,,,
86000,Other Income,,£0.00,Other Income,,N-T,,N,,,,,,,,,,,,
90000,Other Expenses,H,£60.00,Other Expense,,,,N,,,,,,,,,,,,Y
91000,Suspense,,£0.00,Other Expense,,N-T,,N,,,,,,,,,,,,
91500,Accountants Adjustment account,,£0.00,Other Expense,,N-T,,N,,,,,,,,,,,,
92000,Mike Walton - Tax Payments,,£0.00,Other Expense,,N-T,,N,,,,,,,,,,,,
92500,Dividends,,£0.00,Other Expense,,N-T,,N,,,,,,,,,,,,
93000,Income Tax Expense,,£0.00,Other Expense,,N-T,,N,,,,,,,,,,,,
94000,Withhold Tax from the Bank,,£60.00,Other Expense,,FRE,,N,,,,,,,,,,,,
