Co./Last Name,First Name,Card ID,Card Status,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Addr 1 - City,Addr 1 - State,Addr 1 - Postcode,Addr 1 - Country,Addr 1 - Phone No. 1,Addr 1 - Phone No. 2,Addr 1 - Phone No. 3,Addr 1 - Fax No.,Addr 1 - Email,Addr 1 - WWW,Addr 1 - Contact Name,Addr 1 - Salutation,Addr 2 - Line 1,Addr 2 - Line 2,Addr 2 - Line 3,Addr 2 - Line 4,Addr 2 - City,Addr 2 - State,Addr 2 - Postcode,Addr 2 - Country,Addr 2 - Phone No. 1,Addr 2 - Phone No. 2,Addr 2 - Phone No. 3,Addr 2 - Fax No.,Addr 2 - Email,Addr 2 - WWW,Addr 2 - Contact Name,Addr 2 - Salutation,Addr 3 - Line 1,Addr 3 - Line 2,Addr 3 - Line 3,Addr 3 - Line 4,Addr 3 - City,Addr 3 - State,Addr 3 - Postcode,Addr 3 - Country,Addr 3 - Phone No. 1,Addr 3 - Phone No. 2,Addr 3 - Phone No. 3,Addr 3 - Fax No.,Addr 3 - Email,Addr 3 - WWW,Addr 3 - Contact Name,Addr 3 - Salutation,Addr 4 - Line 1,Addr 4 - Line 2,Addr 4 - Line 3,Addr 4 - Line 4,Addr 4 - City,Addr 4 - State,Addr 4 - Postcode,Addr 4 - Country,Addr 4 - Phone No. 1,Addr 4 - Phone No. 2,Addr 4 - Phone No. 3,Addr 4 - Fax No.,Addr 4 - Email,Addr 4 - WWW,Addr 4 - Contact Name,Addr 4 - Salutation,Addr 5 - Line 1,Addr 5 - Line 2,Addr 5 - Line 3,Addr 5 - Line 4,Addr 5 - City,Addr 5 - State,Addr 5 - Postcode,Addr 5 - Country,Addr 5 - Phone No. 1,Addr 5 - Phone No. 2,Addr 5 - Phone No. 3,Addr 5 - Fax No.,Addr 5 - Email,Addr 5 - WWW,Addr 5 - Contact Name,Addr 5 - Salutation,Notes,Identifiers,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Billing Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,           - % Monthly Charge,Tax Code,Credit Limit,Tax ID No.,Volume Discount %,Sales/Purchase Layout,Price Level,Payment Method,Payment Notes,Name on Card,Card Number,BSB,Account Number,Account Name,A.B.N. ,A.B.N. Branch,Account,Salesperson,Salesperson Card ID,Comment,Shipping Method,Printed Form,Freight Tax Code,Use Customer's Tax Code,Receipt Memo,Invoice/Purchase Order Delivery,Record ID
PT Meares Soputan Mining,,TTP,N,Toka Tindung Gold Project,PO Box 1550,Manado,,Sulawesi Utara,,95001,Indonesia,+0431 8895850,+0431 8895851,,+0431 8895852,debra.watson@tokatindung.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,555
Jacqueline Richards,,*None,N,6 Empress Court,,,,Ocean Reef,WA,6027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,556
Goodrich Resources Ltd formerly Kimberley Diamond,,KDC000,N,Attn: Craig Roberts,PO Box 806,,,West Perth,WA,6872,,08 9426 9888,,,08 9426 9899,croberts@kimres.com.au,,Lee-Anne de Bruin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,91061899634,,,,,,,,GST,N,,P,558
Tyco Water Kwinana,,TYW,N,Main Office,Lot 6 Leath Road,,,Naval Base,WA,6165,,08 9437 8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,75087415745,,,,,,,,GST,N,,P,559
Barbaro Group Pty Ltd,,BGP,N,310A Newcastle Street,,,,Northbridge,WA,6003,,+61 8 9467 4456,+61 419907725,08 9467 4486,,mike@barbarogroup.com.au,,Mike Sandilands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,39891868579,,,,,,,,GST,N,,P,562
Falcon Enginnering 95 Pty Ltd,,FEN,N,11-13 Hodgson Way,,,,Kewdale,WA,6105,,08 9353 2833,,,08 9353 1468,faz@falconeng95.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,43070111474,,,,,,,,GST,N,,P,563
Main Roads WA,,MRW,N,Attn: Joann McKenney,PO Box 6202,,,East Perth,WA,6892,Australia,08 9323 4470,0427 471 245 Anna,08 9323 4252,,accountspayable@mainroads.wa.gov.au;environment.heritage.services@mainroads.wa.gov.au,AccountEnquiries@mainroads.wa.gov.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,30,0,0,GST,0,,0,I,0,EFT,,,    ,,,,50860676021,,,,,,,ITEMNEW FACTORED 30day,GST,N,,P,564
Mitchell's Live Transport,,MLT,N,PO Box 201,,,,Waroona,WA,6215,,08 9733 1246,0418 420 880,,,lisaw@mitchellstransport.com.au,,John Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,25009343659,,,,,,,,GST,N,,P,565
Ranger Drilling,,RAD,N,PO Box 315,,,,North Beach,WA,6920,,08 9409 4402,08 9409 4403,,,matt@rangerdrilling.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,99261347374,,,,,,,,GST,N,,P,566
WA Rental Solutions,,WAR,N,72A McDowell Street,,,,Welshpool,WA,6106,,08 9451 0500,,,08 9356 6652,sharonc@gen-star.com.au,www.wars.com.au,Sharon Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,13905901001,,,,,,,,GST,N,,P,567
Tony McCormack,,*None,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,570
Jodie Louise Laver,,*None,N,35 Virginia Place,,,,Waikiki,WA,6169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,571
Peter Barr,,*None,N,41 Alexander Street,,,,Manly,NSW,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,572
Kalgoorlie Consolidated Gold Mines,,KCG,N,Black Street,,,,Kalgoorlie,WA,6430,,08 9022 1100,08 9022 1654,08 90221163 AP,,payables@kalgold.com.au,,Lisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,97009377619,,,,,,,,GST,N,,P,576
HIA Safety Services,,HSS,N,22 Parkland Road,,,,Osborne Park,WA,6017,,,,,,k.watson@hia.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,Other,,,    ,,,,,,,,,,,,GST,N,,P,579
Tyson Bennett,,*None,N,37 Cassino Drive,,,,Stirling,WA,6021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,580
Palazzo Versace,,PAV,N,94 Seaworld Drive,,,,Main Beach,QLD,4217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,45327921680,,,,,,,,GST,N,,P,589
Phu Bia Mining Limited,,PBM000,N,"7th Floor, Kolao Tower l",23 Singha Road,PO Box 5559,,Vientiane,,,Laos Peoples Democratic Replubic,+856 20 22 214 124,Mob +856 20 221 4180,,,AccountsPayable.TSC@pbm.panaust.com,,Ross Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,EXP,0,,0,I,0,,,,,,,,,,,,,,,,EXP,N,,P,591
TRS Training,,TRS,N,9 Franklin Lane,,,,Joondalup,WA,6027,,1300 226 000,,,08 9301 1007,info@trstraffic.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,32133644676,,,,,,,,GST,N,,P,592
Westralia Airport Corporation,,WAC,N,Attn: Nick Croston,"Level 2 , 2 George Wiencke Drive",,,Perth Airport,WA,6105,,08 9478 8888,,,08 9478 8887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,24077153130,,,,,,,,GST,N,,P,593
James Couper,,*None,N,25 Delta Drive,,,,South Yunderup,WA,6208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,594
Justin Colwell,,*None,N,26 Benzie Way,,,,Parkwood,WA,6147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,595
John A Hughes,,JAH000,N,Flat2 172A Lavender Hill,,,,London,,,UK SW11STG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,603
PT. Tambang Tondano Nusajaya,,TTP002,N,JL. A.A Maramis ,No. 88 Kel Kaigari II Kec Mapanget,,,Manado 95254,,,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,607
Weststate Energy,,WES,N,Attn: Kylie Hisco,PO Box 3922,,,Success,WA,6164,,08 9418 7666,,,08 9418 7633,K.Hisco@weststateenergy.com;l.jones@weststateenergy.com,,Kylie Hisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,32976426501,,,,,,,,GST,N,,P,611
Emeco Group,,EMG,N,PO Box 1341,,,,Osborne Park DC,WA,6916,,08 9420 0222,,,08 9420 0205,lindsey.smith@emecogroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,51078624281,,,,,,,,GST,N,,P,612
SMS Rental,,SMR,N,PO Box 835,,,,Cloverdale,WA,6985,,08 9277 5177,,,08 9277 5166,shaun@SMSrental.com.au,,Shaun Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,41127585933,,,,,,,,GST,N,,P,613
Porgera Joint Venture,,BGA000,N,Accounts Payable Cairns,Attn: Amona Akaru,C/- 13 Martyn Street,PO Box 7050,Cairns,QLD,4870,,,,675 5478 125,675 5478 8111,VZAffino@barrick.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,616
Lost Sands Pty Ltd,,DIR000,N,Attn: Phil McMurtrie,PO Box 10288,Adelaide Street,,Brisbane,QLD,4000,,07 3832 5660,07 3832 5666,0419 671 101,07 3832 5300,manager@diatreme.com.au; :  beth.whitefield@diatreme.com.au,,Beth Whitefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,33061267061,,,,,,,,GST,N,,P,617
GHK Consulting Ltd,,*None,N,Attn: Dr. Joji I Reyes,Asia Pacific Regional Office,Suite 2302 Tektite West Tower,Philippine Stock Exchange Center,"Pasig City, Philippines",,,Philippine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,618
Dean N Bell,,DEB000,N,29 Arbow Way,,,,Lockridge,WA,6054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,619
Minara Resources,,*None,N,Locked Bag 4,Welshpool Delivery Center,Pilbara Street,,Welshpool,WA,6106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,620
Barrick Gold Australia Ltd,,BGA,N,Porgera Accounts Payable Cairns,Attn: Amona Akaru,PO Box 7050,,Cairns,QLD,4870,,+675 547 8072,,,,akarjalainen@barrick.com,,Arto Karjalainen,,"Brookfield Place, Level 9 ",125 St George Terrace,,,Perth,WA,6000,Australia,+618 6318 5777,,,+6186318 5555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,19008143137,,,,,,,,GST,N,,P,627
Raymond Lo,,RAYL,N,26 /22 Gochean Avenue,,,,Bentley,WA,6102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,629
Rasheed Burhan,,RASB,N,18 Belemba Ave,,,,Roselands,NSW,2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,630
Belynda Little,,BEL000,N,PO Box 8245,,,,Hannans,WA,6433,,04 0852 5547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,633
Helix Well Ops Sea Pty Ltd,,WEO,N,52 Cooper Road,,,,Cockburn Central,WA,6164,,08 9417 0422,,,,woseaap@helixsg.com,,Anne Richardson;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,11154664098,,,,,,,,GST,N,,P,634
Mark  J Boynton,,*None,N,10 Rushton Street,,,,Denmark,WA,6333,,08 9848 2942,,,,boynton74@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,635
Altynalmas Gold Ltd,,*None,N,"Suite 654, 999 Canadfa Place",,,,Vancouver,BC,V6C 3E1,Canada,,,,,andyg@altynalmasgold.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,EXP,0,,0,I,0,,,,,,,,,,,,,,,,EXP,N,,P,636
Monadelphous Group Limited,,MON,N,PO Box 600,,,,Victoria Park,WA,6979,,08 9316 1255,,,08 9316 1950,mglap@monadel.com.au,ksmcneilll@monadel.com.au,,,,,,,,,,,,,,,mglap@monadel.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,28008988547,,,,,,,,GST,N,,P,637
RPS Energy,,*None,N,38 Station Street,,,,Subiaco,WA,6008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,638
Herald Resources Pty Ltd,,HER000,N,PO Box 893,,,,West Perth,WA,6872,,+61 8 9381 5242,0437 263 163,,+61 8 9380 6575,helen.nugent@herald.net.au,,Helen Nugent,,"Level 1, 282 Rokeby Road,",,,,Subiaco,WA,6008,Australia,+61 8 9381 5242,0437 263 163,,,helen.nugent@herald.net.au,,Helen Nugent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,15008672071,,,,,,,,GST,N,,P,639
Foster Wheeler WorleyParsons,,FWW000,N,Attn: Tim Robinson,Level 3 QV1 Building,St. George Terrace,,Perth,WA,6000,,,,,,timothy_robinson@fwuk.fwc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,23036595587,,,,,,,,GST,N,,P,644
Indo Mines Limited,,IMI000,N,"Plaza Bapinda, Menara Mandiri",16 Floor Jl Jen Sudirman,Kavc 54-55,,Jakarta,,12190,Indonesia,+62 21 2995 0051,+62 81320354041 Mob,,+62 21 2995 0054,sreid@indomines.co.id,,Shane Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,EXP,0,,0,I,0,,,,,,,,,,,,,,,,EXP,N,,P,645
Koniambo Nickel SAS,,KNS000,N,C/O Koniambo Project,"9, Rue d'Austerlitz",BP MGA 08,98802 Noumea,Cedex,,,Nouvelle-Cal??donie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,646
Centigrade Mechanical Contracting Co. Pty Ltd,,CMC000,N,7 Macadam Place,,,,Balcatta,WA,6021,,,,,,smith@centigrade.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,14107091921,,,,,,,,GST,N,,P,647
Unbilled Debtors,,*None,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,N-T,0,,0,I,0,,,,,,,,,,,,,,,,N-T,N,,P,649
Melissa Patt,,*None,N,28 Camder Street,,,,Dainella,WA,6059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,650
Fortescue Metals Group Ltd,,FMG,N,"Level 2, , 87 Adelaide Terrace",,,,East Perth,WA,6004,,08 6218 8888,,,08 6218 8880,invoices@fmgl.com.au; ap@fmgl.com.au,www.fmgl.com.au,Rob Watson,,PO Box 6915,Attn: Pat McAtackney,HSES Manager Cloudbreak,,East Perth,WA,6892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,57002594872,,,,,,,,GST,N,,P,651
Griffiths,Troy,*None,N,8 Lymburner Drive,,,,Hillarys,WA,6025,Australia,,,04 5888 4402,,troy.griffiths@simpliance.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,652
Merrin,Peter,MERP,N,PO Box,,,,Newman,WA,6753,Australia,,,0415 599 721,,merrinp@hotmail.com,,,,18 Wehl St,,,,Newman,WA,6753,Australia,0415 599 721,,,,merrinp@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,653
Greg Scott,,*None,N,10 A Alvis Place,,,,North Beach,WA,6020,,,,04 0085 2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,654
Kentz  E&C Pty Ltd,,KEN,N,PO Box 7678,,,,Cloisters Square Perth,WA,6850,,08 9442 2500,,,08 9442 2500,jacqueline.ashe@kentz.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,11121612388,,,,,,,,GST,N,,P,658
Scott Stalley,,*None,N,11 Cromea Gardens,,,,Parmelia,WA,6167,,,,04 2707 8545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,661
Joanne Blair,,*None,N,1/29 Eastbrook Terrace,,,,East Perth,WA,6004,,,,04 1440 1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,662
Marine & Offshore Global Pty Ltd,,MOG000,N,PO Box 2749,,,,Perth,WA,6001,,,,04 0798 7429,,,,Shane O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,99077808443,,,,,,,,GST,N,,P,663
Belvedere Coal Management Pty Ltd,,BCM000,N,GPO Box 731,,,,Brisbane,QLD,4001,,,,,,exploration@valeaustralia.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,99112868461,,,,,,,,GST,N,,P,665
Chris Barnett and Associates ( Australia),,CHB000,N,PO Box 12,,,,Applecross,WA,6153,,,08 9316 2967,04 1791 0764,08 9364 9883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,21075108735,,,,,,,,GST,N,,P,666
Cube Consulting,,CUC000,N,PO Box 877,,,,West Perth,WA,6872,,,,08 9442 2111,,accounts@cubeconsulting.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,84094321829,,,,,,,,GST,N,,P,670
Strategen,,STR000,N,PO Box 243,,,,Subiaco,WA,6904,,9380 3100,,,,g.houghton@strategen.com.au,,Gemma Houghton,,"Level 2, 322 Hay Street",,,,Subiaco,WA,6008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,32056190419,,,,,,,,GST,N,,P,671
Phu Bia Mining Ltd,,PBM001,N,"7th Floor, Kolao Tower l",23 Singha Road,PO Box 5559,,Vientiane,,,Lao People's Democratic Republic,+ 856 20 22 214 124,+856 20 2223 0725,,+856 0 21 353 484,AccountsPayable.tsc@pbm.panaust.com,,Ray Biehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,30,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,674
Douglas J Stewart,,DJS000,N,97 Mowbray Square,,,,Clarkson,WA,6030,,,,04 2920 5867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,675
